x	y
-5.0	2.9734390294685954e-06
-4.949748743718593	3.817947186139646e-06
-4.899497487437186	4.88994663636234e-06
-4.849246231155779	6.247145879266219e-06
-4.798994974874372	7.960906066950763e-06
-4.748743718592965	1.0119211571618251e-05
-4.698492462311558	1.2830222185355681e-05
-4.648241206030151	1.622650555532739e-05
-4.597989949748744	2.047006175094157e-05
-4.547738693467337	2.5758266205645187e-05
-4.49748743718593	3.233087259070246e-05
-4.447236180904523	4.047823332810544e-05
-4.396984924623116	5.055091224220525e-05
-4.346733668341709	6.297088102391748e-05
-4.296482412060302	7.824450839858913e-05
-4.2462311557788945	9.697756772251156e-05
-4.1959798994974875	0.0001198925046609222
-4.1457286432160805	0.00014784822099521945
-4.0954773869346734	0.00018186264273145812
-4.045226130653266	0.00022313834968375266
-3.9949748743718594	0.00027309154861667666
-3.9447236180904524	0.00033338467176811465
-3.8944723618090453	0.0004059628759492325
-3.8442211055276383	0.0004930947031469663
-3.7939698492462313	0.0005974171402748546
-3.7437185929648242	0.0007219852820150085
-3.693467336683417	0.0008703267551307102
-3.64321608040201	0.0010465010037861175
-3.592964824120603	0.0012551634619318438
-3.542713567839196	0.0015016345494674591
-3.492462311557789	0.0017919733226208934
-3.442211055276382	0.0021330554849889505
-3.391959798994975	0.0025326553234886182
-3.341708542713568	0.0029995309730088517
-3.291457286432161	0.0035435122352502125
-3.241206030150754	0.004175589982090372
-3.190954773869347	0.004908005963463906
-3.14070351758794	0.005754341616566776
-3.090452261306533	0.006729604240348106
-3.040201005025126	0.007850308660729907
-2.9899497487437183	0.009134552272660232
-2.9396984924623113	0.010602081110690774
-2.8894472361809043	0.012274344376863587
-2.8391959798994972	0.014174534650679011
-2.78894472361809	0.016327610828901367
-2.738693467336683	0.018760300701628967
-2.688442211055276	0.021501079974529273
-2.638190954773869	0.02458012450475495
-2.587939698492462	0.028029232539130432
-2.537688442211055	0.031881713836746976
-2.487437185929648	0.0361722427325275
-2.437185929648241	0.040936672461069926
-2.386934673366834	0.04621180841728558
-2.336683417085427	0.05203513848647533
-2.28643216080402	0.05844451913394687
-2.236180904522613	0.06547781660309794
-2.185929648241206	0.07317250332838679
-2.135678391959799	0.0815652105201197
-2.0854271356783918	0.09069123881264332
-2.0351758793969847	0.10058402987414489
-1.9849246231155777	0.11127460293926454
-1.9346733668341707	0.12279096132621332
-1.8844221105527637	0.13515747511601234
-1.8341708542713566	0.14839424727789574
-1.7839195979899496	0.1625164715944663
-1.7336683417085426	0.1775337917435376
-1.6834170854271355	0.19344967180014513
-1.6331658291457285	0.21026078920084726
-1.5829145728643215	0.22795646183237137
-1.5326633165829144	0.2465181213383641
-1.4824120603015074	0.26591884495416396
-1.4321608040201004	0.2861229581560315
-1.3819095477386933	0.3070857201282539
-1.3316582914572863	0.3287531034941952
-1.2814070351758793	0.3510616789169013
-1.2311557788944723	0.3739386140491723
-1.1809045226130652	0.397301794907266
-1.1306532663316582	0.4210600760694545
-1.0804020100502512	0.44511366418120435
-1.0301507537688441	0.4693546371113314
-0.9798994974874367	0.4936675987840931
-0.9296482412060296	0.5179304672538185
-0.8793969849246226	0.5420153910404975
-0.8291457286432156	0.5657897861609951
-0.7788944723618085	0.5891174837294054
-0.7286432160804015	0.6118599755220298
-0.6783919597989945	0.6338777425689771
-0.6281407035175874	0.6550316497059491
-0.5778894472361804	0.6751843871542819
-0.5276381909547734	0.6942019386483348
-0.47738693467336635	0.7119550544443077
-0.4271356783919593	0.7283207067634353
-0.3768844221105523	0.7431835048761327
-0.32663316582914526	0.7564370471427914
-0.2763819095477382	0.76798518790126
-0.2261306532663312	0.777743198128715
-0.17587939698492416	0.7856388002929044
-0.12562814070351713	0.791613059719256
-0.0753768844221101	0.7956211170994222
-0.02512562814070307	0.7976327494065367
0.02512562814070396	0.7976327494065367
0.07537688442211099	0.7956211170994222
0.12562814070351802	0.7916130597192559
0.17587939698492505	0.7856388002929042
0.22613065326633208	0.7777431981287147
0.2763819095477391	0.7679851879012599
0.32663316582914614	0.7564370471427911
0.3768844221105532	0.7431835048761324
0.4271356783919602	0.728320706763435
0.47738693467336724	0.7119550544443075
0.5276381909547743	0.6942019386483346
0.5778894472361813	0.6751843871542815
