x	y
0.6281407035175883	0.6550316497059487
0.6783919597989954	0.6338777425689768
0.7286432160804024	0.6118599755220293
0.7788944723618094	0.589117483729405
0.8291457286432165	0.5657897861609946
0.8793969849246235	0.542015391040497
0.9296482412060305	0.5179304672538181
0.9798994974874375	0.49366759878409266
1.0301507537688446	0.4693546371113312
1.0804020100502516	0.44511366418120407
1.1306532663316586	0.42106007606945434
1.1809045226130657	0.3973017949072658
1.2311557788944727	0.37393861404917206
1.2814070351758797	0.3510616789169011
1.3316582914572868	0.32875310349419495
1.3819095477386938	0.30708572012825375
1.4321608040201008	0.2861229581560313
1.4824120603015079	0.2659188449541638
1.5326633165829149	0.24651812133836395
1.582914572864322	0.22795646183237123
1.633165829145729	0.21026078920084715
1.683417085427136	0.193449671800145
1.733668341708543	0.17753379174353748
1.78391959798995	0.1625164715944662
1.834170854271357	0.1483942472778956
1.884422110552764	0.13515747511601223
1.9346733668341711	0.12279096132621321
1.9849246231155782	0.11127460293926444
2.035175879396985	0.1005840298741448
2.085427135678392	0.09069123881264324
2.1356783919597992	0.08156521052011959
2.1859296482412063	0.07317250332838669
2.2361809045226133	0.06547781660309789
2.2864321608040203	0.058444519133946826
2.3366834170854274	0.05203513848647528
2.3869346733668344	0.04621180841728554
2.4371859296482414	0.040936672461069884
2.4874371859296485	0.03617224273252747
2.5376884422110555	0.03188171383674695
2.5879396984924625	0.02802923253913039
2.6381909547738696	0.02458012450475492
2.6884422110552766	0.021501079974529255
2.7386934673366836	0.018760300701628943
2.7889447236180906	0.016327610828901346
2.8391959798994977	0.014174534650679001
2.8894472361809047	0.012274344376863564
2.9396984924623117	0.010602081110690754
2.9899497487437188	0.009134552272660216
3.0402010050251267	0.007850308660729886
3.090452261306533	0.006729604240348106
3.1407035175879408	0.005754341616566761
3.190954773869347	0.004908005963463906
3.241206030150755	0.004175589982090357
3.291457286432161	0.0035435122352502125
3.341708542713569	0.002999530973008841
3.391959798994975	0.0025326553234886182
3.442211055276383	0.002133055484988943
3.492462311557789	0.0017919733226208934
3.542713567839197	0.0015016345494674552
3.592964824120603	0.0012551634619318438
3.643216080402011	0.0010465010037861147
3.693467336683417	0.0008703267551307102
3.743718592964825	0.0007219852820150059
3.7939698492462313	0.0005974171402748546
3.844221105527639	0.0004930947031469646
3.8944723618090453	0.0004059628759492325
3.9447236180904532	0.00033338467176811346
3.9949748743718594	0.00027309154861667666
4.045226130653267	0.00022313834968375187
4.0954773869346734	0.00018186264273145812
4.145728643216081	0.00014784822099521894
4.1959798994974875	0.0001198925046609222
4.246231155778895	9.697756772251105e-05
4.296482412060302	7.824450839858913e-05
4.3467336683417095	6.297088102391714e-05
4.396984924623116	5.055091224220525e-05
4.4472361809045236	4.04782333281053e-05
4.49748743718593	3.233087259070246e-05
4.547738693467338	2.5758266205645045e-05
4.597989949748744	2.047006175094157e-05
4.648241206030152	1.622650555532733e-05
4.698492462311558	1.2830222185355681e-05
4.748743718592966	1.0119211571618199e-05
4.798994974874372	7.960906066950763e-06
4.84924623115578	6.247145879266185e-06
4.899497487437186	4.88994663636234e-06
4.949748743718594	3.817947186139626e-06
5.0	2.9734390294685954e-06
