x1	y1	x2	y2
-4	0.00026766045152977074	-4.000321192357749	0.30026748851059604
-2	0.10798193302637613	-2.063329141785157	0.4012214593538401
0	0.7978845608028654	0.0	1.0978845608028653
2	0.10798193302637613	2.063329141785157	0.4012214593538401
4	0.00026766045152977074	4.000321192357749	0.30026748851059604
