0.0234267+-0.0180555i
0.108734+-0.0743183i
-0.00312753+-0.0978442i
0.0839265+-0.108168i
0.044551+-0.0516793i
0.0342957+-0.00621232i
0.0258044+-0.0245974i
0.0526538+-0.082073i
0.0658544+-0.12344i
0.0624876+-0.126018i
0.050752+-0.0498836i
0.0449433+-0.0336559i
0.00780348+-0.0442963i
0.0224431+-0.0097099i
-0.0120277+-0.0569963i
-0.00984478+-0.0130031i
0.0297094+-0.0837375i
-0.0606877+0.0219403i
-0.0461019+-0.0237426i
0.0012141+-0.040375i
-0.00249321+-0.0207115i
-0.00506983+-0.0262492i
-0.00110825+-0.0409632i
-0.0350028+0.0333911i
-0.0567221+0.0451456i
-0.0266754+-0.00977673i
0.0150216+-0.0440733i
-0.0481319+-0.00614081i
0.0749262+-0.0923897i
-0.000446264+-0.026608i
-0.0399625+0.00762735i
0.0386844+-0.0356875i
0.022773+-0.0309298i
0.0192233+-0.0447161i
0.00596344+-0.0349692i
0.00580495+-0.041605i
0.0125895+-0.0597854i
0.0305263+-0.0832511i
0.0242813+-0.042357i
0.00374032+-0.00384173i
0.0201171+-0.0224759i
0.0455683+-0.0704215i
-0.0478021+-0.137894i
0.0760201+-0.0965375i
0.0196374+-0.120189i
-0.0137536+0.002972i
0.0278235+-0.0281733i
0.00783238+0.00417215i
0.026902+-0.0107103i
0.00960368+-0.00166983i
0.0239393+-0.0195755i
0.0156331+-0.0463603i
0.00468223+-0.0653793i
0.00582523+-0.0214811i
0.0153272+0.00641985i
-0.00361645+-0.0332061i
-0.0280294+-0.0826532i
-0.00354219+0.066015i
0.0578708+-0.0280369i
0.0402472+-0.00485785i
-0.0370358+-0.00292037i
0.0653786+-0.0988827i
-0.00644627+0.00915637i
-0.0255176+-0.00606032i
0.0252751+-0.0684246i
0.0373243+-0.0386882i
0.0229295+-0.0622177i
-0.000508697+-0.0688211i
0.0206233+-0.0422229i
0.0329065+-0.020639i
0.0765647+-0.0923431i
0.000357636+-0.0771438i
-0.0141488+-0.0865775i
0.0500292+-0.0252266i
0.00121949+-0.0169252i
0.00966699+-0.05201i
0.0551269+-0.0605688i
-0.0140284+-0.158421i
0.000343773+-0.102088i
0.0117898+-0.0309471i
0.0203537+-0.00730169i
0.00583759+-0.0364855i
-0.00825203+-0.053294i
0.0178529+-0.0317985i
0.0349594+-0.0187281i
0.0105693+-0.0151071i
-0.0676853+-0.0225505i
0.049788+-0.0515091i
0.0335672+-0.0133096i
0.00347465+-0.0246869i
0.000468301+-0.0844876i
0.0447994+-0.0328185i
0.0441967+-0.00802314i
-0.0142149+-0.0133844i
-0.00482708+-0.0121439i
0.0193641+-0.0298171i
0.00938122+-0.0345848i
0.00163233+-0.0476775i
0.0127176+-0.032525i
0.0264473+-0.0290502i
0.0126012+-0.0373057i
-0.0295126+-0.0346137i
0.0150854+-0.0375417i
0.0191094+-0.0247837i
0.0146109+-0.0261694i
0.0400857+-0.0746597i
-0.00938471+-0.0360399i
0.0494092+-0.0403121i
-0.005852+-0.026346i
-0.0278118+-0.0203623i
-0.00464439+-0.044744i
0.0138461+-0.0408803i
0.019362+-0.043735i
0.00725381+-0.0438897i
0.000818583+-0.0495193i
0.0183185+-0.0427061i
0.0450994+-0.0475703i
0.00170959+-0.037056i
0.00454744+-0.0258901i
0.0119299+-0.0368403i
0.034736+-0.0653077i
0.00632977+-0.0698835i
0.0780975+-0.0475727i
0.0300306+-0.0765106i
-0.00148349+-0.100264i
0.0420394+-0.0938424i
0.0517482+-0.0459129i
0.0335031+-0.0217587i
0.0127151+-0.0324751i
0.00611809+-0.0475128i
0.0168857+-0.0460898i
0.030218+-0.0432533i
-0.00355389+-0.0366968i
0.0010031+-0.0328738i
0.0150227+-0.0483186i
0.0267062+-0.0454901i
0.00371425+-0.0591912i
0.0066486+-0.030395i
-0.000286584+-0.0183321i
0.00965329+0.00450409i
-0.00792551+-0.0213161i
-0.0101418+-0.0255927i
-0.00531873+-0.0377069i
-0.00703476+-0.0406123i
-0.00462555+-0.0424672i
0.00152244+-0.035944i
0.00316599+-0.0401673i
-0.00298506+-0.0440072i
-0.00193226+-0.047252i
-0.000616389+-0.0517542i
0.00877238+-0.05107i
0.0740547+-0.0612552i
0.058105+-0.00811172i
0.023034+-0.0279285i
0.0468112+-0.0717086i
0.0647061+-0.0588406i
0.034185+-0.0301194i
0.0471009+-0.0335069i
0.0439208+-0.0343952i
0.0636621+-0.0415777i
0.0610159+-0.0244624i
0.0585902+-0.0306021i
0.0341901+-0.0405374i
0.0379525+-0.0255121i
0.0837549+-0.0196338i
0.0811975+-0.0545057i
-0.0028961+0.00285592i
0.00838916+-0.0145038i
0.0218455+0.0122775i
-0.00646741+0.00779166i
-0.0112198+0.0202712i
0.00666423+-0.00621366i
-0.00857715+-0.00312724i
0.00231527+-0.00778422i
-0.000282228+-0.00175416i
0.00725001+0.0194977i
-0.0249056+-0.00659875i
0.0334474+-0.00828495i
-0.0681365+0.0194204i
0.0405618+-0.00306583i
-0.0148309+-0.0271078i
0.00446089+0.00436989i
-0.0168215+0.0199316i
-0.0214419+0.00337575i
0.0350791+-0.0243384i
0.00619341+-0.00350244i
-0.00534986+-0.00835598i
-0.00555852+0.000303669i
-0.00697796+0.00326906i
-0.00284599+0.00193838i
0.00753019+-0.00138552i
0.012454+0.000962623i
-0.00704163+0.0144693i
0.00515478+-0.016368i
0.00759208+0.00699915i
0.0129356+-0.013777i
0.00743782+0.0348709i
-0.0242407+-0.0308101i
0.00178556+0.0136185i
-0.0109292+-0.00584409i
-0.000390511+-0.0126278i
0.00658131+0.00186707i
-0.00427226+0.00749146i
-0.0030391+0.00586561i
0.00406576+0.0038991i
0.00932641+-0.00142205i
-0.00242987+-0.0107474i
-0.00725207+-0.00161027i
0.016483+-0.0120033i
-0.00391985+-0.00891999i
-0.0348703+0.0203798i
-0.0171452+0.0390822i
0.0127444+-0.0174346i
0.0177358+-0.0318916i
-0.000633548+-0.00345258i
-0.0100726+-0.00394419i
-0.00438799+0.0142974i
-0.00125868+0.00843514i
0.0060286+0.00130939i
-0.00413472+-0.00765516i
0.0108723+-0.00694502i
-0.000232292+0.00415714i
-0.0146854+-0.011268i
0.0150114+0.0052081i
-0.00662781+0.0168116i
0.00714946+-0.00628742i
-0.0146693+0.0262787i
-0.00168907+-0.0289926i
0.0047005+-0.00520627i
-0.00599967+-0.00495338i
-0.00399126+0.0119649i
-0.00761176+0.00872547i
-0.00792678+-0.00272946i
0.00201461+-0.0106834i
0.00446066+0.000164936i
-0.000123647+-0.00410611i
-0.00403891+9.95481e-05i
0.0303259+0.0129225i
-0.0351781+0.032729i
0.00383868+-0.0298608i
0.0440251+0.0109306i
0.0172481+-0.0426103i
0.00855733+0.0120571i
-0.01763+-0.00190346i
-0.0041722+0.0264097i
0.00306311+0.00687951i
-0.00284978+-0.00251784i
0.00607994+-0.0168752i
0.00848882+-0.00466993i
-0.00276499+-0.0103125i
-0.0291976+-0.00421695i
-0.0203446+0.0259518i
-0.0126089+-0.00763061i
0.0472027+-0.0303886i
-0.002163+0.00716523i
-0.0115771+0.0114001i
-0.00708419+0.00699679i
0.0141549+-0.0242149i
0.00438261+0.0290726i
0.00645026+0.00325916i
-0.00218433+2.00716e-05i
0.00571279+-0.00438149i
0.00692765+-0.0124257i
-0.0046009+-0.00450945i
0.00717301+0.00825012i
-0.0147878+0.0166391i
0.00478279+0.00776128i
-0.0127852+0.011769i
0.00232846+-0.0438256i
0.0171425+0.0340113i
0.0150593+-0.0103157i
-0.0196673+0.0243582i
0.00766551+0.0183902i
0.00311158+-0.0389207i
0.00506869+-0.00411275i
-0.00130131+0.0025532i
0.00519574+-0.000990336i
0.00301054+0.00141195i
-0.000688575+0.011301i
-0.00714868+-0.0108866i
-0.0121429+0.0241163i
0.0182212+-0.0398986i
-0.0155707+0.000555267i
0.00906955+-0.00810741i
-0.0335245+0.00308064i
-0.0412554+0.0125229i
0.00191105+-0.00577092i
-0.00834068+0.0144271i
0.0105957+-0.00025681i
0.0048459+-0.0231366i
0.00679816+-0.00199018i
9.15206e-05+0.0112085i
0.00426584+0.00865218i
-0.0090658+-7.09182e-06i
0.00958994+0.000867137i
-0.0361584+0.00304032i
0.0370537+-0.00236952i
0.0472004+-0.0458991i
-0.044059+0.0237974i
0.0260595+-0.0215084i
-0.00853707+0.00219356i
0.0137586+-0.0232412i
0.00378437+-0.00641124i
0.00127141+0.00305691i
-0.00763936+0.0141558i
-0.000807296+-0.00355261i
0.00222175+0.000300084i
-0.00351439+0.00648867i
0.005407+0.00993164i
-0.0106524+-0.0173237i
0.0301044+-0.00693773i
-0.0166691+0.00393335i
-0.00721256+0.033595i
0.0263015+0.00943433i
-0.0018195+0.00676963i
0.00437435+0.00593384i
0.00330246+-0.0027828i
0.000571989+-0.0126231i
-0.0133527+0.0367094i
-0.00985128+0.017137i
-0.00325194+-0.0108127i
0.00639571+-0.0143452i
-0.00105183+0.000510461i
-0.00157021+0.000847123i
-0.000813631+0.0106059i
0.00938487+-0.0225664i
0.00823184+-0.000536441i
-0.0105811+0.00716699i
-0.019126+0.00419449i
-0.0154854+0.00285983i
-0.00904527+-0.00268503i
-0.00337499+-0.000736245i
0.00543025+0.00657571i
-0.00789504+0.00932305i
-0.00921577+-0.00967551i
-0.000183965+-0.0043879i
0.00516414+-0.0161803i
0.00597343+-0.00480674i
-0.00150232+0.00634809i
-0.00240943+0.00181293i
0.00454759+0.00654325i
-0.00108303+-0.00253739i
-0.00234872+-0.000486063i
0.00192039+-0.00798178i
-0.00816128+-0.0126594i
0.00628431+-0.0171862i
0.00120187+-0.00370513i
-0.00179359+-0.00102176i
-0.00791929+-0.0139525i
0.00789299+0.00170749i
-0.000627563+0.00269332i
-0.00294431+0.00676039i
0.00137368+0.00188445i
0.00326525+-0.00307152i
0.00364609+0.00127005i
-0.0060485+-0.00104811i
0.00110162+0.00171256i
0.00304457+0.00217842i
0.00181818+-0.000519938i
0.0115251+-0.0020949i
0.0124485+-0.0013423i
0.00310049+-0.0027189i
0.000612211+-0.00936987i
0.0321195+-0.0144672i
-0.0193321+-0.000142642i
0.0122958+0.00640419i
-0.0190129+0.0122331i
-0.00370849+0.008738i
-0.00175401+0.00365906i
0.00391037+-0.00527751i
-0.000612879+-0.000197503i
-0.002008+0.000830996i
-0.00518306+0.000223985i
-0.00302201+-0.00198565i
0.00221221+0.00443852i
-0.0047794+0.0150466i
0.0149178+0.00963775i
-0.0186184+0.00911034i
-0.0189042+0.00269497i
0.00960804+0.00255587i
-0.00552925+-0.0054549i
0.0198668+-0.000599831i
-0.00404915+-0.010084i
-0.00501031+-0.00452463i
0.00361799+0.00624699i
-0.00290747+-0.000648244i
0.00417345+0.000361206i
-0.00117852+-0.00564442i
0.00205658+0.00399618i
0.00354293+-0.00077189i
-0.0110138+-0.00725018i
0.00482383+0.0303108i
-0.0254118+-0.0199048i
0.201443+-0.000233018i
0.0283194+-0.0100282i
-0.0485941+-0.0068079i
-0.0157159+-0.00896577i
-0.00309889+0.00477886i
-0.00988671+-0.0104488i
-0.0172599+-0.00633403i
-0.00201092+0.0155612i
-0.0232553+-0.0013239i
-0.0377765+-0.0283921i
0.0412039+0.00568861i
-0.0423688+0.0362092i
0.0206885+0.0107016i
0.0256647+-0.022973i
0.0131146+0.0247673i
-0.203789+0.0281816i
0.0206505+0.0400145i
0.0143639+0.00664534i
-0.00183252+0.000993949i
0.0077697+0.00543526i
0.00768728+0.00210692i
-0.00056162+0.0107631i
0.0153871+0.00797952i
0.0175074+0.0030984i
-0.0218161+-0.0033492i
-0.0150137+0.0632773i
-0.019606+-0.0195477i
-0.0239448+-0.0160674i
0.00811262+0.00601975i
-0.0338966+0.0169752i
-0.0184176+-0.0317919i
-0.00447069+0.00561877i
-0.0167965+-0.00518632i
-0.0173743+0.00632044i
-0.00421249+-0.00706858i
0.00760969+-0.0184029i
0.00249354+-0.0138539i
-0.0124403+-0.00470497i
-0.00858612+-0.00814123i
0.0031672+-0.0172391i
0.0242089+0.0107972i
0.00137193+-0.0104928i
0.0326751+0.0337244i
0.0114843+-0.0212091i
-0.00155805+0.054584i
0.0365335+0.00885989i
-0.0168091+-0.0207706i
0.0198695+0.00521502i
0.00444688+0.0195097i
0.0110775+0.00884444i
0.0111795+-0.00862395i
0.0148956+0.000287422i
0.0169952+0.0158984i
-0.0015875+-0.00125484i
-0.00527376+0.0118158i
-0.00773763+-0.00532178i
0.0429929+0.0145377i
-0.0385742+-0.0513316i
0.00691617+0.0581952i
-0.0354985+-0.034875i
-0.0287112+-0.0141445i
-0.00548212+0.00803397i
-0.00826634+0.0088185i
-0.0148064+0.0114088i
-0.0263945+-0.0123541i
-0.00240842+0.00594485i
-0.00101202+0.0175372i
-0.0180393+-0.0279865i
-0.0289609+0.0243251i
-0.00756384+-0.0475789i
0.003253+-0.00611278i
0.00256929+0.00235575i
0.0308539+0.0111512i
0.0289523+0.0142323i
-0.0233872+-0.00548089i
0.0114272+0.00225455i
-0.000998884+-0.00492467i
0.00675969+0.0191122i
0.00440647+0.00478618i
-0.0143603+-0.0136329i
0.00816308+0.0157852i
0.00776406+0.0184929i
-0.00207251+-0.00800487i
0.00257047+0.0189481i
0.00830526+0.0177268i
0.0347547+0.0929048i
-0.100297+-0.0287639i
0.00116234+-0.0240196i
-0.0019155+0.000355954i
0.0692396+0.0215003i
0.00371042+-0.0305556i
-0.0146614+0.00949265i
0.00195963+-0.00389364i
-0.00833705+-0.0030451i
0.00437893+-0.0084147i
0.0211573+-0.00962735i
0.00967607+-0.0182372i
-0.0184507+-0.00383375i
-0.0288092+0.00297561i
-0.0288456+-0.0740639i
0.000898166+0.0408488i
-0.0386569+0.0409724i
0.000475571+0.0138828i
0.015811+-0.01342i
-0.0351313+-0.0261102i
0.0268432+0.0117347i
0.00245842+0.0039038i
-0.000562487+-0.000100898i
0.000888603+-0.014566i
-0.00275871+-0.00289923i
0.000693913+0.000387946i
-0.00545342+0.00344007i
0.0145897+0.00209759i
-0.011819+0.0360034i
-0.0287671+-0.0238003i
-0.0237985+-0.0193944i
0.050922+0.0116299i
0.000784254+-0.0569621i
0.00799076+0.0147637i
-0.0048162+0.0141878i
-0.0217061+0.00574422i
-0.00329055+0.0264884i
-0.00514957+0.0166208i
-0.00433976+-0.00733686i
0.00773546+-0.0012898i
-0.00355507+0.000518401i
0.00834566+0.0279019i
-0.0243545+-0.0114691i
0.0285712+-0.0264564i
-0.0055133+0.00719733i
0.0304817+0.0172535i
-0.0286118+0.00166897i
0.0128071+0.00592076i
0.012252+0.00988113i
-0.0133237+0.0358948i
-0.00383261+0.0131878i
-0.0354836+0.037293i
0.0149603+-0.000375971i
-0.0082321+-0.0066806i
0.00342724+-0.0096455i
-0.0183799+-0.00515788i
-0.00399661+0.021216i
-0.00526039+0.0127344i
-0.00680048+-0.02004i
-0.0290208+-0.00427304i
0.00741646+-0.000738184i
-0.00271661+0.0064215i
0.0246885+0.00297209i
0.0131515+-0.0229158i
0.0137245+-0.0381714i
0.015079+-0.03208i
0.034299+-0.0283923i
-0.00803218+-0.00857089i
0.00329668+0.0013579i
-0.00924046+-0.00431514i
-0.00128052+-0.0140647i
-0.0193909+-0.00416606i
0.0250962+0.00996136i
0.0141191+-0.00667254i
0.0202186+0.00506551i
-0.00139801+0.0129512i
-0.0162083+0.0112346i
0.00942794+-0.0035392i
0.0187388+-0.000974818i
-0.00386137+0.0273467i
-0.000575646+0.00247211i
-0.0244618+0.00954182i
0.0137447+-0.00192945i
0.00915217+0.00970896i
-0.00665256+0.012282i
-0.000143537+-0.00432537i
0.00837379+-0.0045852i
-0.0108807+-0.00842659i
-0.00230891+0.0129087i
-0.0152312+-0.00687307i
-0.00307259+0.00534966i
-0.0101657+-0.002154i
0.0188363+0.0016998i
0.0246887+-0.0233995i
-0.0157316+0.032512i
-0.0126786+-0.0179305i
0.0340963+0.00723302i
-0.00861559+0.0109468i
-0.00960812+0.000286115i
-0.00043128+0.00643521i
-0.00409536+0.000689827i
0.00890856+-0.00359768i
0.00735169+-0.00636301i
0.00278466+0.00130529i
0.0101682+-0.0106468i
-0.00238124+-0.00176865i
-0.0104822+-0.00796425i
0.0185507+-0.00536979i
0.0160429+0.00637725i
-0.0146774+0.020084i
0.0229718+0.0492372i
-0.867801+0.366099i
0.0434904+-0.0109465i
0.0172291+0.0127597i
-0.00952519+6.64358e-05i
-0.00454571+-0.00576415i
-0.00180821+0.00579326i
0.00807719+0.0115497i
0.00575828+0.00852253i
-0.00647401+0.00638469i
-0.00216005+0.00309214i
0.00475063+0.00350653i
0.0209288+-0.00179198i
0.0075911+-0.011504i
-0.058563+-0.00935527i
0.0441433+-0.0133223i
0.828409+-0.307838i
0.0073854+0.00822417i
-0.0182509+0.00198512i
-0.0139862+-0.00689988i
-0.00936179+-0.00805151i
-0.00821913+-0.00375896i
-0.0135613+-0.00130187i
-0.0135089+-0.0052039i
-0.00709865+-0.0044366i
-0.00412515+-0.00843801i
-0.0223365+-0.00551193i
0.0036724+0.0130134i
