-4.33798e-08+4.9933e-09i
1.97238e-08+1.08235e-08i
3.14543e-08+-5.71403e-09i
4.00201e-08+-2.99799e-08i
6.90835e-09+4.45676e-08i
-2.59395e-08+2.59064e-08i
-9.7537e-09+2.56093e-08i
-4.59323e-08+2.02324e-08i
-1.41452e-08+-7.66678e-08i
6.59553e-08+1.27754e-08i
3.56822e-09+-6.05843e-08i
6.39653e-09+1.71839e-08i
1.10723e-08+-2.54298e-08i
1.63697e-08+-3.58332e-08i
-3.99619e-08+3.67776e-08i
-4.13639e-08+-3.1806e-09i
-2.59751e-08+-2.55319e-09i
-1.03648e-09+-2.78257e-08i
5.2018e-08+8.38625e-09i
-5.95714e-08+-1.86802e-08i
-1.2456e-08+2.75453e-08i
-2.53476e-08+2.15925e-08i
2.20229e-08+1.42335e-08i
-4.18992e-08+-3.38672e-08i
-3.11856e-08+2.83187e-08i
-8.75514e-09+1.80624e-08i
2.68029e-08+-2.41096e-08i
-3.06766e-08+-1.97484e-08i
-4.02616e-08+-2.96463e-08i
-2.36676e-08+-4.31391e-09i
-2.95302e-08+-3.48011e-09i
-2.95373e-08+-4.98172e-09i
2.82643e-08+2.59264e-08i
4.80976e-08+-3.03656e-08i
-4.75945e-08+1.57712e-08i
5.18569e-08+3.69017e-08i
2.1441e-08+-3.12474e-08i
-4.03373e-08+6.59867e-08i
1.23194e-10+-2.23915e-08i
-3.14525e-08+4.66434e-08i
-1.73442e-08+4.66126e-09i
-2.58086e-08+-1.93158e-08i
-3.10618e-08+-4.56656e-09i
3.23402e-09+4.28901e-08i
2.07515e-08+-3.10644e-08i
2.65214e-08+7.18618e-09i
-2.98853e-08+1.00078e-08i
8.49198e-09+1.11056e-08i
1.91235e-08+-3.60623e-09i
-6.76177e-10+-3.53679e-08i
2.68069e-08+1.90714e-08i
-4.45691e-08+-2.34228e-09i
2.40373e-08+-2.86236e-08i
3.55807e-08+1.0545e-08i
1.97466e-08+7.36345e-08i
1.20486e-09+-1.27168e-08i
4.05263e-08+2.31755e-08i
-3.43513e-08+1.42097e-08i
1.53126e-08+-2.11756e-09i
8.70411e-09+1.23912e-08i
4.76912e-08+8.50751e-09i
2.85866e-08+2.91861e-08i
-1.75965e-08+-2.12891e-08i
-1.33168e-08+-4.49665e-08i
-1.85647e-08+-3.11367e-08i
6.42137e-10+-9.59554e-09i
1.60073e-08+-1.00826e-08i
1.73246e-08+5.40971e-10i
1.93789e-08+2.73634e-08i
2.39446e-09+-2.54994e-08i
-5.26957e-08+-6.72474e-09i
3.08577e-08+-7.29726e-08i
6.11161e-08+-3.041e-08i
1.80633e-08+-2.63376e-08i
-4.64258e-09+2.17075e-08i
3.47527e-08+-3.01154e-08i
-6.89748e-10+5.56747e-08i
-2.60991e-08+-5.45067e-08i
-1.26819e-08+-5.6016e-09i
-3.01387e-08+4.50786e-08i
6.1335e-10+5.31531e-08i
-3.16716e-08+-1.85254e-08i
-2.45427e-08+-3.29358e-08i
-6.70585e-08+-1.95937e-08i
2.82818e-08+1.46732e-09i
-4.85007e-08+3.3334e-08i
4.30572e-09+-4.5322e-08i
2.79132e-08+-1.08418e-08i
-5.01616e-08+1.56129e-09i
1.15642e-10+5.36747e-08i
6.46869e-09+-1.20331e-08i
-1.72427e-08+-1.10811e-08i
-4.37534e-08+2.62005e-08i
3.71994e-08+7.72371e-09i
9.51998e-09+-1.3212e-08i
-8.23363e-09+-3.90039e-08i
-2.38003e-08+2.97061e-08i
-7.79507e-08+-2.86324e-08i
4.49675e-08+7.08703e-08i
-3.44193e-08+5.5979e-08i
1.20923e-08+8.11547e-08i
1.60569e-08+5.4352e-08i
-2.57386e-08+1.41874e-09i
-3.44997e-08+-3.37947e-08i
1.3175e-08+-7.8577e-08i
1.7604e-09+-2.71014e-08i
-3.52165e-08+-6.48341e-08i
3.62517e-08+6.05806e-09i
-2.26187e-08+1.50301e-08i
-2.15423e-08+-1.6236e-08i
6.30918e-08+9.07614e-09i
4.53784e-08+8.38785e-09i
3.60794e-08+2.65233e-09i
3.51968e-08+-1.34344e-08i
3.18995e-08+8.21748e-10i
-7.75006e-08+6.15593e-08i
4.79098e-09+3.90007e-08i
2.88084e-08+-2.20779e-08i
-6.19902e-09+-3.4426e-09i
8.15743e-08+1.32163e-08i
4.50235e-08+-4.27412e-08i
2.81964e-08+2.16897e-08i
-2.8043e-08+-1.37003e-08i
-3.81257e-08+-2.92988e-08i
7.41062e-09+3.23198e-08i
9.62095e-08+-4.90207e-08i
5.40285e-08+-2.21977e-08i
-3.31185e-08+-1.1158e-08i
3.17282e-09+5.10741e-08i
-1.65533e-08+1.03198e-08i
9.36753e-09+-4.5326e-08i
-4.23985e-08+1.08728e-08i
-3.65195e-08+2.33029e-08i
-6.68399e-09+2.89759e-08i
6.95168e-09+2.44727e-08i
1.51517e-08+4.80797e-08i
-8.45858e-08+3.98507e-08i
6.59688e-08+-2.82953e-08i
5.59543e-08+4.74094e-08i
-2.96394e-08+1.81837e-08i
2.29692e-08+3.32068e-11i
-3.76897e-08+-6.1736e-08i
-2.30082e-08+1.06241e-08i
8.03827e-08+1.97129e-08i
-2.6156e-09+3.43711e-09i
-9.84631e-09+2.56159e-08i
-4.0832e-08+3.16402e-08i
-5.08076e-08+1.16258e-08i
1.52e-08+1.23791e-08i
5.04239e-08+-5.10522e-08i
-1.05653e-08+-1.96091e-08i
5.1105e-08+-1.85765e-08i
-3.81417e-09+2.35617e-08i
-4.42668e-08+2.16536e-08i
6.05614e-08+3.10429e-08i
7.69847e-09+1.18455e-08i
-2.83431e-09+4.56729e-08i
-1.45073e-08+-5.3439e-08i
2.88703e-08+4.81944e-08i
-1.04217e-08+-2.44512e-08i
-1.1599e-09+-8.40428e-09i
4.66573e-08+6.44004e-09i
-3.57684e-08+-6.45491e-08i
-1.36483e-08+-5.77335e-08i
2.03542e-08+-7.02823e-08i
3.29532e-08+5.36511e-08i
-1.71307e-08+-3.91074e-08i
5.04404e-08+-2.81133e-08i
-5.07545e-08+7.2665e-09i
2.20048e-08+-6.35278e-09i
2.72938e-08+-7.91018e-09i
7.246e-09+-2.05075e-09i
-1.59051e-08+-3.84786e-08i
6.11959e-08+-5.47781e-08i
1.55685e-08+3.61144e-08i
1.43227e-08+-2.90561e-08i
-5.18552e-08+2.87638e-08i
-2.03189e-08+2.46137e-08i
-2.06132e-08+-1.94711e-08i
8.03598e-09+-8.47468e-09i
2.49406e-08+-1.02857e-09i
2.65612e-08+-1.09768e-08i
1.44938e-08+1.66549e-08i
9.14366e-09+-2.31845e-09i
1.3923e-08+1.0879e-08i
2.68477e-08+-4.4527e-09i
1.1613e-08+-8.37135e-09i
3.98901e-08+-5.84313e-08i
-7.81992e-09+-2.11707e-08i
3.78059e-08+5.74707e-09i
2.92e-08+-4.66835e-08i
-4.08156e-08+-3.12348e-08i
1.26616e-08+4.47263e-10i
9.8533e-09+2.49601e-08i
-1.05605e-08+-2.16576e-08i
-4.7785e-09+-4.03484e-08i
3.17248e-08+4.67122e-10i
2.01987e-08+-3.32703e-08i
-1.27293e-08+1.28271e-08i
6.0246e-09+8.51371e-09i
8.08067e-09+-1.2663e-09i
-2.68945e-08+2.71133e-08i
-4.06854e-08+-1.05418e-08i
-1.08054e-08+-1.14993e-08i
9.11723e-09+2.1157e-08i
-4.06982e-08+3.19464e-08i
-4.77058e-09+6.1926e-08i
-6.05239e-08+3.21127e-08i
2.75655e-08+3.08841e-10i
-8.23054e-09+1.44332e-08i
-3.84775e-09+-4.77406e-08i
2.17952e-08+-1.04948e-08i
-2.42723e-08+-1.01874e-08i
3.55384e-09+2.32766e-08i
6.30587e-09+3.93863e-08i
2.69248e-10+7.06719e-09i
-6.11999e-09+1.3473e-08i
3.59086e-08+-4.31792e-09i
-4.71456e-08+5.54284e-09i
-3.53868e-08+-3.39655e-08i
1.68246e-08+-1.28916e-08i
4.94047e-09+4.52578e-10i
5.70108e-09+3.70978e-08i
-1.00636e-08+2.1658e-08i
1.65947e-08+-5.6323e-09i
3.22855e-08+4.09053e-08i
2.83898e-08+3.68855e-09i
6.8878e-09+-1.08154e-08i
-4.07882e-09+-1.88029e-08i
3.03307e-08+5.25722e-08i
-1.64153e-08+8.24617e-09i
-1.2002e-08+-5.00729e-09i
-3.0621e-08+1.56178e-08i
-5.77589e-08+-1.30462e-08i
-1.36709e-08+-1.94133e-08i
-4.79808e-09+-5.06475e-08i
4.07146e-09+-3.47437e-08i
1.18919e-08+-3.96656e-09i
3.18831e-08+-4.77105e-08i
-2.14549e-08+3.62087e-08i
3.4857e-08+8.33373e-09i
-2.3352e-08+-7.29326e-09i
1.81505e-08+-4.38616e-08i
-3.46678e-08+1.64283e-08i
2.28264e-08+-2.42423e-08i
6.59632e-09+-2.68698e-09i
-1.33171e-08+-3.89974e-09i
1.54178e-08+-3.1734e-09i
-4.32916e-09+-1.884e-09i
-1.66816e-08+3.41931e-08i
1.12814e-08+3.03467e-09i
1.92493e-08+-2.99823e-08i
9.77509e-09+-3.69237e-08i
2.95884e-08+3.74689e-08i
2.63579e-08+-6.69704e-09i
-5.07968e-08+-1.30363e-08i
6.39949e-09+-3.03867e-08i
-1.27751e-08+-1.04309e-08i
-8.84952e-09+6.8131e-09i
-3.16549e-08+-2.16986e-09i
-8.89849e-09+4.12305e-08i
-6.17016e-08+2.8893e-08i
-5.11373e-09+5.71399e-08i
1.02608e-08+-9.48136e-09i
-1.48304e-08+-1.31944e-08i
1.70967e-08+3.58062e-09i
2.27756e-08+5.1812e-08i
1.96233e-08+-1.03165e-08i
3.28362e-08+-9.01588e-09i
-3.30957e-08+-3.1652e-08i
1.03423e-08+1.33953e-08i
-3.17586e-09+2.53482e-08i
-1.16977e-08+1.32874e-08i
4.73335e-08+8.66933e-09i
1.60808e-08+3.2983e-08i
1.29395e-08+5.50657e-08i
5.56964e-08+-2.2298e-08i
-3.95283e-08+-1.06511e-08i
1.85582e-09+-2.39368e-08i
-8.53129e-08+2.87839e-08i
1.30199e-08+5.54708e-08i
1.38662e-08+2.23738e-09i
-1.64603e-09+1.18422e-08i
2.27101e-08+1.66216e-09i
3.26873e-08+3.01148e-08i
-2.15909e-09+1.85725e-08i
1.95872e-08+-4.24278e-08i
-5.64661e-08+-1.6428e-09i
-6.8516e-08+5.98765e-09i
-7.07383e-09+7.21813e-09i
-3.19229e-08+5.45302e-09i
-5.99352e-09+1.34759e-08i
8.46049e-09+1.84776e-08i
-3.20891e-08+-2.49248e-08i
-1.32511e-08+3.57365e-08i
-2.83285e-08+1.41774e-08i
1.62897e-08+-2.35077e-10i
1.76905e-08+1.2169e-08i
-1.64236e-08+5.64885e-09i
-1.88174e-08+-1.79756e-08i
6.19562e-10+-8.47149e-09i
-1.40693e-08+2.38137e-08i
-7.98694e-09+-2.89651e-08i
-3.2894e-09+-1.7366e-08i
-3.00133e-09+-6.77925e-09i
1.11218e-08+2.98134e-08i
-2.21195e-08+9.12684e-09i
1.90336e-08+-2.66898e-10i
2.49943e-08+5.92089e-09i
2.87124e-08+2.58624e-08i
1.07964e-08+-1.13762e-08i
1.83421e-09+-1.45302e-08i
-2.30082e-08+-1.50966e-08i
2.76682e-08+3.96232e-08i
-6.46073e-08+3.05638e-08i
-6.00002e-09+5.41542e-08i
5.34155e-08+4.94923e-09i
-1.90559e-08+-9.0543e-09i
-9.93092e-09+1.57816e-08i
-2.86922e-08+4.48119e-08i
-1.26437e-08+8.30377e-09i
9.42354e-09+1.44688e-08i
6.4037e-09+1.89728e-10i
1.5034e-08+4.25601e-09i
-3.45832e-08+-3.21149e-08i
-5.58455e-09+1.99479e-08i
1.61552e-08+-4.5158e-08i
-3.50199e-08+-2.26646e-08i
2.46461e-08+1.18179e-09i
-1.62611e-09+5.42835e-08i
-4.02461e-08+-3.69036e-09i
2.39872e-10+2.37323e-08i
-1.66366e-08+1.72258e-08i
1.75422e-08+-7.21244e-08i
2.64983e-08+-2.18424e-08i
1.26097e-08+-3.20577e-08i
1.88118e-08+-1.09547e-08i
4.09244e-09+3.39381e-08i
-1.72132e-08+-5.90597e-09i
7.52911e-09+3.05656e-08i
1.5861e-08+-3.54793e-08i
-2.64921e-08+1.67705e-08i
-2.13578e-08+-3.9994e-08i
2.32058e-08+-5.58346e-09i
1.41979e-08+-3.88755e-09i
-3.67035e-08+4.43929e-08i
1.4457e-09+5.75375e-08i
-5.81225e-08+1.50237e-08i
3.10166e-08+2.11177e-08i
5.28502e-08+1.62094e-08i
1.72427e-08+-4.6058e-08i
7.04511e-09+-1.34749e-08i
-5.31353e-10+1.82856e-08i
1.73312e-08+2.30081e-08i
-6.02987e-08+-1.19507e-08i
9.60087e-09+4.67594e-08i
-1.56946e-08+-8.7757e-09i
-9.28245e-09+1.7525e-09i
-1.05442e-08+4.16308e-09i
1.65129e-08+-8.89371e-09i
-3.14679e-08+-9.96328e-09i
-3.12211e-09+2.35787e-08i
5.467e-09+2.39529e-08i
1.72906e-08+5.80556e-08i
5.27155e-08+-2.98992e-08i
-2.81296e-08+-1.86262e-08i
-2.12523e-08+2.45213e-08i
1.22213e-08+3.11887e-08i
-8.28753e-09+-2.96233e-08i
-4.25162e-08+-3.1435e-08i
6.42792e-08+1.69446e-08i
4.77109e-09+3.36513e-08i
2.30647e-08+4.93263e-08i
6.62321e-09+-6.10612e-08i
-1.70841e-08+-2.21418e-09i
2.96807e-08+2.42955e-08i
-2.03991e-08+1.55507e-08i
1.15784e-08+-1.2807e-08i
2.62716e-08+-2.01124e-08i
-2.16581e-08+1.34759e-08i
-1.17252e-08+-3.82043e-08i
-1.3328e-09+-3.08775e-08i
3.20971e-08+4.74327e-08i
-1.05449e-08+-1.67356e-08i
1.80409e-08+3.86886e-09i
-1.7924e-09+4.19542e-09i
-5.34901e-08+1.53692e-08i
3.5889e-08+2.83257e-08i
-3.81871e-08+1.41133e-08i
-1.05925e-08+2.99427e-08i
-2.51107e-08+-4.10994e-08i
-1.14438e-08+5.0708e-08i
-5.13233e-08+2.71811e-08i
4.9287e-08+3.90501e-09i
-5.15771e-08+1.29643e-09i
-2.90222e-08+-3.82342e-09i
2.3535e-09+1.00345e-08i
2.13199e-08+1.4883e-08i
-3.17562e-08+3.09026e-08i
-6.18203e-09+-1.35918e-08i
-2.54501e-08+1.82621e-08i
3.8071e-08+-2.32118e-08i
1.86299e-08+-2.12046e-08i
-1.94978e-08+9.4243e-10i
-1.06095e-08+1.18608e-08i
-4.7827e-09+4.47265e-09i
-1.63032e-08+2.39126e-08i
-1.14906e-09+-3.15016e-08i
-8.09986e-09+-1.20859e-08i
-2.70447e-08+1.46126e-09i
-2.15971e-08+2.00526e-08i
-1.13651e-08+-7.63012e-09i
-1.97443e-08+3.28229e-08i
6.03094e-09+2.00901e-08i
-1.32267e-09+-2.30363e-08i
-1.85028e-08+1.62161e-08i
2.50282e-08+3.27985e-08i
-2.23114e-08+-4.78313e-09i
-2.54355e-08+-5.63587e-08i
2.81303e-08+7.49252e-09i
-2.62816e-09+2.54727e-08i
-1.30967e-09+-3.9218e-09i
-2.80623e-08+4.0371e-09i
1.3491e-08+-2.17195e-09i
-2.02694e-09+-1.01334e-08i
-3.09205e-08+1.67959e-08i
1.86778e-08+-1.79508e-08i
3.12786e-08+6.42488e-09i
1.52369e-08+1.37119e-08i
-1.13582e-08+-8.63309e-09i
-5.0018e-10+-2.35569e-08i
2.07801e-08+-2.98287e-08i
5.7234e-08+-1.3497e-08i
-6.49379e-09+5.52386e-09i
-1.16473e-08+-8.3921e-09i
1.9361e-08+6.24309e-08i
-1.68638e-08+-1.46697e-09i
2.13712e-08+1.67018e-08i
7.53288e-09+-2.97546e-08i
4.89537e-09+-2.84034e-08i
1.23622e-08+-7.81312e-09i
1.52205e-09+6.40157e-09i
-1.80709e-08+-7.67153e-09i
3.0665e-08+-6.17219e-09i
2.40622e-08+2.4366e-08i
5.77781e-10+8.47898e-09i
-1.53847e-08+1.7458e-08i
-2.27009e-08+-2.6281e-08i
-5.44797e-09+-6.61723e-08i
9.50408e-10+1.74397e-08i
-1.71244e-08+-2.42751e-08i
1.03398e-08+1.31024e-08i
-8.4989e-10+5.73027e-09i
-7.68276e-09+8.86027e-09i
-7.02873e-09+-3.88002e-08i
1.14683e-08+1.08834e-08i
2.2e-09+-1.009e-09i
2.16727e-08+-2.05651e-08i
2.99846e-08+8.10083e-09i
5.08425e-09+4.3751e-09i
-4.53576e-09+5.19498e-08i
3.92948e-09+3.23617e-08i
-1.47555e-08+6.36009e-09i
3.20301e-08+3.95769e-08i
2.04113e-08+-1.17963e-08i
-1.27023e-08+-1.88232e-08i
2.54269e-08+1.09324e-08i
-7.14496e-09+1.37535e-08i
3.58542e-08+-1.60886e-08i
-2.263e-08+2.84943e-08i
-1.68037e-08+7.64913e-09i
8.71052e-09+-4.73658e-09i
-4.74275e-09+1.23535e-08i
-2.89746e-09+2.76899e-09i
1.81243e-08+-1.61207e-08i
1.53218e-08+-6.31701e-09i
-1.24834e-08+2.13308e-08i
