1.00285+-0.715212i
0.341622+-0.213028i
0.253542+0.0879711i
0.168314+0.436443i
-0.0962203+0.997762i
0.858812+-0.19968i
0.223708+-0.0966452i
0.0595518+0.104349i
-0.0248906+0.235709i
-0.346136+0.279243i
-0.248079+-0.135397i
-0.188941+0.156212i
-0.0636068+-0.407716i
1.59569+0.16635i
0+0i
-0.800676+0.231819i
-0.290306+0.0276995i
-0.0959003+-0.101912i
0.0636205+-0.273848i
0.649755+-0.492201i
-0.612804+0.833097i
0.00745248+0.215843i
0.0811142+-0.109466i
0.123+-0.386567i
0.640481+-0.880648i
-1.00066+0.286384i
-0.314561+-0.335014i
-0.0786157+-0.412828i
-0.051816+-0.559278i
0.363503+-0.93542i
-1.13833+-0.11778i
-0.351814+-0.273538i
-0.00458161+-0.337626i
0.222687+-0.371939i
0.53501+-0.303349i
0+0i
0+0i
0+0i
1.96939+0.401244i
0.308159+-0.365515i
0.645512+-0.204208i
0.129974+0.205226i
0.151484+0.286572i
0.325222+0.36721i
-0.0506702+0.574894i
0.256429+-0.675003i
-0.116717+0.13462i
0.0261778+0.359534i
0.0756863+0.596429i
-0.387465+1.108i
-0.64336+0.413137i
-0.199433+0.12903i
-0.133185+-0.0971229i
-0.0572251+-0.30077i
0.463561+-0.665575i
-0.600706+-0.163128i
-0.0408512+-0.0382427i
0.0895267+-0.12542i
0.116794+-0.177247i
0.676483+0.10126i
0.243374+0.151606i
0.479693+-0.403043i
0.179461+0.220893i
0.201673+0.55935i
0+0i
1.05098+0.135201i
0.404321+0.0468895i
0.20637+0.0661794i
0.113838+0.123325i
-0.496995+-0.198135i
0.71748+-0.515538i
0.11286+-0.133067i
0.00367561+0.0998506i
0.0436546+0.307205i
-0.590282+0.418071i
0.659104+-0.13831i
0.239828+0.279618i
0.104054+0.375273i
0.0450701+0.466215i
-0.61485+0.686325i
0.807209+0.351986i
0.204944+0.409853i
-0.0282918+0.41395i
-0.297982+0.424276i
-0.860102+-0.0265865i
0+0i
0+0i
-4.7572+-0.11831i
0+0i
-0.358009+0.290734i
-0.909738+-0.217379i
-0.193635+-0.327863i
-0.100064+-0.362647i
-0.402959+-0.352183i
-0.0253819+-0.00739068i
-0.371709+0.333885i
0.0476234+-0.159675i
-0.00369506+-0.325018i
-0.118737+-0.468088i
0.447718+-0.633626i
