Ex_Re,Ex_Im,Ey_Re,Ey_Im,Ez_Re,Ez_Im,Hx_Re,Hx_Im,Hy_Re,Hy_Im,Hz_Re,Hz_Im
0.0479325,0.219916,0,0,0,0,0,0,0,0,0,0
0.0429959,-0.0669621,0,0,0,0,0,0,0,0,-0.109958,0.0239662
0.0429959,-0.0669621,0,0,0,0,0,0,0.109958,-0.0239662,0,0
