x,y,z
10.0,-7.894736842105264,1.5850476263110215e-92
-10.0,-6.842105263157895,1.4019409760978445e-13
-8.947368421052632,-6.842105263157895,4.730228065604399e-09
-7.894736842105264,-6.842105263157895,1.0055540248179983e-05
-6.842105263157895,-6.842105263157895,0.0013467894753251518
-5.7894736842105265,-6.842105263157895,0.01136488371017196
-4.736842105263158,-6.842105263157895,0.006042285690524437
-3.6842105263157894,-6.842105263157895,0.00020239906049674127
-2.6315789473684212,-6.842105263157895,4.2715619172228386e-07
-1.578947368421053,-6.842105263157895,5.679837317004543e-11
-0.526315789473685,-6.842105263157895,4.758346508121993e-16
0.5263157894736832,-6.842105263157895,2.5115811198232842e-22
1.5789473684210513,-6.842105263157895,8.352362442596007e-30
2.6315789473684212,-6.842105263157895,1.7500176592091386e-38
3.6842105263157894,-6.842105263157895,2.3116521026740042e-48
4.7368421052631575,-6.842105263157895,4.370681606837401e-54
5.789473684210526,-6.842105263157895,1.226180020780143e-57
6.842105263157894,-6.842105263157895,3.242487515531044e-62
7.894736842105264,-6.842105263157895,8.082012027966177e-68
8.94736842105263,-6.842105263157895,1.898793669004398e-74
10.0,-6.842105263157895,4.20487568209165e-82
-10.0,-5.7894736842105265,1.181829511417613e-12
-8.947368421052632,-5.7894736842105265,3.987559547069667e-08
-7.894736842105264,-5.7894736842105265,8.476772147444007e-05
-6.842105263157895,-5.7894736842105265,0.011353370610766841
-5.7894736842105265,-5.7894736842105265,0.09580542399078217
-4.736842105263158,-5.7894736842105265,0.05093617825020142
-3.6842105263157894,-5.7894736842105265,0.0017062143617774734
-2.6315789473684212,-5.7894736842105265,3.6009061862738588e-06
-1.578947368421053,-5.7894736842105265,4.788075586442177e-10
-0.526315789473685,-5.7894736842105265,4.0112632591010305e-15
0.5263157894736832,-5.7894736842105265,2.1172508246304877e-21
1.5789473684210513,-5.7894736842105265,7.041001435195798e-29
2.6315789473684212,-5.7894736842105265,1.476419304183283e-37
3.6842105263157894,-5.7894736842105265,3.671872899959987e-42
4.7368421052631575,-5.7894736842105265,1.092886869406467e-44
5.789473684210526,-5.7894736842105265,3.066070823695838e-48
6.842105263157894,-5.7894736842105265,8.107860346021822e-53
7.894736842105264,-5.7894736842105265,2.020912170787106e-58
8.94736842105263,-5.7894736842105265,4.747945464849971e-65
10.0,-5.7894736842105265,1.051431798564667e-72
-10.0,-4.736842105263158,6.276982366721212e-13
-8.947368421052632,-4.736842105263158,2.1178893166395585e-08
-7.894736842105264,-4.736842105263158,4.502218702627889e-05
-6.842105263157895,-4.736842105263158,0.006030049718520869
-5.7894736842105265,-4.736842105263158,0.05088457778525458
-4.736842105263158,-4.736842105263158,0.027053436186507993
-3.6842105263157894,-4.736842105263158,0.0009062117132171731
-2.6315789473684212,-4.736842105263158,1.912528365309315e-06
-1.578947368421053,-4.736842105263158,2.543062746044908e-10
-0.526315789473685,-4.736842105263158,2.130478931385956e-15
0.5263157894736832,-4.736842105263158,1.1245231197909552e-21
1.5789473684210513,-4.736842105263158,3.7478270688113774e-29
2.6315789473684212,-4.736842105263158,2.740683334506975e-32
3.6842105263157894,-4.736842105263158,8.654268920162177e-34
4.7368421052631575,-4.736842105263158,2.5758481540106452e-36
5.789473684210526,-4.736842105263158,7.2264871070983755e-40
6.842105263157894,-4.736842105263158,1.9109587359777599e-44
7.894736842105264,-4.736842105263158,4.76313059499632e-50
8.94736842105263,-4.736842105263158,1.119053298500998e-56
10.0,-4.736842105263158,2.4781418216432496e-64
-10.0,-3.6842105263157894,2.100477161696015e-14
-8.947368421052632,-3.6842105263157894,7.087128624395159e-10
-7.894736842105264,-3.6842105263157894,1.50658501320122e-06
-6.842105263157895,-3.6842105263157894,0.0002017845674506906
-5.7894736842105265,-3.6842105263157894,0.0017027591807032758
-4.736842105263158,-3.6842105263157894,0.0009052936830989221
-3.6842105263157894,-3.6842105263157894,3.0324714903864985e-05
-2.6315789473684212,-3.6842105263157894,6.399925820607993e-08
-1.578947368421053,-3.6842105263157894,8.509893618862398e-12
-0.526315789473685,-3.6842105263157894,7.129257465222887e-17
0.5263157894736832,-3.6842105263157894,3.814146477358471e-23
1.5789473684210513,-3.6842105263157894,1.817458080434861e-24
2.6315789473684212,-3.6842105263157894,6.088632615556803e-25
3.6842105263157894,-3.6842105263157894,1.9226159400889487e-26
4.7368421052631575,-3.6842105263157894,5.722455317527634e-29
5.789473684210526,-3.6842105263157894,1.6054226453012063e-32
6.842105263157894,-3.6842105263157894,4.24534961940415e-37
7.894736842105264,-3.6842105263157894,1.0581680429793773e-42
8.94736842105263,-3.6842105263157894,2.486067545803595e-49
10.0,-3.6842105263157894,5.505392785972206e-57
-10.0,-2.6315789473684212,4.428493343157402e-17
-8.947368421052632,-2.6315789473684212,1.4941986757852871e-12
-7.894736842105264,-2.6315789473684212,3.1763743131942186e-09
-6.842105263157895,-2.6315789473684212,4.254279122872004e-07
-5.7894736842105265,-2.6315789473684212,3.589973666105457e-06
-4.736842105263158,-2.6315789473684212,1.9086553866498227e-06
-3.6842105263157894,-2.6315789473684212,6.393442429837163e-08
-2.6315789473684212,-2.6315789473684212,1.3493138325950263e-10
-1.578947368421053,-2.6315789473684212,1.794164110824567e-14
-0.526315789473685,-2.6315789473684212,1.787057923793968e-19
0.5263157894736832,-2.6315789473684212,1.0707912843209727e-18
1.5789473684210513,-2.6315789473684212,3.8057771898738185e-18
2.6315789473684212,-2.6315789473684212,1.274967237497746e-18
3.6842105263157894,-2.6315789473684212,4.0259816754934295e-20
4.7368421052631575,-2.6315789473684212,1.1982892561543171e-22
5.789473684210526,-2.6315789473684212,3.3617749736880983e-26
6.842105263157894,-2.6315789473684212,8.889814870146793e-31
7.894736842105264,-2.6315789473684212,2.215817034384264e-36
8.94736842105263,-2.6315789473684212,5.205856341220665e-43
10.0,-2.6315789473684212,1.1528360922510894e-50
-10.0,-1.578947368421053,5.882541580358083e-21
-8.947368421052632,-1.578947368421053,1.984802766657456e-16
-7.894736842105264,-1.578947368421053,4.2193027118392913e-13
-6.842105263157895,-1.578947368421053,5.651125991509574e-11
-5.7894736842105265,-1.578947368421053,4.768702971155238e-10
-4.736842105263158,-1.578947368421053,2.5353418882045565e-10
-3.6842105263157894,-1.578947368421053,8.49266060053018e-12
-2.6315789473684212,-1.578947368421053,1.792346871074278e-14
-1.578947368421053,-1.578947368421053,1.63944586993909e-17
-0.526315789473685,-1.578947368421053,5.605052621865489e-15
0.5263157894736832,-1.578947368421053,2.1134946525904326e-13
1.5789473684210513,-1.578947368421053,7.511725630830409e-13
2.6315789473684212,-1.578947368421053,2.516491007897986e-13
3.6842105263157894,-1.578947368421053,7.946358452492656e-15
4.7368421052631575,-1.578947368421053,2.3651463734011803e-17
5.789473684210526,-1.578947368421053,6.635367751461592e-21
6.842105263157894,-1.578947368421053,1.7546442390557374e-25
7.894736842105264,-1.578947368421053,4.373511317136932e-31
8.94736842105263,-1.578947368421053,1.027515867529412e-37
10.0,-1.578947368421053,2.2754323204601233e-45
-10.0,-0.526315789473685,4.923171810683192e-26
-8.947368421052632,-0.526315789473685,1.6611059857530463e-21
-7.894736842105264,-0.526315789473685,3.53118662875681e-18
-6.842105263157895,-0.526315789473685,4.7294972419600635e-16
-5.7894736842105265,-0.526315789473685,3.9909865013964704e-15
-4.736842105263158,-0.526315789473685,2.1218589862836064e-15
-3.6842105263157894,-0.526315789473685,7.107749108982448e-17
-2.6315789473684212,-0.526315789473685,6.156883386410847e-17
-1.578947368421053,-0.526315789473685,2.6066864563001004e-13
-0.526315789473685,-0.526315789473685,1.0427811052806261e-10
0.5263157894736832,-0.526315789473685,3.932010003057007e-09
1.5789473684210513,-0.526315789473685,1.3975043790360868e-08
2.6315789473684212,-0.526315789473685,4.681756730981151e-09
3.6842105263157894,-0.526315789473685,1.4783647966547577e-10
4.7368421052631575,-0.526315789473685,4.4001905505221323e-13
5.789473684210526,-0.526315789473685,1.234464082543629e-16
6.842105263157894,-0.526315789473685,3.2643937335338856e-21
7.894736842105264,-0.526315789473685,8.136614032303281e-27
8.94736842105263,-0.526315789473685,1.911621902839231e-33
10.0,-0.526315789473685,4.233283786340513e-41
-10.0,0.5263157894736832,2.5959478034766296e-32
-8.947368421052632,0.5263157894736832,8.758874564767834e-28
-7.894736842105264,0.5263157894736832,1.8619655224494805e-24
-6.842105263157895,0.5263157894736832,2.493824804199008e-22
-5.7894736842105265,0.5263157894736832,2.1044141958213718e-21
-4.736842105263158,0.5263157894736832,1.1238460663065341e-21
-3.6842105263157894,0.5263157894736832,2.3920417512923176e-18
-2.6315789473684212,0.5263157894736832,1.0770406717386034e-13
-1.578947368421053,0.5263157894736832,4.571085649369951e-10
-0.526315789473685,0.5263157894736832,1.8286210582122922e-07
0.5263157894736832,0.5263157894736832,6.895173163649197e-06
1.5789473684210513,0.5263157894736832,2.4506638291662955e-05
2.6315789473684212,0.5263157894736832,8.209929106257946e-06
3.6842105263157894,0.5263157894736832,2.5924606661865975e-07
4.7368421052631575,0.5263157894736832,7.716174621965507e-10
5.789473684210526,0.5263157894736832,2.1647563477269697e-13
6.842105263157894,0.5263157894736832,5.724441201713006e-18
7.894736842105264,0.5263157894736832,1.4268367240899885e-23
8.94736842105263,0.5263157894736832,3.352220374122464e-30
10.0,0.5263157894736832,7.423486902371208e-38
-10.0,1.5789473684210513,8.624181675061335e-40
-8.947368421052632,1.5789473684210513,2.909847625382371e-35
-7.894736842105264,1.5789473684210513,6.185767262654689e-32
-6.842105263157895,1.5789473684210513,8.284914678681436e-30
-5.7894736842105265,1.5789473684210513,2.3322518017703223e-28
-4.736842105263158,1.5789473684210513,8.276688055442593e-22
-3.6842105263157894,1.5789473684210513,3.953753754647214e-16
-2.6315789473684212,1.5789473684210513,1.7802449799433638e-11
-1.578947368421053,1.5789473684210513,7.555566371557611e-08
-0.526315789473685,1.5789473684210513,3.0225353085771222e-05
0.5263157894736832,1.5789473684210513,0.0011397060234151393
1.5789473684210513,1.5789473684210513,0.0040507123768712535
2.6315789473684212,1.5789473684210513,0.001357022576828426
3.6842105263157894,1.5789473684210513,4.285088955120565e-05
4.7368421052631575,1.5789473684210513,1.2754096939492775e-07
5.789473684210526,1.5789473684210513,3.578134718555573e-11
6.842105263157894,1.5789473684210513,9.461952533220038e-16
7.894736842105264,1.5789473684210513,2.358424321304e-21
8.94736842105263,1.5789473684210513,5.540898918019856e-28
10.0,1.5789473684210513,1.2270312197494127e-35
-10.0,2.6315789473684212,1.8051396873327946e-48
-8.947368421052632,2.6315789473684212,6.090643300152497e-44
-7.894736842105264,2.6315789473684212,1.2955813049042664e-40
-6.842105263157895,2.6315789473684212,4.7340474976073947e-35
-5.7894736842105265,2.6315789473684212,2.5444601197044154e-27
-4.736842105263158,2.6315789473684212,1.2895055743800856e-20
-3.6842105263157894,2.6315789473684212,6.159910887899258e-15
-2.6315789473684212,2.6315789473684212,2.7736045353180386e-10
-1.578947368421053,2.6315789473684212,1.177149964481242e-06
-0.526315789473685,2.6315789473684212,0.0004709080902959501
0.5263157894736832,2.6315789473684212,0.017756510088144103
1.5789473684210513,2.6315789473684212,0.06310970873748316
2.6315789473684212,2.6315789473684212,0.02114228106217201
3.6842105263157894,2.6315789473684212,0.0006676127325553146
4.7368421052631575,2.6315789473684212,1.987076020644846e-06
5.789473684210526,2.6315789473684212,5.574699433138637e-10
6.842105263157894,2.6315789473684212,1.4741630925685117e-14
7.894736842105264,2.6315789473684212,3.6744023803500456e-20
8.94736842105263,2.6315789473684212,8.632667153972595e-27
10.0,2.6315789473684212,1.9117028237387757e-34
-10.0,3.6842105263157894,2.380538895801662e-58
-8.947368421052632,3.6842105263157894,3.3438088896088724e-53
-7.894736842105264,3.6842105263157894,3.1550418198447016e-42
-6.842105263157895,3.6842105263157894,2.0559545268386987e-32
-5.7894736842105265,3.6842105263157894,1.6298741704510468e-24
-4.736842105263158,3.6842105263157894,1.5350994411562472e-18
-3.6842105263157894,3.6842105263157894,2.565366012099189e-14
-2.6315789473684212,3.6842105263157894,4.094484570036227e-10
-1.578947368421053,3.6842105263157894,1.7286794816914784e-06
-0.526315789473685,3.6842105263157894,0.0006915411430261113
0.5263157894736832,3.6842105263157894,0.02607591063847219
1.5789473684210513,3.6842105263157894,0.09267829755338028
2.6315789473684212,3.6842105263157894,0.031048005995207465
3.6842105263157894,3.6842105263157894,0.0009804071784827934
4.7368421052631575,3.6842105263157894,2.918074356333245e-06
5.789473684210526,3.6842105263157894,8.186595425185715e-10
6.842105263157894,3.6842105263157894,2.1648479840650953e-14
7.894736842105264,3.6842105263157894,5.3959583073574506e-20
8.94736842105263,3.6842105263157894,1.2677302925024846e-26
10.0,3.6842105263157894,2.807386797950298e-34
-10.0,4.7368421052631575,3.4302356094285084e-62
-8.947368421052632,4.7368421052631575,1.6767421792659832e-48
-7.894736842105264,4.7368421052631575,9.641204865477086e-37
-6.842105263157895,4.7368421052631575,6.512853426533464e-27
-5.7894736842105265,4.7368421052631575,5.168750492300517e-19
-4.736842105263158,4.7368421052631575,4.819190547092453e-13
-3.6842105263157894,4.7368421052631575,5.27882167329029e-09
-2.6315789473684212,4.7368421052631575,6.793756657412097e-07
-1.578947368421053,4.7368421052631575,1.266318486276119e-06
-0.526315789473685,4.7368421052631575,9.574139547557841e-05
0.5263157894736832,4.7368421052631575,0.0036094286302826854
1.5789473684210513,4.7368421052631575,0.012828533771269466
2.6315789473684212,4.7368421052631575,0.004297666270905385
3.6842105263157894,4.7368421052631575,0.00013570800209744226
4.7368421052631575,4.7368421052631575,4.03919972804152e-07
5.789473684210526,4.7368421052631575,1.1331888765352575e-10
6.842105263157894,4.7368421052631575,2.9965834727647986e-15
7.894736842105264,4.7368421052631575,7.469087715430524e-21
8.94736842105263,4.7368421052631575,1.7547927939507462e-27
10.0,4.7368421052631575,3.885985964057878e-35
-10.0,5.789473684210526,1.2793124429960013e-58
-8.947368421052632,5.789473684210526,6.261351632275675e-45
-7.894736842105264,5.789473684210526,3.6002597079922686e-33
-6.842105263157895,5.789473684210526,2.432057453219789e-23
-5.7894736842105265,5.789473684210526,1.9301368142890482e-15
-4.736842105263158,5.789473684210526,1.7996026433444288e-09
-3.6842105263157894,5.789473684210526,1.971239597703804e-05
-2.6315789473684212,5.789473684210526,0.0025367430012970954
-1.578947368421053,5.789473684210526,0.0038352011283793556
-0.526315789473685,5.789473684210526,6.936871727555878e-05
0.5263157894736832,5.789473684210526,4.710701698497355e-05
1.5789473684210513,5.789473684210526,0.00016737596695215438
2.6315789473684212,5.789473684210526,5.6072350933173384e-05
3.6842105263157894,5.789473684210526,1.7706043788375718e-06
4.7368421052631575,5.789473684210526,5.270009590395875e-09
5.789473684210526,5.789473684210526,1.4784899606750391e-12
6.842105263157894,5.789473684210526,3.909691202011757e-17
7.894736842105264,5.789473684210526,9.74504024115502e-23
8.94736842105263,5.789473684210526,2.2895067032899588e-29
10.0,5.789473684210526,5.070109100214862e-37
-10.0,6.842105263157894,5.612461986933798e-57
-8.947368421052632,6.842105263157894,2.746912872668704e-43
-7.894736842105264,6.842105263157894,1.5794672329074888e-31
-6.842105263157895,6.842105263157894,1.066966098968298e-21
-5.7894736842105265,6.842105263157894,8.467688723762111e-14
-4.736842105263158,6.842105263157894,7.895023242646612e-08
-3.6842105263157894,6.842105263157894,0.0008648010436215888
-2.6315789473684212,6.842105263157894,0.11128926168298371
-1.578947368421053,6.842105263157894,0.16825368374195457
-0.526315789473685,6.842105263157894,0.0029884802417733444
0.5263157894736832,6.842105263157894,6.815201645120715e-07
1.5789473684210513,6.842105263157894,2.0583987253811988e-07
2.6315789473684212,6.842105263157894,6.895756935396306e-08
3.6842105263157894,6.842105263157894,2.177482702616812e-09
4.7368421052631575,6.842105263157894,6.481038261774451e-12
5.789473684210526,6.842105263157894,1.818241473838476e-15
6.842105263157894,6.842105263157894,4.808123749554264e-20
7.894736842105264,6.842105263157894,1.1984414370052992e-25
8.94736842105263,6.842105263157894,2.8156268579952766e-32
10.0,6.842105263157894,6.235201379850855e-40
-10.0,7.894736842105264,2.892707136788967e-57
-8.947368421052632,7.894736842105264,1.4157805414818135e-43
-7.894736842105264,7.894736842105264,8.140698587523946e-32
-6.842105263157895,7.894736842105264,5.499227355807917e-22
-5.7894736842105265,7.894736842105264,4.36431349742093e-14
-4.736842105263158,7.894736842105264,4.0691571955925455e-08
-3.6842105263157894,7.894736842105264,0.0004457252729035756
-2.6315789473684212,7.894736842105264,0.05735936248082324
-1.578947368421053,7.894736842105264,0.08671927451329396
-0.526315789473685,7.894736842105264,0.0015402854757348402
0.5263157894736832,7.894736842105264,3.2141795933833035e-07
1.5789473684210513,7.894736842105264,2.464828003037013e-11
2.6315789473684212,7.894736842105264,7.993412562314127e-12
3.6842105263157894,7.894736842105264,2.524090930550594e-13
4.7368421052631575,7.894736842105264,7.512679608171863e-16
5.789473684210526,7.894736842105264,2.1076662552365206e-19
6.842105263157894,7.894736842105264,5.5734732288023166e-24
7.894736842105264,7.894736842105264,1.389207435864258e-29
8.94736842105263,7.894736842105264,3.2638138560364935e-36
10.0,7.894736842105264,7.227710802994912e-44
-10.0,8.94736842105263,1.751579225425712e-59
-8.947368421052632,8.94736842105263,8.572771687403586e-46
-7.894736842105264,8.94736842105263,4.9293197866505725e-34
-6.842105263157895,8.94736842105263,3.329867814762023e-24
-5.7894736842105265,8.94736842105263,2.642659797152209e-16
-4.736842105263158,8.94736842105263,2.4639380593167266e-10
-3.6842105263157894,8.94736842105263,2.698935949429517e-06
-2.6315789473684212,8.94736842105263,0.00034731987357903925
-1.578947368421053,8.94736842105263,0.0005250987137608579
-0.526315789473685,8.94736842105263,9.326668454953374e-06
0.5263157894736832,8.94736842105263,1.9461952279397357e-09
1.5789473684210513,8.94736842105263,5.0318235020764254e-15
2.6315789473684212,8.94736842105263,8.733740745723058e-17
3.6842105263157894,8.94736842105263,2.7578610527627813e-18
4.7368421052631575,8.94736842105263,8.208470718106258e-21
5.789473684210526,8.94736842105263,2.3028689684611067e-24
6.842105263157894,8.94736842105263,6.089663633067586e-29
7.894736842105264,8.94736842105263,1.5178696754568872e-34
8.94736842105263,8.94736842105263,3.5660938392052584e-41
10.0,8.94736842105263,7.897109364385766e-49
-10.0,10.0,1.246032494534257e-63
-8.947368421052632,10.0,6.098469275994041e-50
-7.894736842105264,10.0,3.506602807888682e-38
-6.842105263157895,10.0,2.36879008352523e-28
-5.7894736842105265,10.0,1.8799263724144004e-20
-4.736842105263158,10.0,1.7527879081131052e-14
-3.6842105263157894,10.0,1.9199599109417893e-10
-2.6315789473684212,10.0,2.4707523484804395e-08
-1.578947368421053,10.0,3.735429438112623e-08
-0.526315789473685,10.0,6.634773804075351e-10
0.5263157894736832,10.0,1.3844777155635758e-13
1.5789473684210513,10.0,3.396749327966372e-19
2.6315789473684212,10.0,8.995624048988456e-23
3.6842105263157894,10.0,2.8402519698412328e-24
4.7368421052631575,10.0,8.453698239475447e-27
5.789473684210526,10.0,2.371667027023716e-30
6.842105263157894,10.0,6.271591932502807e-35
7.894736842105264,10.0,1.5632159319103098e-40
8.94736842105263,10.0,3.672630657473912e-47
10.0,10.0,8.133034985846233e-55
