type,x,y,z,test_index
ext,-0.07119566423286461,-0.6715295862213347,0.2618788942474076,22
ext,0.3539528412086473,-0.6685356401021539,0.21528866367400393,24
ext,0.7812414449885262,-0.6737163350112992,0.17561174849494157,26
ext,-0.6958423381930959,-0.5910761384831935,0.2808594392212682,28
ext,-0.28181742690906786,-0.5734180399844451,0.29127686349391846,30
ext,0.1394748667019808,-0.5622247294085305,0.2526078772479447,32
ext,0.5665987270917653,-0.5637947683931088,0.2020714764979346,34
ext,-0.9006332671430323,-0.4931837361280853,0.26214628978467797,36
ext,-0.4895201485994283,-0.4794358763626135,0.3049276759297176,38
ext,-0.0740604192172234,-0.46095066794451695,0.29134112021392466,40
ext,0.35113863727664035,-0.4549082188970812,0.23856442241834686,42
ext,0.7797823045645957,-0.4600258125266822,0.18884217375779877,44
ext,-0.6947397098895374,-0.38562441949869025,0.29653543515284303,46
ext,-0.2854344557189949,-0.36589972639645074,0.3210308460298239,48
ext,0.1349978690404653,-0.3496246326136168,0.2827874497672842,50
ext,0.5643486293499076,-0.34940328298683004,0.22183794557418451,52
ext,-0.899213078468263,-0.2873292619205048,0.26875519838584916,54
ext,-0.49327283037415753,-0.2750321385768174,0.3299965287767862,56
ext,-0.08080589198748583,-0.2509024945864887,0.32741464176752433,58
ext,0.34708694918196703,-0.24016365387775485,0.2667859138386771,60
ext,0.7787209516842725,-0.24557384456687661,0.20394527517647895,62
ext,-0.6976245877459808,-0.18271300780151253,0.312653279603291,64
ext,-0.29364607396028447,-0.15999727852553874,0.35913256634711077,66
ext,0.12820325386366538,-0.13572484561833137,0.3213970367037863,68
ext,0.5622074796396206,-0.13351631505868536,0.24486464662273066,70
ext,-0.9007704892734846,-0.08348518798754721,0.2749691548648858,72
ext,-0.5006780223601852,-0.0732612791520923,0.363161156856578,74
ext,-0.08983672393809713,-0.04023217832958192,0.3760225369431609,76
ext,0.34304800343211683,-0.02310082254173673,0.3013754321126882,78
ext,0.778627307181987,-0.030078287130405428,0.21993966836139858,80
ext,-0.7023530920480866,0.017505329007684922,0.3344159864803183,82
ext,-0.302241759375863,0.045075882015793635,0.4114957860374917,84
ext,0.12263127489273043,0.08066086208702905,0.37087837581945643,86
ext,0.5616741981315044,0.08431939905089669,0.27012644910658856,88
ext,-0.9028088299142842,0.11846767537894046,0.2839219769005684,90
ext,-0.5055756066460111,0.12679508316869634,0.4075764340878001,92
ext,-0.09463707883234126,0.17204105222627286,0.43863572801818995,94
ext,0.34268267736595526,0.19645596273010602,0.3405457386523027,96
ext,0.7804458256303897,0.18618342574513452,0.23471071140246658,98
ext,-0.7029294454471765,0.21666422816497952,0.3615960273796839,100
ext,-0.30267953226963956,0.25028583328833914,0.4754429369193808,102
ext,0.12470648966780234,0.29938297404293673,0.4263724063087303,104
ext,0.5650874865679111,0.3031723736724838,0.29367720092194716,106
ext,-0.901119996712093,0.3205573542310728,0.29380055895771484,108
ext,-0.49989808583440115,0.3270941455029431,0.45524815303679095,110
ext,-0.08692169379701548,0.3859005360673018,0.5039511048392984,112
ext,0.3501425457437383,0.41657436446239127,0.3758399770482056,114
ext,0.7849582499041413,0.4019086955957705,0.24475731965742648,116
ext,-0.6942599529696795,0.4179895552892091,0.38445679920938913,118
ext,-0.2870132999847281,0.4565320946556683,0.5317381866187326,120
ext,0.13970851442695054,0.5180525971544951,0.47086345415559366,122
ext,0.5737877759104361,0.5204100447995248,0.3082236142477134,124
ext,-0.8936112193602909,0.5260444922537719,0.2973616907268554,126
ext,-0.47985612768400693,0.5308674427653163,0.4841219451986438,128
ext,-0.06164722481979664,0.5996011837699624,0.5442080652672507,130
ext,0.3662794655031933,0.633345003233809,0.39271581096575503,132
ext,0.7917897426057157,0.615070600911997,0.24615600628161077,134
ext,-0.6770735488822053,0.6253223974707247,0.3868287377022566,136
ext,-0.25485083561960226,0.6655004954545516,0.5473548151800369,138
ext,0.16607454757932397,0.7319500928783186,0.48008690349829386,140
ext,0.5861145372573724,0.7328904365259181,0.30615668221768366,142
ext,-0.8826239976750283,0.7376633964850275,0.2866801740521485,144
ext,-0.4518383989199706,0.742114948745415,0.47030651461034045,146
ext,-0.026765723888412456,0.8099953381036904,0.5291854239350309,148
ext,0.3860122275523054,0.8430452687416333,0.37910096807377414,150
ext,0.7989717762756825,0.8240886280296188,0.23684231035592096,152
ext,-0.6587282003028985,0.8408117603894438,0.35878714715789406,154
ext,-0.22245177497434487,0.8782981711615819,0.5018486713068593,156
ext,0.19204462253371757,0.937954468138871,0.4416514329506933,158
ext,0.5975896187915812,0.9390799619147959,0.2851542997624275,160
