6.93728e-310,0.575289,0.861714,0.935786,0.434251,0,0.966479,0.788745,0.883617,0.999995,0.2457,0,0,0,0,0,0.972196,0.808907,0.708889,-0.779613,-0.924519,9.6491e-321,0.331978,-0.234214,-0.484262,-0.413812,-0.388821,0.728483,0.898668,0.981527,0.324417,0.894217,-0.838314,-0.283968,-0.521549,-0.26128,0.277891,-0.140373,0.911759,0.750793,0.455346,1.28057,0.520152,3.42921e-316,0.809671
6.93728e-310,0.479449,0.804153,0.915928,0.515313,0.277773,0.875595,0.57369,0.709267,0.566978,0.157906,0,0,0,0,0,0.942238,0.840676,0.704917,-0.6427,-0.927595,3.42543e-316,0.362723,0.0809748,-0.644132,-0.0672751,-0.396251,0.965505,0.861475,0.893556,0.515023,0.982174,-0.287029,0.810935,-0.462902,-0.593455,0.491251,-0.0954217,0.884635,1.32307,0.452869,0.796441,0.477275,0.49784,-0.462902
3.42896e-316,0.689007,0.758458,0.838773,0.856624,0.228139,0.682615,0.348756,0.620334,0.418149,0.0939699,0,0,0,0,0,-0.0452294,0.859966,0.562198,0.04991,-0.934002,6.93728e-310,0.414984,0.2538,-0.332329,0.428821,-0.427453,0.999438,0.852635,0.752471,0.953951,0.991943,-0.12514,0.555332,-0.229525,-0.473907,-0.185533,-0.042549,1.0017,0.255198,0.414084,0.562521,0.483468,-0.234214,0.327699
3.42896e-316,0.806464,0.748158,0.738346,0.745541,0.234169,0.587936,0.705321,0.626261,0.381136,0,0,0,0,0,0,-0.829048,0.880634,0.224542,0.586866,-0.951416,0,0.499045,0.301784,0.00815588,0.7243,-0.435766,0.96457,0.872355,0.771775,0.843002,0.947224,-0.0730802,0.159575,-0.0479745,-0.325058,-0.210653,2.89325e-320,1.44993,0.650002,0.535053,0.638206,0.777883,0.945018,0.916478
0.586154,0.863433,0.796783,0.648673,0.638086,0.334945,0.541538,0.70929,0.766118,0.373587,0,0,0,0,0,0,-0.279751,0.907328,-0.183655,-0.217311,-0.972556,0,0.215427,0.360769,-0.31446,-0.00150939,-0.376462,0.947994,0.426913,0.896267,0.753629,0.635208,-0.0488585,-0.0544537,0.632267,-0.0788775,-0.21461,3.24107e-321,0.923714,0.941617,0.609684,0.815765,1.05127,0.228223,-0.229525
0.509042,0.872709,0.806561,0.603782,0.532956,0.998977,0.510351,0.827002,0.998754,0.357267,0,0,0,0,0,0,0.630697,0.936398,-0.374994,-0.676862,-0.987056,0.432781,-0.306364,0.327699,-0.471015,-0.269551,-0.266076,0.94275,0.716997,0.975791,0.782255,0.881366,-0.011571,-0.165934,0.493083,0.493958,-0.20766,0.835366,0.980817,0.857613,0.58185,0.723908,0.801924,0.0809748,0.128922
0.424575,0.847085,0.922054,0.637699,0.428846,0.559178,0.473797,0.974464,0.809684,0.30791,0,0,0,0,0,0,0.869571,0.490971,-0.24723,-0.816697,-0.74188,0.311884,-0.170834,0.128922,-0.410997,-0.457618,-0.170473,0.936386,0.945018,0.833227,0.886561,0.915389,0.684363,-0.223855,0.158224,0.944735,-0.159925,0.934522,1.31458,0.747665,1.40537,0.424598,0.500189,0.992317,0.990494
0.336503,0.799354,0.942114,0.784451,0.324454,0.960073,0.420424,0.982991,0.976102,0.232671,0,0,0,0,0,0,0.927678,0.699959,0.394031,-0.869368,-0.951643,0.202845,0.0749197,-0.635465,-0.0981921,-0.520578,0.971801,0.923928,0.992317,0.463675,0.997261,0.911375,0.145602,-0.240594,-0.437487,0.694042,-0.0578792,0.859435,1.28825,0.696546,1.35056,0.257098,0.967496,-0.0935404,-0.0479745
0.677677,0.742309,0.898907,0.889084,0.218476,0.776029,0.35094,0.927027,0.73611,0.160377,0,0,0,0,0,0,0.94588,0.716207,0.875808,-0.894514,-0.965845,0.0325505,0.257594,-0.490043,0.414383,-0.515608,0.796477,0.895935,0.888015,0.75856,0.885164,0.893892,0.0321937,-0.219674,-0.647423,0.292796,0.0294754,0.949717,0.432557,0.606731,0.398725,0.775463,1.1235,0.2538,-0.635465
0.756436,0.688745,0.824599,0.885587,0.109607,0.493808,0.871176,0.968957,0.577067,0.670533,0,0,0,0,0,-0.95134,0.948135,0.654499,0.727007,-0.909639,-0.962763,0.030985,0.377206,-0.107561,-0.0472105,-0.418091,0.50233,0.818729,0.798068,0.965229,0.631004,0.889046,-0.204737,-0.171565,-0.589492,-0.395961,0.0514121,0.489321,0.477054,0.518878,0.362632,0.73132,0.746389,0.888015,0.443196
0.796334,0.651456,0.751358,0.82088,-0.00345532,0.37338,0.714183,0.919097,0.494165,0.307207,0,0,0,0,0,-0.840154,0.934258,0.551962,0.510017,-0.921643,-0.953535,0.215872,0.447187,0.100809,-0.503048,-0.178842,0.76231,0.544036,0.809671,0.740895,0.871017,0.921505,-0.157173,0.787798,-0.429746,-0.379306,-0.51788,0.971927,0.747782,0.617137,0.271946,0.816288,0.197298,-0.383425,0.632267
0.80201,0.740046,0.711349,0.719395,1.92933e-320,0.324516,0.697888,0.48266,0.447039,0.259121,0,0,0,0,0,0.245043,0.869142,0.50083,0.0311999,-0.933641,-0.951834,0.00938078,0.474085,-0.12096,0.0651855,0.123206,0.892771,0.773141,0.916478,0.744014,0.944944,0.963012,-0.124522,0.49784,0.201013,-0.307844,-0.145135,1.153,0.739425,0.231887,0.297908,0.956685,1.32854e-320,0.301784,-0.490043
0.778104,0.870308,0.736739,0.605559,3.42543e-316,0.317869,0.756063,0.68663,0.4154,0.270348,0,0,0,0,0,0.896281,-0.256747,0.61472,-0.468211,0.00307253,-0.969346,0.166394,0.45778,-0.238457,-0.364092,0.316422,0.947305,0.972292,0.990494,0.851715,0.863835,0.985231,-0.113896,0.228223,0.266878,-0.206805,-0.104315,1.23158,0.647824,1.00042,0.232753,0.99585,6.93728e-310,0.798068,0.718837
0.729256,0.918321,0.859694,0.503804,6.93728e-310,0.356598,0.833869,0.860164,0.388039,0.301282,0,0,0,0,0,0.960647,0.483046,0.819072,-0.70494,-0.823733,-0.987454,0.276773,-0.443982,-0.10965,-0.536814,-0.572985,0.977991,0.995702,0.443196,0.992037,0.826403,-0.0726609,-0.121606,-0.0935404,0.608358,-0.0307222,-0.111269,0.727626,0.516846,1.09515,0.117499,0.563159,6.93728e-310,-0.521549,0.493083
0.660104,0.907613,0.864318,0.438558,0,0.494562,0.865545,0.999513,0.358209,0.306614,0,0,0,0,0,0.973629,0.730778,0.937214,-0.784338,-0.908379,-0.995575,0.30938,-0.487924,-0.0861772,-0.541581,-0.449589,0.999403,0.951899,0.718837,0.76439,0.83128,-0.327941,-0.158395,-0.383425,0.560486,0.180546,-0.13506,0.836665,0.470195,0.555392,0.82325,0.4731,3.42921e-316,0.360769,-0.107561
