121999+-153605i
-101845+86452.1i
-344936+135334i
435301+-686375i
-276095+503593i
45906.5+-511749i
127165+27833.9i
-152169+-17250.3i
-697752+305664i
-196238+107455i
756846+-406051i
-842532+-89165.2i
-153648+602077i
588233+-135029i
882372+-34592.6i
-778901+354169i
-27942.7+-200926i
-417691+7944.43i
805687+-256611i
-356258+-159347i
-103309+-60416.8i
0+0i
291722+-138912i
31707.9+-40852.2i
-166353+3278.87i
83089.4+38757i
-279217+186343i
266994+-215423i
-25422.6+-348194i
93232.3+444693i
-81265.1+-255220i
19865.3+132842i
226847+-92185.2i
-58414.5+106458i
-337233+557796i
171919+-754182i
-470581+-430756i
276901+-20142.5i
771978+577894i
-594014+-576377i
-310311+-217641i
271970+536516i
-195895+-202369i
-92544.3+558799i
71104.8+471983i
-21939.6+-98733.2i
-234832+-358606i
520303+87363.3i
-231968+281190i
-26161+-288196i
-308044+59440.9i
-148444+48279i
-62780.2+-464407i
-9712.73+424052i
95869.5+281828i
-253335+-70991.5i
-78793.5+-593353i
-56496.3+73368.9i
-86384.2+331038i
0+0i
270869+305229i
41570.2+-420675i
-140764+200546i
-124580+-91675.9i
-59615.4+229224i
104023+-155701i
-375094+-358748i
421405+-142200i
472485+735022i
-162655+-271843i
-236595+-19690.3i
-272954+-66216.3i
-19109.4+-268322i
113455+299739i
-519917+-177623i
696509+31820.8i
959870+461159i
-672384+-434553i
-639452+193883i
252547+-288500i
224792+-72450.2i
-104416+100797i
102061+221126i
-244481+-263457i
-503129+-274545i
378504+-330071i
386705+-340824i
-551827+317004i
235890+49585.1i
-192642+-50974.7i
-133494+-53667.2i
354443+-73576.1i
-6224.08+-17376.1i
0+0i
0+0i
61208.7+92003.7i
371132+677603i
-568536+-107350i
0+0i
-318499+-218203i
0+0i
400121+664108i
-115825+286048i
-37280.1+-179281i
-400577+-251688i
304529+335321i
-754454+-100942i
270004+-254728i
66480.5+884080i
212044+-598917i
86193.5+220178i
-658559+-364766i
700717+-196501i
-781454+49194.4i
674934+537204i
-539974+-303028i
338792+-468147i
-437046+413933i
160824+-13410.3i
54601.9+-235714i
183109+44810.7i
-407054+-411245i
-82034.3+-73525.6i
-56535+78846.4i
-863741+-477616i
648463+549299i
-224238+1.07404e+06i
-2427.99+-782011i
896077+-200743i
-523210+557788i
-460828+220288i
242177+86437.6i
-133051+-1.06518e+06i
249582+660388i
318961+369905i
-227888+-163512i
-312308+430842i
305782+-656827i
6386.15+293366i
10366.5+281915i
-262420+329661i
77732.7+-118130i
-68528.6+157877i
-163888+-142639i
-379669+-113298i
-12889.7+-101886i
635882+-20527.3i
-432678+-259699i
-55920.2+-378986i
233073+193755i
536251+-259203i
-878433+-515597i
-167994+417801i
131036+245189i
-454710+-342121i
716906+254324i
-445750+498737i
77445.5+-337512i
703519+-516090i
0+0i
0+0i
16454.5+-167107i
202627+-470055i
-100668+771430i
-89905.9+290717i
-366948+220312i
18154.3+492952i
152399+-686848i
-48570+40773.3i
-89706.7+125627i
102217+-315331i
133696+617876i
-179448+73001.1i
-120936+-408784i
86578.8+-227640i
76052.2+771926i
-590212+-404876i
542164+182124i
-780995+-7486.7i
391.298+165981i
-124079+176934i
0+0i
458384+-509495i
-362178+511359i
-52579.7+-12654.8i
135872+370549i
404226+-136948i
-503647+-149953i
-518315+959724i
268572+-870122i
1.14669e+06+342797i
-609557+-189533i
-417334+-16076.4i
255689+-560471i
218123+14779.8i
-64353+110932i
5435.23+-156953i
278888+242831i
0+0i
239849+116756i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
445827+476752i
0+0i
0+0i
-481373+148609i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
-72159.4+-610110i
0+0i
-237140+-305321i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
-370987+-123216i
0+0i
-699849+27492.8i
810384+-896596i
-492737+738414i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
-23296+-180064i
0+0i
-419603+-20505.4i
671774+361723i
-637671+-293965i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
-993560+-719336i
0+0i
-493598+678454i
-154625+-208908i
115747+-53335.3i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
-230446+41081.7i
0+0i
106681+-528119i
0+0i
49749.4+-609397i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
89580.9+-801894i
0+0i
-442856+-303639i
-190127+46398.4i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
164349+221791i
0+0i
423074+-369974i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
-1.17099e+06+-389746i
0+0i
-282382+-44546i
77688.4+93503.5i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
0+0i
-111436+78704.4i
0+0i
302814+-387344i
0+0i
463988+465670i
-665732+267439i
707349+-13714.4i
405485+-729417i
-516961+1.12548e+06i
-373784+-1.2143e+06i
265470+1.00859e+06i
0+0i
-109698+-149416i
1.32352e+06+-538882i
-952554+130381i
35714.1+165784i
-757066+146619i
-450736+-956079i
157540+278653i
407847+-24264.7i
-909455+-354000i
-41958.5+294176i
329324+-116622i
-687358+424696i
0+0i
-295365+-249509i
175126+202584i
-410294+373340i
0+0i
8589.06+-155335i
-45110.2+249229i
21326.5+229185i
-219752+-189957i
0+0i
-160774+-101661i
-262586+433212i
233336+-426760i
93368.2+-205861i
-291028+126479i
-8261.64+649148i
163767+-505610i
-179496+274596i
336832+294686i
0+0i
-287781+65733.5i
182262+-52448.1i
-183190+-171009i
-126197+357293i
253426+-749834i
-193232+517734i
30206.6+-759232i
-288492+-420885i
-114712+696033i
-35202.5+182210i
175473+-74843.7i
450123+-137779i
0+0i
-938950+-204227i
870272+80563.6i
-125019+-55508i
242626+-96861.8i
-605705+9634.49i
545119+347394i
0+0i
366357+-155236i
-298834+186707i
0+0i
386084+279228i
-126853+-289792i
-301579+23691.9i
259058+-18652.2i
-208316+442323i
143054+85260.5i
-103187+-325823i
-316225+-177172i
0+0i
316783+-30340.3i
172863+-1.01123e+06i
-326416+795772i
-41888.9+-381079i
-517997+323059i
108553+151883i
0+0i
342751+254452i
0+0i
-176608+-509211i
-217994+599819i
456173+386514i
-262957+-338431i
-24422.9+447877i
338452+-48092.4i
124376+98523.2i
-557063+372796i
-277509+84148.8i
-167121+-182764i
-219995+-74676.7i
252853+4930.6i
-125301+-40746.3i
-106301+133739i
487846+293657i
-550734+-345275i
-400295+284932i
508810+-329364i
108898+551191i
76617.3+-457444i
-279507+-106525i
46777.8+-98578.3i
-73568.9+-272166i
161211+220295i
-173107+-330533i
544654+704867i
568088+645938i
159449+-593254i
-97955+-597506i
168323+-432279i
259727+-252823i
-509471+274435i
341942+254852i
-900394+-294703i
0+0i
317123+-89495.6i
6154.45+-156175i
238487+-92160.5i
207899+10494.1i
0+0i
836507+-279908i
-926125+318833i
395374+237840i
-103591+-146318i
-333763+5657.2i
836121+68798.5i
-116044+-214574i
236280+-301222i
-232883+-427709i
-305607+287536i
-438203+-576643i
676347+187282i
713598+268140i
-1.00841e+06+82294.2i
-364422+-18696.7i
76557.6+-99589.2i
980532+115791i
-1.02715e+06+-73036.9i
0+0i
-356802+37212.9i
0+0i
316687+-794.577i
253398+24858.5i
-55308.6+4150.58i
279910+232839i
137858+-5886.26i
18382.7+540027i
-312949+-164562i
-646433+-704354i
519835+961215i
55154.1+738841i
0+0i
228518+-953230i
-220226+233722i
-1.26339e+06+328930i
666048+-461409i
-726904+88548.5i
676198+45482.6i
0+0i
-179858+43562.3i
702201+540608i
-693075+-570798i
-27170.9+-259002i
-4952.81+-191541i
26989.2+308818i
400892+-599788i
-249439+118112i
0+0i
0+0i
-109000+-77422.9i
-319955+-603273i
111378+371975i
-287686+223899i
293206+-15408.1i
-6588.87+-545793i
-81562+63757.8i
-613679+-522549i
606563+277936i
-664469+138123i
567535+-3644.11i
-294352+-91102.3i
504890+137617i
556441+257047i
-403335+-415162i
223350+330890i
-220834+-358276i
63687.8+253727i
167246+147464i
37908.4+-238035i
451044+-489779i
-309091+244373i
-706542+-768590i
92489.5+338464i
49410.8+-157264i
-215125+-441761i
97425+500670i
