x,y,z,E_mag
-0.00970646,0.0298734,0.999507,1.97618
-0.0115631,0.029205,0.999507,1.97618
-0.0133741,0.0284213,0.999507,1.97618
-0.0151322,0.0275255,0.999507,1.97618
-0.0168307,0.026521,0.999507,1.97618
-0.0184628,0.0254118,0.999507,1.97618
-0.020022,0.0242024,0.999507,1.97618
-0.0215021,0.0228975,0.999507,1.97618
-0.0228975,0.0215021,0.999507,1.97618
-0.0242024,0.020022,0.999507,1.97618
-0.0254118,0.0184628,0.999507,1.97618
-0.026521,0.0168307,0.999507,1.97618
-0.0275255,0.0151322,0.999507,1.97618
-0.0284213,0.0133741,0.999507,1.97618
-0.029205,0.0115631,0.999507,1.97618
-0.0298734,0.00970646,0.999507,1.97618
-0.0304239,0.00781154,0.999507,1.97618
-0.0308544,0.00588579,0.999507,1.97618
-0.0311631,0.00393681,0.999507,1.97618
-0.0313488,0.0019723,0.999507,1.97618
-0.0314108,3.84658e-18,0.999507,1.97618
-0.0313488,-0.0019723,0.999507,1.97618
-0.0311631,-0.00393681,0.999507,1.97618
-0.0308544,-0.00588579,0.999507,1.97618
-0.0304239,-0.00781154,0.999507,1.97618
-0.0298734,-0.00970646,0.999507,1.97618
-0.029205,-0.0115631,0.999507,1.97618
-0.0284213,-0.0133741,0.999507,1.97618
-0.0275255,-0.0151322,0.999507,1.97618
-0.026521,-0.0168307,0.999507,1.97618
-0.0254118,-0.0184628,0.999507,1.97618
-0.0242024,-0.020022,0.999507,1.97618
-0.0228975,-0.0215021,0.999507,1.97618
-0.0215021,-0.0228975,0.999507,1.97618
-0.020022,-0.0242024,0.999507,1.97618
-0.0184628,-0.0254118,0.999507,1.97618
-0.0168307,-0.026521,0.999507,1.97618
-0.0151322,-0.0275255,0.999507,1.97618
-0.0133741,-0.0284213,0.999507,1.97618
-0.0115631,-0.029205,0.999507,1.97618
-0.00970646,-0.0298734,0.999507,1.97618
-0.00781154,-0.0304239,0.999507,1.97618
-0.00588579,-0.0308544,0.999507,1.97618
-0.00393681,-0.0311631,0.999507,1.97618
-0.0019723,-0.0313488,0.999507,1.97618
-5.76987e-18,-0.0314108,0.999507,1.97618
0.0019723,-0.0313488,0.999507,1.97618
0.00393681,-0.0311631,0.999507,1.97618
0.00588579,-0.0308544,0.999507,1.97618
0.00781154,-0.0304239,0.999507,1.97618
0.00970646,-0.0298734,0.999507,1.97618
0.0115631,-0.029205,0.999507,1.97618
0.0133741,-0.0284213,0.999507,1.97618
0.0151322,-0.0275255,0.999507,1.97618
0.0168307,-0.026521,0.999507,1.97618
0.0184628,-0.0254118,0.999507,1.97618
0.020022,-0.0242024,0.999507,1.97618
0.0215021,-0.0228975,0.999507,1.97618
0.0228975,-0.0215021,0.999507,1.97618
0.0242024,-0.020022,0.999507,1.97618
0.0254118,-0.0184628,0.999507,1.97618
0.026521,-0.0168307,0.999507,1.97618
0.0275255,-0.0151322,0.999507,1.97618
0.0284213,-0.0133741,0.999507,1.97618
0.029205,-0.0115631,0.999507,1.97618
0.0298734,-0.00970646,0.999507,1.97618
0.0304239,-0.00781154,0.999507,1.97618
0.0308544,-0.00588579,0.999507,1.97618
0.0311631,-0.00393681,0.999507,1.97618
0.0313488,-0.0019723,0.999507,1.97618
0.0314108,-7.69316e-18,0.999507,1.97618
0.0627905,0,0.998027,1.97618
0.0626666,0.00394265,0.998027,1.97618
0.0622954,0.00786974,0.998027,1.97618
0.0616783,0.0117658,0.998027,1.97618
0.0608178,0.0156154,0.998027,1.97618
0.0597173,0.0194033,0.998027,1.97618
0.0583811,0.0231147,0.998027,1.97618
0.0568146,0.0267349,0.998027,1.97618
0.0550238,0.0302496,0.998027,1.97618
0.0530158,0.0336448,0.998027,1.97618
0.0507986,0.0369073,0.998027,1.97618
0.0483809,0.0400242,0.998027,1.97618
0.0457723,0.0429831,0.998027,1.97618
0.0429831,0.0457723,0.998027,1.97618
0.0400242,0.0483809,0.998027,1.97618
0.0369073,0.0507986,0.998027,1.97618
0.0336448,0.0530158,0.998027,1.97618
0.0302496,0.0550238,0.998027,1.97618
0.0267349,0.0568146,0.998027,1.97618
0.0231147,0.0583811,0.998027,1.97618
0.0194033,0.0597173,0.998027,1.97618
0.0156154,0.0608178,0.998027,1.97618
0.0117658,0.0616783,0.998027,1.97618
0.00786974,0.0622954,0.998027,1.97618
0.00394265,0.0626666,0.998027,1.97618
3.84468e-18,0.0627905,0.998027,1.97618
-0.00394265,0.0626666,0.998027,1.97618
-0.00786974,0.0622954,0.998027,1.97618
-0.0117658,0.0616783,0.998027,1.97618
-0.0156154,0.0608178,0.998027,1.97618
-0.0194033,0.0597173,0.998027,1.97618
-0.0231147,0.0583811,0.998027,1.97618
-0.0267349,0.0568146,0.998027,1.97618
-0.0302496,0.0550238,0.998027,1.97618
-0.0336448,0.0530158,0.998027,1.97618
-0.0369073,0.0507986,0.998027,1.97618
-0.0400242,0.0483809,0.998027,1.97618
-0.0429831,0.0457723,0.998027,1.97618
-0.0457723,0.0429831,0.998027,1.97618
-0.0483809,0.0400242,0.998027,1.97618
-0.0507986,0.0369073,0.998027,1.97618
-0.0530158,0.0336448,0.998027,1.97618
-0.0550238,0.0302496,0.998027,1.97618
-0.0568146,0.0267349,0.998027,1.97618
-0.0583811,0.0231147,0.998027,1.97618
-0.0597173,0.0194033,0.998027,1.97618
-0.0608178,0.0156154,0.998027,1.97618
-0.0616783,0.0117658,0.998027,1.97618
-0.0622954,0.00786974,0.998027,1.97618
-0.0626666,0.00394265,0.998027,1.97618
-0.0627905,7.68937e-18,0.998027,1.97618
-0.0626666,-0.00394265,0.998027,1.97618
-0.0622954,-0.00786974,0.998027,1.97618
-0.0616783,-0.0117658,0.998027,1.97618
-0.0608178,-0.0156154,0.998027,1.97618
-0.0597173,-0.0194033,0.998027,1.97618
-0.0583811,-0.0231147,0.998027,1.97618
-0.0568146,-0.0267349,0.998027,1.97618
-0.0550238,-0.0302496,0.998027,1.97618
-0.0530158,-0.0336448,0.998027,1.97618
-0.0507986,-0.0369073,0.998027,1.97618
-0.0483809,-0.0400242,0.998027,1.97618
-0.0457723,-0.0429831,0.998027,1.97618
-0.0429831,-0.0457723,0.998027,1.97618
-0.0400242,-0.0483809,0.998027,1.97618
-0.0369073,-0.0507986,0.998027,1.97618
-0.0336448,-0.0530158,0.998027,1.97618
-0.0302496,-0.0550238,0.998027,1.97618
-0.0267349,-0.0568146,0.998027,1.97618
-0.0231147,-0.0583811,0.998027,1.97618
-0.0194033,-0.0597173,0.998027,1.97618
-0.0156154,-0.0608178,0.998027,1.97618
-0.0117658,-0.0616783,0.998027,1.97618
-0.00786974,-0.0622954,0.998027,1.97618
-0.00394265,-0.0626666,0.998027,1.97618
-1.15341e-17,-0.0627905,0.998027,1.97618
0.00394265,-0.0626666,0.998027,1.97618
0.00786974,-0.0622954,0.998027,1.97618
0.0117658,-0.0616783,0.998027,1.97618
0.0156154,-0.0608178,0.998027,1.97618
0.0194033,-0.0597173,0.998027,1.97618
0.0231147,-0.0583811,0.998027,1.97618
0.0267349,-0.0568146,0.998027,1.97618
0.0302496,-0.0550238,0.998027,1.97618
0.0336448,-0.0530158,0.998027,1.97618
0.0369073,-0.0507986,0.998027,1.97618
0.0400242,-0.0483809,0.998027,1.97618
0.0429831,-0.0457723,0.998027,1.97618
0.0457723,-0.0429831,0.998027,1.97618
0.0483809,-0.0400242,0.998027,1.97618
0.0507986,-0.0369073,0.998027,1.97618
0.0530158,-0.0336448,0.998027,1.97618
0.0550238,-0.0302496,0.998027,1.97618
0.0568146,-0.0267349,0.998027,1.97618
0.0583811,-0.0231147,0.998027,1.97618
0.0597173,-0.0194033,0.998027,1.97618
0.0608178,-0.0156154,0.998027,1.97618
0.0616783,-0.0117658,0.998027,1.97618
0.0622954,-0.00786974,0.998027,1.97618
0.0626666,-0.00394265,0.998027,1.97618
0.0627905,-1.53787e-17,0.998027,1.97618
0.0941083,0,0.995562,1.97618
0.0939226,0.00590911,0.995562,1.97618
0.0933662,0.0117949,0.995562,1.97618
0.0924414,0.0176341,0.995562,1.97618
0.0911517,0.0234038,0.995562,1.97618
0.0895023,0.0290811,0.995562,1.97618
0.0874997,0.0346436,0.995562,1.97618
0.0851517,0.0400694,0.995562,1.97618
0.0824677,0.045337,0.995562,1.97618
0.0794583,0.0504258,0.995562,1.97618
0.0761352,0.0553155,0.995562,1.97618
0.0725117,0.0599869,0.995562,1.97618
0.068602,0.0644216,0.995562,1.97618
0.0644216,0.068602,0.995562,1.97618
0.0599869,0.0725117,0.995562,1.97618
0.0553155,0.0761352,0.995562,1.97618
0.0504258,0.0794583,0.995562,1.97618
0.045337,0.0824677,0.995562,1.97618
0.0400694,0.0851517,0.995562,1.97618
0.0346436,0.0874997,0.995562,1.97618
0.0290811,0.0895023,0.995562,1.97618
0.0234038,0.0911517,0.995562,1.97618
0.0176341,0.0924414,0.995562,1.97618
0.0117949,0.0933662,0.995562,1.97618
0.00590911,0.0939226,0.995562,1.97618
5.76228e-18,0.0941083,0.995562,1.97618
-0.00590911,0.0939226,0.995562,1.97618
-0.0117949,0.0933662,0.995562,1.97618
-0.0176341,0.0924414,0.995562,1.97618
-0.0234038,0.0911517,0.995562,1.97618
-0.0290811,0.0895023,0.995562,1.97618
-0.0346436,0.0874997,0.995562,1.97618
-0.0400694,0.0851517,0.995562,1.97618
-0.045337,0.0824677,0.995562,1.97618
-0.0504258,0.0794583,0.995562,1.97618
-0.0553155,0.0761352,0.995562,1.97618
-0.0599869,0.0725117,0.995562,1.97618
-0.0644216,0.068602,0.995562,1.97618
-0.068602,0.0644216,0.995562,1.97618
-0.0725117,0.0599869,0.995562,1.97618
-0.0761352,0.0553155,0.995562,1.97618
-0.0794583,0.0504258,0.995562,1.97618
-0.0824677,0.045337,0.995562,1.97618
-0.0851517,0.0400694,0.995562,1.97618
-0.0874997,0.0346436,0.995562,1.97618
-0.0895023,0.0290811,0.995562,1.97618
-0.0911517,0.0234038,0.995562,1.97618
-0.0924414,0.0176341,0.995562,1.97618
-0.0933662,0.0117949,0.995562,1.97618
-0.0939226,0.00590911,0.995562,1.97618
-0.0941083,1.15246e-17,0.995562,1.97618
-0.0939226,-0.00590911,0.995562,1.97618
-0.0933662,-0.0117949,0.995562,1.97618
-0.0924414,-0.0176341,0.995562,1.97618
-0.0911517,-0.0234038,0.995562,1.97618
-0.0895023,-0.0290811,0.995562,1.97618
-0.0874997,-0.0346436,0.995562,1.97618
-0.0851517,-0.0400694,0.995562,1.97618
-0.0824677,-0.045337,0.995562,1.97618
-0.0794583,-0.0504258,0.995562,1.97618
-0.0761352,-0.0553155,0.995562,1.97618
-0.0725117,-0.0599869,0.995562,1.97618
-0.068602,-0.0644216,0.995562,1.97618
-0.0644216,-0.068602,0.995562,1.97618
-0.0599869,-0.0725117,0.995562,1.97618
-0.0553155,-0.0761352,0.995562,1.97618
-0.0504258,-0.0794583,0.995562,1.97618
-0.045337,-0.0824677,0.995562,1.97618
-0.0400694,-0.0851517,0.995562,1.97618
-0.0346436,-0.0874997,0.995562,1.97618
-0.0290811,-0.0895023,0.995562,1.97618
-0.0234038,-0.0911517,0.995562,1.97618
-0.0176341,-0.0924414,0.995562,1.97618
-0.0117949,-0.0933662,0.995562,1.97618
-0.00590911,-0.0939226,0.995562,1.97618
-1.72868e-17,-0.0941083,0.995562,1.97618
0.00590911,-0.0939226,0.995562,1.97618
0.0117949,-0.0933662,0.995562,1.97618
0.0176341,-0.0924414,0.995562,1.97618
0.0234038,-0.0911517,0.995562,1.97618
0.0290811,-0.0895023,0.995562,1.97618
0.0346436,-0.0874997,0.995562,1.97618
0.0400694,-0.0851517,0.995562,1.97618
0.045337,-0.0824677,0.995562,1.97618
0.0504258,-0.0794583,0.995562,1.97618
0.0553155,-0.0761352,0.995562,1.97618
0.0599869,-0.0725117,0.995562,1.97618
0.0644216,-0.068602,0.995562,1.97618
0.068602,-0.0644216,0.995562,1.97618
0.0725117,-0.0599869,0.995562,1.97618
0.0761352,-0.0553155,0.995562,1.97618
0.0794583,-0.0504258,0.995562,1.97618
0.0824677,-0.045337,0.995562,1.97618
0.0851517,-0.0400694,0.995562,1.97618
0.0874997,-0.0346436,0.995562,1.97618
0.0895023,-0.0290811,0.995562,1.97618
0.0911517,-0.0234038,0.995562,1.97618
0.0924414,-0.0176341,0.995562,1.97618
0.0933662,-0.0117949,0.995562,1.97618
0.0939226,-0.00590911,0.995562,1.97618
0.0941083,-2.30491e-17,0.995562,1.97618
0.125333,0,0.992115,1.97618
0.125086,0.00786974,0.992115,1.97618
0.124345,0.0157084,0.992115,1.97618
0.123113,0.0234851,0.992115,1.97618
0.121396,0.0311691,0.992115,1.97618
0.119199,0.0387301,0.992115,1.97618
0.116532,0.0461382,0.992115,1.97618
0.113405,0.0533643,0.992115,1.97618
0.10983,0.0603797,0.992115,1.97618
0.105822,0.0671569,0.992115,1.97618
0.101397,0.073669,0.992115,1.97618
0.0965709,0.0798904,0.992115,1.97618
0.091364,0.0857965,0.992115,1.97618
0.0857965,0.091364,0.992115,1.97618
0.0798904,0.0965709,0.992115,1.97618
0.073669,0.101397,0.992115,1.97618
0.0671569,0.105822,0.992115,1.97618
0.0603797,0.10983,0.992115,1.97618
0.0533643,0.113405,0.992115,1.97618
0.0461382,0.116532,0.992115,1.97618
0.0387301,0.119199,0.992115,1.97618
0.0311691,0.121396,0.992115,1.97618
0.0234851,0.123113,0.992115,1.97618
0.0157084,0.124345,0.992115,1.97618
0.00786974,0.125086,0.992115,1.97618
7.67419e-18,0.125333,0.992115,1.97618
-0.00786974,0.125086,0.992115,1.97618
-0.0157084,0.124345,0.992115,1.97618
-0.0234851,0.123113,0.992115,1.97618
-0.0311691,0.121396,0.992115,1.97618
-0.0387301,0.119199,0.992115,1.97618
-0.0461382,0.116532,0.992115,1.97618
-0.0533643,0.113405,0.992115,1.97618
-0.0603797,0.10983,0.992115,1.97618
-0.0671569,0.105822,0.992115,1.97618
-0.073669,0.101397,0.992115,1.97618
-0.0798904,0.0965709,0.992115,1.97618
-0.0857965,0.091364,0.992115,1.97618
-0.091364,0.0857965,0.992115,1.97618
-0.0965709,0.0798904,0.992115,1.97618
-0.101397,0.073669,0.992115,1.97618
-0.105822,0.0671569,0.992115,1.97618
-0.10983,0.0603797,0.992115,1.97618
-0.113405,0.0533643,0.992115,1.97618
-0.116532,0.0461382,0.992115,1.97618
-0.119199,0.0387301,0.992115,1.97618
-0.121396,0.0311691,0.992115,1.97618
-0.123113,0.0234851,0.992115,1.97618
-0.124345,0.0157084,0.992115,1.97618
-0.125086,0.00786974,0.992115,1.97618
-0.125333,1.53484e-17,0.992115,1.97618
-0.125086,-0.00786974,0.992115,1.97618
-0.124345,-0.0157084,0.992115,1.97618
-0.123113,-0.0234851,0.992115,1.97618
-0.121396,-0.0311691,0.992115,1.97618
-0.119199,-0.0387301,0.992115,1.97618
-0.116532,-0.0461382,0.992115,1.97618
-0.113405,-0.0533643,0.992115,1.97618
-0.10983,-0.0603797,0.992115,1.97618
-0.105822,-0.0671569,0.992115,1.97618
-0.101397,-0.073669,0.992115,1.97618
-0.0965709,-0.0798904,0.992115,1.97618
-0.091364,-0.0857965,0.992115,1.97618
-0.0857965,-0.091364,0.992115,1.97618
-0.0798904,-0.0965709,0.992115,1.97618
-0.073669,-0.101397,0.992115,1.97618
-0.0671569,-0.105822,0.992115,1.97618
-0.0603797,-0.10983,0.992115,1.97618
-0.0533643,-0.113405,0.992115,1.97618
-0.0461382,-0.116532,0.992115,1.97618
-0.0387301,-0.119199,0.992115,1.97618
-0.0311691,-0.121396,0.992115,1.97618
-0.0234851,-0.123113,0.992115,1.97618
-0.0157084,-0.124345,0.992115,1.97618
-0.00786974,-0.125086,0.992115,1.97618
-2.30226e-17,-0.125333,0.992115,1.97618
0.00786974,-0.125086,0.992115,1.97618
0.0157084,-0.124345,0.992115,1.97618
0.0234851,-0.123113,0.992115,1.97618
0.0311691,-0.121396,0.992115,1.97618
0.0387301,-0.119199,0.992115,1.97618
0.0461382,-0.116532,0.992115,1.97618
0.0533643,-0.113405,0.992115,1.97618
0.0603797,-0.10983,0.992115,1.97618
0.0671569,-0.105822,0.992115,1.97618
0.073669,-0.101397,0.992115,1.97618
0.0798904,-0.0965709,0.992115,1.97618
0.0857965,-0.091364,0.992115,1.97618
0.091364,-0.0857965,0.992115,1.97618
0.0965709,-0.0798904,0.992115,1.97618
0.101397,-0.073669,0.992115,1.97618
0.105822,-0.0671569,0.992115,1.97618
0.10983,-0.0603797,0.992115,1.97618
0.113405,-0.0533643,0.992115,1.97618
0.116532,-0.0461382,0.992115,1.97618
0.119199,-0.0387301,0.992115,1.97618
0.121396,-0.0311691,0.992115,1.97618
0.123113,-0.0234851,0.992115,1.97618
0.124345,-0.0157084,0.992115,1.97618
0.125086,-0.00786974,0.992115,1.97618
0.125333,-3.06968e-17,0.992115,1.97618
0.156434,0,0.987688,1.97618
0.156126,0.0098226,0.987688,1.97618
0.155201,0.0196064,0.987688,1.97618
0.153664,0.0293129,0.987688,1.97618
0.15152,0.0389037,0.987688,1.97618
0.148778,0.0483409,0.987688,1.97618
0.145449,0.0575874,0.987688,1.97618
0.141546,0.0666066,0.987688,1.97618
0.137085,0.0753629,0.987688,1.97618
0.132082,0.0838218,0.987688,1.97618
0.126558,0.0919499,0.987688,1.97618
0.120535,0.0997151,0.987688,1.97618
0.114036,0.107087,0.987688,1.97618
0.107087,0.114036,0.987688,1.97618
0.0997151,0.120535,0.987688,1.97618
0.0919499,0.126558,0.987688,1.97618
0.0838218,0.132082,0.987688,1.97618
0.0753629,0.137085,0.987688,1.97618
0.0666066,0.141546,0.987688,1.97618
0.0575874,0.145449,0.987688,1.97618
0.0483409,0.148778,0.987688,1.97618
0.0389037,0.15152,0.987688,1.97618
0.0293129,0.153664,0.987688,1.97618
0.0196064,0.155201,0.987688,1.97618
0.0098226,0.156126,0.987688,1.97618
9.57853e-18,0.156434,0.987688,1.97618
-0.0098226,0.156126,0.987688,1.97618
-0.0196064,0.155201,0.987688,1.97618
-0.0293129,0.153664,0.987688,1.97618
-0.0389037,0.15152,0.987688,1.97618
-0.0483409,0.148778,0.987688,1.97618
-0.0575874,0.145449,0.987688,1.97618
-0.0666066,0.141546,0.987688,1.97618
-0.0753629,0.137085,0.987688,1.97618
-0.0838218,0.132082,0.987688,1.97618
-0.0919499,0.126558,0.987688,1.97618
-0.0997151,0.120535,0.987688,1.97618
-0.107087,0.114036,0.987688,1.97618
-0.114036,0.107087,0.987688,1.97618
-0.120535,0.0997151,0.987688,1.97618
-0.126558,0.0919499,0.987688,1.97618
-0.132082,0.0838218,0.987688,1.97618
-0.137085,0.0753629,0.987688,1.97618
-0.141546,0.0666066,0.987688,1.97618
-0.145449,0.0575874,0.987688,1.97618
-0.148778,0.0483409,0.987688,1.97618
-0.15152,0.0389037,0.987688,1.97618
-0.153664,0.0293129,0.987688,1.97618
-0.155201,0.0196064,0.987688,1.97618
-0.156126,0.0098226,0.987688,1.97618
-0.156434,1.91571e-17,0.987688,1.97618
-0.156126,-0.0098226,0.987688,1.97618
-0.155201,-0.0196064,0.987688,1.97618
-0.153664,-0.0293129,0.987688,1.97618
-0.15152,-0.0389037,0.987688,1.97618
-0.148778,-0.0483409,0.987688,1.97618
-0.145449,-0.0575874,0.987688,1.97618
-0.141546,-0.0666066,0.987688,1.97618
-0.137085,-0.0753629,0.987688,1.97618
-0.132082,-0.0838218,0.987688,1.97618
-0.126558,-0.0919499,0.987688,1.97618
-0.120535,-0.0997151,0.987688,1.97618
-0.114036,-0.107087,0.987688,1.97618
-0.107087,-0.114036,0.987688,1.97618
-0.0997151,-0.120535,0.987688,1.97618
-0.0919499,-0.126558,0.987688,1.97618
-0.0838218,-0.132082,0.987688,1.97618
-0.0753629,-0.137085,0.987688,1.97618
-0.0666066,-0.141546,0.987688,1.97618
-0.0575874,-0.145449,0.987688,1.97618
-0.0483409,-0.148778,0.987688,1.97618
-0.0389037,-0.15152,0.987688,1.97618
-0.0293129,-0.153664,0.987688,1.97618
-0.0196064,-0.155201,0.987688,1.97618
-0.0098226,-0.156126,0.987688,1.97618
-2.87356e-17,-0.156434,0.987688,1.97618
0.0098226,-0.156126,0.987688,1.97618
0.0196064,-0.155201,0.987688,1.97618
0.0293129,-0.153664,0.987688,1.97618
0.0389037,-0.15152,0.987688,1.97618
0.0483409,-0.148778,0.987688,1.97618
0.0575874,-0.145449,0.987688,1.97618
0.0666066,-0.141546,0.987688,1.97618
0.0753629,-0.137085,0.987688,1.97618
0.0838218,-0.132082,0.987688,1.97618
0.0919499,-0.126558,0.987688,1.97618
0.0997151,-0.120535,0.987688,1.97618
0.107087,-0.114036,0.987688,1.97618
0.114036,-0.107087,0.987688,1.97618
0.120535,-0.0997151,0.987688,1.97618
0.126558,-0.0919499,0.987688,1.97618
0.132082,-0.0838218,0.987688,1.97618
0.137085,-0.0753629,0.987688,1.97618
0.141546,-0.0666066,0.987688,1.97618
0.145449,-0.0575874,0.987688,1.97618
0.148778,-0.0483409,0.987688,1.97618
0.15152,-0.0389037,0.987688,1.97618
0.153664,-0.0293129,0.987688,1.97618
0.155201,-0.0196064,0.987688,1.97618
0.156126,-0.0098226,0.987688,1.97618
0.156434,-3.83141e-17,0.987688,1.97618
0.187381,0,0.982287,1.97618
0.187012,0.0117658,0.982287,1.97618
0.185904,0.0234851,0.982287,1.97618
0.184062,0.0351118,0.982287,1.97618
0.181494,0.0465998,0.982287,1.97618
0.17821,0.057904,0.982287,1.97618
0.174223,0.0689797,0.982287,1.97618
0.169548,0.0797831,0.982287,1.97618
0.164203,0.0902716,0.982287,1.97618
0.158211,0.100404,0.982287,1.97618
0.151595,0.11014,0.982287,1.97618
0.14438,0.119441,0.982287,1.97618
0.136595,0.128271,0.982287,1.97618
0.128271,0.136595,0.982287,1.97618
0.119441,0.14438,0.982287,1.97618
0.11014,0.151595,0.982287,1.97618
0.100404,0.158211,0.982287,1.97618
0.0902716,0.164203,0.982287,1.97618
0.0797831,0.169548,0.982287,1.97618
0.0689797,0.174223,0.982287,1.97618
0.057904,0.17821,0.982287,1.97618
0.0465998,0.181494,0.982287,1.97618
0.0351118,0.184062,0.982287,1.97618
0.0234851,0.185904,0.982287,1.97618
0.0117658,0.187012,0.982287,1.97618
1.14734e-17,0.187381,0.982287,1.97618
-0.0117658,0.187012,0.982287,1.97618
-0.0234851,0.185904,0.982287,1.97618
-0.0351118,0.184062,0.982287,1.97618
-0.0465998,0.181494,0.982287,1.97618
-0.057904,0.17821,0.982287,1.97618
-0.0689797,0.174223,0.982287,1.97618
-0.0797831,0.169548,0.982287,1.97618
-0.0902716,0.164203,0.982287,1.97618
-0.100404,0.158211,0.982287,1.97618
-0.11014,0.151595,0.982287,1.97618
-0.119441,0.14438,0.982287,1.97618
-0.128271,0.136595,0.982287,1.97618
-0.136595,0.128271,0.982287,1.97618
-0.14438,0.119441,0.982287,1.97618
-0.151595,0.11014,0.982287,1.97618
-0.158211,0.100404,0.982287,1.97618
-0.164203,0.0902716,0.982287,1.97618
-0.169548,0.0797831,0.982287,1.97618
-0.174223,0.0689797,0.982287,1.97618
-0.17821,0.057904,0.982287,1.97618
-0.181494,0.0465998,0.982287,1.97618
-0.184062,0.0351118,0.982287,1.97618
-0.185904,0.0234851,0.982287,1.97618
-0.187012,0.0117658,0.982287,1.97618
-0.187381,2.29468e-17,0.982287,1.97618
-0.187012,-0.0117658,0.982287,1.97618
-0.185904,-0.0234851,0.982287,1.97618
-0.184062,-0.0351118,0.982287,1.97618
-0.181494,-0.0465998,0.982287,1.97618
-0.17821,-0.057904,0.982287,1.97618
-0.174223,-0.0689797,0.982287,1.97618
-0.169548,-0.0797831,0.982287,1.97618
-0.164203,-0.0902716,0.982287,1.97618
-0.158211,-0.100404,0.982287,1.97618
-0.151595,-0.11014,0.982287,1.97618
-0.14438,-0.119441,0.982287,1.97618
-0.136595,-0.128271,0.982287,1.97618
-0.128271,-0.136595,0.982287,1.97618
