x,y,z,E_mag
-0.569867,0.225626,0.790155,1.97618
-0.582909,0.189399,0.790155,1.97618
-0.593651,0.152424,0.790155,1.97618
-0.602051,0.114847,0.790155,1.97618
-0.608074,0.0768176,0.790155,1.97618
-0.611698,0.0384848,0.790155,1.97618
-0.612907,7.5057e-17,0.790155,1.97618
-0.611698,-0.0384848,0.790155,1.97618
-0.608074,-0.0768176,0.790155,1.97618
-0.602051,-0.114847,0.790155,1.97618
-0.593651,-0.152424,0.790155,1.97618
-0.582909,-0.189399,0.790155,1.97618
-0.569867,-0.225626,0.790155,1.97618
-0.554575,-0.260963,0.790155,1.97618
-0.537095,-0.29527,0.790155,1.97618
-0.517495,-0.328412,0.790155,1.97618
-0.495852,-0.360258,0.790155,1.97618
-0.472253,-0.390682,0.790155,1.97618
-0.44679,-0.419564,0.790155,1.97618
-0.419564,-0.44679,0.790155,1.97618
-0.390682,-0.472253,0.790155,1.97618
-0.360258,-0.495852,0.790155,1.97618
-0.328412,-0.517495,0.790155,1.97618
-0.29527,-0.537095,0.790155,1.97618
-0.260963,-0.554575,0.790155,1.97618
-0.225626,-0.569867,0.790155,1.97618
-0.189399,-0.582909,0.790155,1.97618
-0.152424,-0.593651,0.790155,1.97618
-0.114847,-0.602051,0.790155,1.97618
-0.0768176,-0.608074,0.790155,1.97618
-0.0384848,-0.611698,0.790155,1.97618
-1.12585e-16,-0.612907,0.790155,1.97618
0.0384848,-0.611698,0.790155,1.97618
0.0768176,-0.608074,0.790155,1.97618
0.114847,-0.602051,0.790155,1.97618
0.152424,-0.593651,0.790155,1.97618
0.189399,-0.582909,0.790155,1.97618
0.225626,-0.569867,0.790155,1.97618
0.260963,-0.554575,0.790155,1.97618
0.29527,-0.537095,0.790155,1.97618
0.328412,-0.517495,0.790155,1.97618
0.360258,-0.495852,0.790155,1.97618
0.390682,-0.472253,0.790155,1.97618
0.419564,-0.44679,0.790155,1.97618
0.44679,-0.419564,0.790155,1.97618
0.472253,-0.390682,0.790155,1.97618
0.495852,-0.360258,0.790155,1.97618
0.517495,-0.328412,0.790155,1.97618
0.537095,-0.29527,0.790155,1.97618
0.554575,-0.260963,0.790155,1.97618
0.569867,-0.225626,0.790155,1.97618
0.582909,-0.189399,0.790155,1.97618
0.593651,-0.152424,0.790155,1.97618
0.602051,-0.114847,0.790155,1.97618
0.608074,-0.0768176,0.790155,1.97618
0.611698,-0.0384848,0.790155,1.97618
0.612907,-1.50114e-16,0.790155,1.97618
0.637424,0,0.770513,1.97618
0.636166,0.0400242,0.770513,1.97618
0.632398,0.0798904,0.770513,1.97618
0.626133,0.119441,0.770513,1.97618
0.617398,0.158521,0.770513,1.97618
0.606226,0.196975,0.770513,1.97618
0.592662,0.234651,0.770513,1.97618
0.576758,0.271402,0.770513,1.97618
0.558579,0.307081,0.770513,1.97618
0.538195,0.341549,0.770513,1.97618
0.515687,0.374668,0.770513,1.97618
0.491144,0.406309,0.770513,1.97618
0.464662,0.436347,0.770513,1.97618
0.436347,0.464662,0.770513,1.97618
0.406309,0.491144,0.770513,1.97618
0.374668,0.515687,0.770513,1.97618
0.341549,0.538195,0.770513,1.97618
0.307081,0.558579,0.770513,1.97618
0.271402,0.576758,0.770513,1.97618
0.234651,0.592662,0.770513,1.97618
0.196975,0.606226,0.770513,1.97618
0.158521,0.617398,0.770513,1.97618
0.119441,0.626133,0.770513,1.97618
0.0798904,0.632398,0.770513,1.97618
0.0400242,0.636166,0.770513,1.97618
3.90297e-17,0.637424,0.770513,1.97618
-0.0400242,0.636166,0.770513,1.97618
-0.0798904,0.632398,0.770513,1.97618
-0.119441,0.626133,0.770513,1.97618
-0.158521,0.617398,0.770513,1.97618
-0.196975,0.606226,0.770513,1.97618
-0.234651,0.592662,0.770513,1.97618
-0.271402,0.576758,0.770513,1.97618
-0.307081,0.558579,0.770513,1.97618
-0.341549,0.538195,0.770513,1.97618
-0.374668,0.515687,0.770513,1.97618
-0.406309,0.491144,0.770513,1.97618
-0.436347,0.464662,0.770513,1.97618
-0.464662,0.436347,0.770513,1.97618
-0.491144,0.406309,0.770513,1.97618
-0.515687,0.374668,0.770513,1.97618
-0.538195,0.341549,0.770513,1.97618
-0.558579,0.307081,0.770513,1.97618
-0.576758,0.271402,0.770513,1.97618
-0.592662,0.234651,0.770513,1.97618
-0.606226,0.196975,0.770513,1.97618
-0.617398,0.158521,0.770513,1.97618
-0.626133,0.119441,0.770513,1.97618
-0.632398,0.0798904,0.770513,1.97618
-0.636166,0.0400242,0.770513,1.97618
-0.637424,7.80593e-17,0.770513,1.97618
-0.636166,-0.0400242,0.770513,1.97618
-0.632398,-0.0798904,0.770513,1.97618
-0.626133,-0.119441,0.770513,1.97618
-0.617398,-0.158521,0.770513,1.97618
-0.606226,-0.196975,0.770513,1.97618
-0.592662,-0.234651,0.770513,1.97618
-0.576758,-0.271402,0.770513,1.97618
-0.558579,-0.307081,0.770513,1.97618
-0.538195,-0.341549,0.770513,1.97618
-0.515687,-0.374668,0.770513,1.97618
-0.491144,-0.406309,0.770513,1.97618
-0.464662,-0.436347,0.770513,1.97618
-0.436347,-0.464662,0.770513,1.97618
-0.406309,-0.491144,0.770513,1.97618
-0.374668,-0.515687,0.770513,1.97618
-0.341549,-0.538195,0.770513,1.97618
-0.307081,-0.558579,0.770513,1.97618
-0.271402,-0.576758,0.770513,1.97618
-0.234651,-0.592662,0.770513,1.97618
-0.196975,-0.606226,0.770513,1.97618
-0.158521,-0.617398,0.770513,1.97618
-0.119441,-0.626133,0.770513,1.97618
-0.0798904,-0.632398,0.770513,1.97618
-0.0400242,-0.636166,0.770513,1.97618
-1.17089e-16,-0.637424,0.770513,1.97618
0.0400242,-0.636166,0.770513,1.97618
0.0798904,-0.632398,0.770513,1.97618
0.119441,-0.626133,0.770513,1.97618
0.158521,-0.617398,0.770513,1.97618
0.196975,-0.606226,0.770513,1.97618
0.234651,-0.592662,0.770513,1.97618
0.271402,-0.576758,0.770513,1.97618
0.307081,-0.558579,0.770513,1.97618
0.341549,-0.538195,0.770513,1.97618
0.374668,-0.515687,0.770513,1.97618
0.406309,-0.491144,0.770513,1.97618
0.436347,-0.464662,0.770513,1.97618
0.464662,-0.436347,0.770513,1.97618
0.491144,-0.406309,0.770513,1.97618
0.515687,-0.374668,0.770513,1.97618
0.538195,-0.341549,0.770513,1.97618
0.558579,-0.307081,0.770513,1.97618
0.576758,-0.271402,0.770513,1.97618
0.592662,-0.234651,0.770513,1.97618
0.606226,-0.196975,0.770513,1.97618
0.617398,-0.158521,0.770513,1.97618
0.626133,-0.119441,0.770513,1.97618
0.632398,-0.0798904,0.770513,1.97618
0.636166,-0.0400242,0.770513,1.97618
0.637424,-1.56119e-16,0.770513,1.97618
0.661312,0,0.750111,1.97618
0.660007,0.0415241,0.750111,1.97618
0.656097,0.0828844,0.750111,1.97618
0.649598,0.123917,0.750111,1.97618
0.640536,0.164462,0.750111,1.97618
0.628945,0.204357,0.750111,1.97618
0.614872,0.243445,0.750111,1.97618
0.598373,0.281573,0.750111,1.97618
0.579512,0.318589,0.750111,1.97618
0.558364,0.354349,0.750111,1.97618
0.535013,0.388709,0.750111,1.97618
0.50955,0.421536,0.750111,1.97618
0.482076,0.452699,0.750111,1.97618
0.452699,0.482076,0.750111,1.97618
0.421536,0.50955,0.750111,1.97618
0.388709,0.535013,0.750111,1.97618
0.354349,0.558364,0.750111,1.97618
0.318589,0.579512,0.750111,1.97618
0.281573,0.598373,0.750111,1.97618
0.243445,0.614872,0.750111,1.97618
0.204357,0.628945,0.750111,1.97618
0.164462,0.640536,0.750111,1.97618
0.123917,0.649598,0.750111,1.97618
0.0828844,0.656097,0.750111,1.97618
0.0415241,0.660007,0.750111,1.97618
4.04923e-17,0.661312,0.750111,1.97618
-0.0415241,0.660007,0.750111,1.97618
-0.0828844,0.656097,0.750111,1.97618
-0.123917,0.649598,0.750111,1.97618
-0.164462,0.640536,0.750111,1.97618
-0.204357,0.628945,0.750111,1.97618
-0.243445,0.614872,0.750111,1.97618
-0.281573,0.598373,0.750111,1.97618
-0.318589,0.579512,0.750111,1.97618
-0.354349,0.558364,0.750111,1.97618
-0.388709,0.535013,0.750111,1.97618
-0.421536,0.50955,0.750111,1.97618
-0.452699,0.482076,0.750111,1.97618
-0.482076,0.452699,0.750111,1.97618
-0.50955,0.421536,0.750111,1.97618
-0.535013,0.388709,0.750111,1.97618
-0.558364,0.354349,0.750111,1.97618
-0.579512,0.318589,0.750111,1.97618
-0.598373,0.281573,0.750111,1.97618
-0.614872,0.243445,0.750111,1.97618
-0.628945,0.204357,0.750111,1.97618
-0.640536,0.164462,0.750111,1.97618
-0.649598,0.123917,0.750111,1.97618
-0.656097,0.0828844,0.750111,1.97618
-0.660007,0.0415241,0.750111,1.97618
-0.661312,8.09847e-17,0.750111,1.97618
-0.660007,-0.0415241,0.750111,1.97618
-0.656097,-0.0828844,0.750111,1.97618
-0.649598,-0.123917,0.750111,1.97618
-0.640536,-0.164462,0.750111,1.97618
-0.628945,-0.204357,0.750111,1.97618
-0.614872,-0.243445,0.750111,1.97618
-0.598373,-0.281573,0.750111,1.97618
-0.579512,-0.318589,0.750111,1.97618
-0.558364,-0.354349,0.750111,1.97618
-0.535013,-0.388709,0.750111,1.97618
-0.50955,-0.421536,0.750111,1.97618
-0.482076,-0.452699,0.750111,1.97618
-0.452699,-0.482076,0.750111,1.97618
-0.421536,-0.50955,0.750111,1.97618
-0.388709,-0.535013,0.750111,1.97618
-0.354349,-0.558364,0.750111,1.97618
-0.318589,-0.579512,0.750111,1.97618
-0.281573,-0.598373,0.750111,1.97618
-0.243445,-0.614872,0.750111,1.97618
-0.204357,-0.628945,0.750111,1.97618
-0.164462,-0.640536,0.750111,1.97618
-0.123917,-0.649598,0.750111,1.97618
-0.0828844,-0.656097,0.750111,1.97618
-0.0415241,-0.660007,0.750111,1.97618
-1.21477e-16,-0.661312,0.750111,1.97618
0.0415241,-0.660007,0.750111,1.97618
0.0828844,-0.656097,0.750111,1.97618
0.123917,-0.649598,0.750111,1.97618
0.164462,-0.640536,0.750111,1.97618
0.204357,-0.628945,0.750111,1.97618
0.243445,-0.614872,0.750111,1.97618
0.281573,-0.598373,0.750111,1.97618
0.318589,-0.579512,0.750111,1.97618
0.354349,-0.558364,0.750111,1.97618
0.388709,-0.535013,0.750111,1.97618
0.421536,-0.50955,0.750111,1.97618
0.452699,-0.482076,0.750111,1.97618
0.482076,-0.452699,0.750111,1.97618
0.50955,-0.421536,0.750111,1.97618
0.535013,-0.388709,0.750111,1.97618
0.558364,-0.354349,0.750111,1.97618
0.579512,-0.318589,0.750111,1.97618
0.598373,-0.281573,0.750111,1.97618
0.614872,-0.243445,0.750111,1.97618
0.628945,-0.204357,0.750111,1.97618
0.640536,-0.164462,0.750111,1.97618
0.649598,-0.123917,0.750111,1.97618
0.656097,-0.0828844,0.750111,1.97618
0.660007,-0.0415241,0.750111,1.97618
0.661312,-1.61969e-16,0.750111,1.97618
0.684547,0,0.728969,1.97618
0.683196,0.0429831,0.728969,1.97618
0.679149,0.0857965,0.728969,1.97618
0.672422,0.128271,0.728969,1.97618
0.663041,0.17024,0.728969,1.97618
0.651043,0.211537,0.728969,1.97618
0.636476,0.251999,0.728969,1.97618
0.619397,0.291466,0.728969,1.97618
0.599873,0.329783,0.728969,1.97618
0.577982,0.366799,0.728969,1.97618
0.55381,0.402367,0.728969,1.97618
0.527453,0.436347,0.728969,1.97618
0.499013,0.468605,0.728969,1.97618
0.468605,0.499013,0.728969,1.97618
0.436347,0.527453,0.728969,1.97618
0.402367,0.55381,0.728969,1.97618
0.366799,0.577982,0.728969,1.97618
0.329783,0.599873,0.728969,1.97618
0.291466,0.619397,0.728969,1.97618
0.251999,0.636476,0.728969,1.97618
0.211537,0.651043,0.728969,1.97618
0.17024,0.663041,0.728969,1.97618
0.128271,0.672422,0.728969,1.97618
0.0857965,0.679149,0.728969,1.97618
0.0429831,0.683196,0.728969,1.97618
4.1915e-17,0.684547,0.728969,1.97618
-0.0429831,0.683196,0.728969,1.97618
-0.0857965,0.679149,0.728969,1.97618
-0.128271,0.672422,0.728969,1.97618
-0.17024,0.663041,0.728969,1.97618
-0.211537,0.651043,0.728969,1.97618
-0.251999,0.636476,0.728969,1.97618
-0.291466,0.619397,0.728969,1.97618
-0.329783,0.599873,0.728969,1.97618
-0.366799,0.577982,0.728969,1.97618
-0.402367,0.55381,0.728969,1.97618
-0.436347,0.527453,0.728969,1.97618
-0.468605,0.499013,0.728969,1.97618
-0.499013,0.468605,0.728969,1.97618
-0.527453,0.436347,0.728969,1.97618
-0.55381,0.402367,0.728969,1.97618
-0.577982,0.366799,0.728969,1.97618
-0.599873,0.329783,0.728969,1.97618
-0.619397,0.291466,0.728969,1.97618
-0.636476,0.251999,0.728969,1.97618
-0.651043,0.211537,0.728969,1.97618
-0.663041,0.17024,0.728969,1.97618
-0.672422,0.128271,0.728969,1.97618
-0.679149,0.0857965,0.728969,1.97618
-0.683196,0.0429831,0.728969,1.97618
-0.684547,8.38301e-17,0.728969,1.97618
-0.683196,-0.0429831,0.728969,1.97618
-0.679149,-0.0857965,0.728969,1.97618
-0.672422,-0.128271,0.728969,1.97618
-0.663041,-0.17024,0.728969,1.97618
-0.651043,-0.211537,0.728969,1.97618
-0.636476,-0.251999,0.728969,1.97618
-0.619397,-0.291466,0.728969,1.97618
-0.599873,-0.329783,0.728969,1.97618
-0.577982,-0.366799,0.728969,1.97618
-0.55381,-0.402367,0.728969,1.97618
-0.527453,-0.436347,0.728969,1.97618
-0.499013,-0.468605,0.728969,1.97618
-0.468605,-0.499013,0.728969,1.97618
-0.436347,-0.527453,0.728969,1.97618
-0.402367,-0.55381,0.728969,1.97618
-0.366799,-0.577982,0.728969,1.97618
-0.329783,-0.599873,0.728969,1.97618
-0.291466,-0.619397,0.728969,1.97618
-0.251999,-0.636476,0.728969,1.97618
-0.211537,-0.651043,0.728969,1.97618
-0.17024,-0.663041,0.728969,1.97618
-0.128271,-0.672422,0.728969,1.97618
-0.0857965,-0.679149,0.728969,1.97618
-0.0429831,-0.683196,0.728969,1.97618
-1.25745e-16,-0.684547,0.728969,1.97618
0.0429831,-0.683196,0.728969,1.97618
0.0857965,-0.679149,0.728969,1.97618
0.128271,-0.672422,0.728969,1.97618
0.17024,-0.663041,0.728969,1.97618
0.211537,-0.651043,0.728969,1.97618
0.251999,-0.636476,0.728969,1.97618
0.291466,-0.619397,0.728969,1.97618
0.329783,-0.599873,0.728969,1.97618
0.366799,-0.577982,0.728969,1.97618
0.402367,-0.55381,0.728969,1.97618
0.436347,-0.527453,0.728969,1.97618
0.468605,-0.499013,0.728969,1.97618
0.499013,-0.468605,0.728969,1.97618
0.527453,-0.436347,0.728969,1.97618
0.55381,-0.402367,0.728969,1.97618
0.577982,-0.366799,0.728969,1.97618
0.599873,-0.329783,0.728969,1.97618
0.619397,-0.291466,0.728969,1.97618
0.636476,-0.251999,0.728969,1.97618
0.651043,-0.211537,0.728969,1.97618
0.663041,-0.17024,0.728969,1.97618
0.672422,-0.128271,0.728969,1.97618
0.679149,-0.0857965,0.728969,1.97618
0.683196,-0.0429831,0.728969,1.97618
0.684547,-1.6766e-16,0.728969,1.97618
0.707107,0,0.707107,1.97618
0.705711,0.0443996,0.707107,1.97618
0.701531,0.088624,0.707107,1.97618
0.694582,0.132499,0.707107,1.97618
0.684892,0.17585,0.707107,1.97618
0.672499,0.218508,0.707107,1.97618
0.657451,0.260303,0.707107,1.97618
0.639809,0.301071,0.707107,1.97618
0.619642,0.340651,0.707107,1.97618
0.59703,0.378887,0.707107,1.97618
0.572061,0.415627,0.707107,1.97618
0.544835,0.450727,0.707107,1.97618
0.515459,0.484048,0.707107,1.97618
0.484048,0.515459,0.707107,1.97618
0.450727,0.544835,0.707107,1.97618
0.415627,0.572061,0.707107,1.97618
0.378887,0.59703,0.707107,1.97618
0.340651,0.619642,0.707107,1.97618
0.301071,0.639809,0.707107,1.97618
0.260303,0.657451,0.707107,1.97618
0.218508,0.672499,0.707107,1.97618
0.17585,0.684892,0.707107,1.97618
0.132499,0.694582,0.707107,1.97618
0.088624,0.701531,0.707107,1.97618
0.0443996,0.705711,0.707107,1.97618
4.32964e-17,0.707107,0.707107,1.97618
-0.0443996,0.705711,0.707107,1.97618
-0.088624,0.701531,0.707107,1.97618
-0.132499,0.694582,0.707107,1.97618
-0.17585,0.684892,0.707107,1.97618
-0.218508,0.672499,0.707107,1.97618
-0.260303,0.657451,0.707107,1.97618
-0.301071,0.639809,0.707107,1.97618
-0.340651,0.619642,0.707107,1.97618
-0.378887,0.59703,0.707107,1.97618
-0.415627,0.572061,0.707107,1.97618
-0.450727,0.544835,0.707107,1.97618
-0.484048,0.515459,0.707107,1.97618
-0.515459,0.484048,0.707107,1.97618
-0.544835,0.450727,0.707107,1.97618
-0.572061,0.415627,0.707107,1.97618
-0.59703,0.378887,0.707107,1.97618
-0.619642,0.340651,0.707107,1.97618
-0.639809,0.301071,0.707107,1.97618
-0.657451,0.260303,0.707107,1.97618
-0.672499,0.218508,0.707107,1.97618
-0.684892,0.17585,0.707107,1.97618
-0.694582,0.132499,0.707107,1.97618
-0.701531,0.088624,0.707107,1.97618
-0.705711,0.0443996,0.707107,1.97618
-0.707107,8.65927e-17,0.707107,1.97618
-0.705711,-0.0443996,0.707107,1.97618
-0.701531,-0.088624,0.707107,1.97618
-0.694582,-0.132499,0.707107,1.97618
-0.684892,-0.17585,0.707107,1.97618
-0.672499,-0.218508,0.707107,1.97618
-0.657451,-0.260303,0.707107,1.97618
-0.639809,-0.301071,0.707107,1.97618
-0.619642,-0.340651,0.707107,1.97618
-0.59703,-0.378887,0.707107,1.97618
-0.572061,-0.415627,0.707107,1.97618
-0.544835,-0.450727,0.707107,1.97618
-0.515459,-0.484048,0.707107,1.97618
-0.484048,-0.515459,0.707107,1.97618
-0.450727,-0.544835,0.707107,1.97618
-0.415627,-0.572061,0.707107,1.97618
-0.378887,-0.59703,0.707107,1.97618
-0.340651,-0.619642,0.707107,1.97618
-0.301071,-0.639809,0.707107,1.97618
-0.260303,-0.657451,0.707107,1.97618
-0.218508,-0.672499,0.707107,1.97618
-0.17585,-0.684892,0.707107,1.97618
-0.132499,-0.694582,0.707107,1.97618
-0.088624,-0.701531,0.707107,1.97618
-0.0443996,-0.705711,0.707107,1.97618
-1.29889e-16,-0.707107,0.707107,1.97618
0.0443996,-0.705711,0.707107,1.97618
0.088624,-0.701531,0.707107,1.97618
0.132499,-0.694582,0.707107,1.97618
0.17585,-0.684892,0.707107,1.97618
0.218508,-0.672499,0.707107,1.97618
0.260303,-0.657451,0.707107,1.97618
0.301071,-0.639809,0.707107,1.97618
0.340651,-0.619642,0.707107,1.97618
0.378887,-0.59703,0.707107,1.97618
0.415627,-0.572061,0.707107,1.97618
0.450727,-0.544835,0.707107,1.97618
0.484048,-0.515459,0.707107,1.97618
0.515459,-0.484048,0.707107,1.97618
0.544835,-0.450727,0.707107,1.97618
0.572061,-0.415627,0.707107,1.97618
0.59703,-0.378887,0.707107,1.97618
0.619642,-0.340651,0.707107,1.97618
0.639809,-0.301071,0.707107,1.97618
0.657451,-0.260303,0.707107,1.97618
0.672499,-0.218508,0.707107,1.97618
0.684892,-0.17585,0.707107,1.97618
0.694582,-0.132499,0.707107,1.97618
0.701531,-0.088624,0.707107,1.97618
0.705711,-0.0443996,0.707107,1.97618
0.707107,-1.73185e-16,0.707107,1.97618
0.728969,0,0.684547,1.97618
0.72753,0.0457723,0.684547,1.97618
0.72322,0.091364,0.684547,1.97618
0.716057,0.136595,0.684547,1.97618
0.706067,0.181287,0.684547,1.97618
0.69329,0.225264,0.684547,1.97618
0.677778,0.268351,0.684547,1.97618
0.659591,0.31038,0.684547,1.97618
0.6388,0.351183,0.684547,1.97618
0.615489,0.390601,0.684547,1.97618
0.589748,0.428477,0.684547,1.97618
0.56168,0.464662,0.684547,1.97618
0.531395,0.499013,0.684547,1.97618
0.499013,0.531395,0.684547,1.97618
0.464662,0.56168,0.684547,1.97618
0.428477,0.589748,0.684547,1.97618
0.390601,0.615489,0.684547,1.97618
0.351183,0.6388,0.684547,1.97618
0.31038,0.659591,0.684547,1.97618
0.268351,0.677778,0.684547,1.97618
0.225264,0.69329,0.684547,1.97618
0.181287,0.706067,0.684547,1.97618
0.136595,0.716057,0.684547,1.97618
0.091364,0.72322,0.684547,1.97618
0.0457723,0.72753,0.684547,1.97618
4.4635e-17,0.728969,0.684547,1.97618
-0.0457723,0.72753,0.684547,1.97618
-0.091364,0.72322,0.684547,1.97618
-0.136595,0.716057,0.684547,1.97618
-0.181287,0.706067,0.684547,1.97618
-0.225264,0.69329,0.684547,1.97618
-0.268351,0.677778,0.684547,1.97618
-0.31038,0.659591,0.684547,1.97618
-0.351183,0.6388,0.684547,1.97618
-0.390601,0.615489,0.684547,1.97618
-0.428477,0.589748,0.684547,1.97618
-0.464662,0.56168,0.684547,1.97618
-0.499013,0.531395,0.684547,1.97618
-0.531395,0.499013,0.684547,1.97618
-0.56168,0.464662,0.684547,1.97618
-0.589748,0.428477,0.684547,1.97618
-0.615489,0.390601,0.684547,1.97618
-0.6388,0.351183,0.684547,1.97618
-0.659591,0.31038,0.684547,1.97618
-0.677778,0.268351,0.684547,1.97618
-0.69329,0.225264,0.684547,1.97618
-0.706067,0.181287,0.684547,1.97618
-0.716057,0.136595,0.684547,1.97618
-0.72322,0.091364,0.684547,1.97618
-0.72753,0.0457723,0.684547,1.97618
-0.728969,8.927e-17,0.684547,1.97618
-0.72753,-0.0457723,0.684547,1.97618
-0.72322,-0.091364,0.684547,1.97618
-0.716057,-0.136595,0.684547,1.97618
-0.706067,-0.181287,0.684547,1.97618
-0.69329,-0.225264,0.684547,1.97618
-0.677778,-0.268351,0.684547,1.97618
-0.659591,-0.31038,0.684547,1.97618
-0.6388,-0.351183,0.684547,1.97618
-0.615489,-0.390601,0.684547,1.97618
-0.589748,-0.428477,0.684547,1.97618
-0.56168,-0.464662,0.684547,1.97618
-0.531395,-0.499013,0.684547,1.97618
-0.499013,-0.531395,0.684547,1.97618
-0.464662,-0.56168,0.684547,1.97618
-0.428477,-0.589748,0.684547,1.97618
-0.390601,-0.615489,0.684547,1.97618
-0.351183,-0.6388,0.684547,1.97618
-0.31038,-0.659591,0.684547,1.97618
-0.268351,-0.677778,0.684547,1.97618
-0.225264,-0.69329,0.684547,1.97618
-0.181287,-0.706067,0.684547,1.97618
-0.136595,-0.716057,0.684547,1.97618
-0.091364,-0.72322,0.684547,1.97618
-0.0457723,-0.72753,0.684547,1.97618
-1.33905e-16,-0.728969,0.684547,1.97618
0.0457723,-0.72753,0.684547,1.97618
0.091364,-0.72322,0.684547,1.97618
0.136595,-0.716057,0.684547,1.97618
0.181287,-0.706067,0.684547,1.97618
0.225264,-0.69329,0.684547,1.97618
0.268351,-0.677778,0.684547,1.97618
0.31038,-0.659591,0.684547,1.97618
0.351183,-0.6388,0.684547,1.97618
0.390601,-0.615489,0.684547,1.97618
0.428477,-0.589748,0.684547,1.97618
0.464662,-0.56168,0.684547,1.97618
0.499013,-0.531395,0.684547,1.97618
0.531395,-0.499013,0.684547,1.97618
0.56168,-0.464662,0.684547,1.97618
0.589748,-0.428477,0.684547,1.97618
0.615489,-0.390601,0.684547,1.97618
0.6388,-0.351183,0.684547,1.97618
0.659591,-0.31038,0.684547,1.97618
0.677778,-0.268351,0.684547,1.97618
0.69329,-0.225264,0.684547,1.97618
0.706067,-0.181287,0.684547,1.97618
0.716057,-0.136595,0.684547,1.97618
0.72322,-0.091364,0.684547,1.97618
0.72753,-0.0457723,0.684547,1.97618
0.728969,-1.7854e-16,0.684547,1.97618
0.750111,0,0.661312,1.97618
0.748631,0.0470999,0.661312,1.97618
0.744196,0.0940138,0.661312,1.97618
0.736825,0.140557,0.661312,1.97618
0.726545,0.186545,0.661312,1.97618
0.713398,0.231797,0.661312,1.97618
0.697436,0.276134,0.661312,1.97618
0.678721,0.319382,0.661312,1.97618
0.657327,0.361369,0.661312,1.97618
0.63334,0.40193,0.661312,1.97618
0.606853,0.440904,0.661312,1.97618
0.577971,0.478139,0.661312,1.97618
0.546807,0.513486,0.661312,1.97618
0.513486,0.546807,0.661312,1.97618
0.478139,0.577971,0.661312,1.97618
0.440904,0.606853,0.661312,1.97618
0.40193,0.63334,0.661312,1.97618
0.361369,0.657327,0.661312,1.97618
0.319382,0.678721,0.661312,1.97618
0.276134,0.697436,0.661312,1.97618
0.231797,0.713398,0.661312,1.97618
0.186545,0.726545,0.661312,1.97618
0.140557,0.736825,0.661312,1.97618
0.0940138,0.744196,0.661312,1.97618
0.0470999,0.748631,0.661312,1.97618
4.59295e-17,0.750111,0.661312,1.97618
-0.0470999,0.748631,0.661312,1.97618
-0.0940138,0.744196,0.661312,1.97618
-0.140557,0.736825,0.661312,1.97618
-0.186545,0.726545,0.661312,1.97618
-0.231797,0.713398,0.661312,1.97618
-0.276134,0.697436,0.661312,1.97618
-0.319382,0.678721,0.661312,1.97618
-0.361369,0.657327,0.661312,1.97618
-0.40193,0.63334,0.661312,1.97618
-0.440904,0.606853,0.661312,1.97618
-0.478139,0.577971,0.661312,1.97618
-0.513486,0.546807,0.661312,1.97618
-0.546807,0.513486,0.661312,1.97618
-0.577971,0.478139,0.661312,1.97618
-0.606853,0.440904,0.661312,1.97618
-0.63334,0.40193,0.661312,1.97618
-0.657327,0.361369,0.661312,1.97618
-0.678721,0.319382,0.661312,1.97618
-0.697436,0.276134,0.661312,1.97618
-0.713398,0.231797,0.661312,1.97618
-0.726545,0.186545,0.661312,1.97618
-0.736825,0.140557,0.661312,1.97618
-0.744196,0.0940138,0.661312,1.97618
-0.748631,0.0470999,0.661312,1.97618
-0.750111,9.18591e-17,0.661312,1.97618
-0.748631,-0.0470999,0.661312,1.97618
-0.744196,-0.0940138,0.661312,1.97618
-0.736825,-0.140557,0.661312,1.97618
-0.726545,-0.186545,0.661312,1.97618
-0.713398,-0.231797,0.661312,1.97618
-0.697436,-0.276134,0.661312,1.97618
-0.678721,-0.319382,0.661312,1.97618
-0.657327,-0.361369,0.661312,1.97618
-0.63334,-0.40193,0.661312,1.97618
-0.606853,-0.440904,0.661312,1.97618
-0.577971,-0.478139,0.661312,1.97618
-0.546807,-0.513486,0.661312,1.97618
-0.513486,-0.546807,0.661312,1.97618
-0.478139,-0.577971,0.661312,1.97618
-0.440904,-0.606853,0.661312,1.97618
-0.40193,-0.63334,0.661312,1.97618
-0.361369,-0.657327,0.661312,1.97618
-0.319382,-0.678721,0.661312,1.97618
-0.276134,-0.697436,0.661312,1.97618
-0.231797,-0.713398,0.661312,1.97618
-0.186545,-0.726545,0.661312,1.97618
-0.140557,-0.736825,0.661312,1.97618
-0.0940138,-0.744196,0.661312,1.97618
-0.0470999,-0.748631,0.661312,1.97618
-1.37789e-16,-0.750111,0.661312,1.97618
0.0470999,-0.748631,0.661312,1.97618
0.0940138,-0.744196,0.661312,1.97618
0.140557,-0.736825,0.661312,1.97618
0.186545,-0.726545,0.661312,1.97618
0.231797,-0.713398,0.661312,1.97618
0.276134,-0.697436,0.661312,1.97618
0.319382,-0.678721,0.661312,1.97618
0.361369,-0.657327,0.661312,1.97618
0.40193,-0.63334,0.661312,1.97618
0.440904,-0.606853,0.661312,1.97618
0.478139,-0.577971,0.661312,1.97618
0.513486,-0.546807,0.661312,1.97618
0.546807,-0.513486,0.661312,1.97618
0.577971,-0.478139,0.661312,1.97618
0.606853,-0.440904,0.661312,1.97618
0.63334,-0.40193,0.661312,1.97618
0.657327,-0.361369,0.661312,1.97618
0.678721,-0.319382,0.661312,1.97618
0.697436,-0.276134,0.661312,1.97618
0.713398,-0.231797,0.661312,1.97618
