(0,0)
(-0.00117776,-0)
(0.00316882,-0)
(0,0)
(0,0)
(0.0014696,-0)
(0,0)
(0.000949038,-0)
(0.00164561,0)
(0,0)
(0,0)
(0.00405581,0)
(0.00213649,0)
(0,0)
(0,0)
(0.00363524,0)
(0,0)
(0.00632207,0)
(0,0)
(0,0)
(0,0)
(-0.00280852,0)
(0,0)
(0.000880869,-0)
(0.00228737,-0)
(0,0)
(0.00468361,-0)
(0,0)
(0,0)
(0.00214575,-0)
(-0.00249043,0)
(0,0)
(-0.00105973,0)
(0,0)
(0,0)
(0.00145266,0)
(-0.000905279,0)
(0,0)
(0.0227844,0)
(0,0)
(0,0)
(-0.00654398,0)
(0.00630888,-0)
(0,0)
(-0.00463287,-0)
(0,0)
(0,0)
(-0.00138847,-0)
(0,0)
(-0.000438575,0)
(0,0)
(-0.00302585,-0)
(-0.00226344,0)
(0,0)
(0.0048694,-0)
(0,0)
(-0.00601218,0)
(0,0)
(-0.00133357,0)
(0,0)
(0,0)
(0.00191889,-0)
(-0.000465508,0)
(0,0)
(-0.00311902,0)
(0,0)
(0,0)
(0.00482002,-0)
(0,0)
(-0.0047715,-0)
(0.00275039,-0)
(0,0)
(0,0)
(-0.00622636,0)
(0,0)
(0.000822175,-0)
(0.00267086,-0)
(0,0)
(-0.000343318,0)
(0,0)
(0,0)
(5.32411e-05,-0)
(-0.00165255,0)
(0,0)
(-0.0017682,-0)
(0,0)
(-0.0022167,0)
(0,0)
(0,0)
(-0.00149389,0)
(0,0)
(0.000521017,-0)
(0,0)
(0.000451806,0)
(-0.000909393,-0)
(0,0)
(0.00202835,0)
(0,0)
(-0.00255168,0)
(0,0)
(-0.003978,-0)
(0,0)
(0,0)
(0.000939696,0)
(-0.00100553,0)
(0,0)
(-0.00198699,0)
(0,0)
(-0.00430123,0)
(0,0)
(0,0)
(-0.000266643,0)
(-0.000401385,-0)
(0,0)
(-0.00273121,0)
(0,0)
(-0.000222146,-0)
(0,0)
(0.00377513,-0)
(0,0)
(0.00232442,-0)
(0,0)
(-0.000838041,0)
(0,0)
(-0.00310708,0)
(0,0)
(0.00473965,0)
(0,0)
(0,0)
(-0.00321778,-0)
(0,0)
(0.00206466,0)
(-0.00447278,0)
(0,0)
(0.00297987,-0)
(0,0)
(0.00412319,-0)
(0,0)
(-0.0122518,-0)
(0,0)
(-0.0137717,-0)
(0,0)
(0.0104402,-0)
(0,0)
(-0.00549523,0)
(0,0)
(-0.00137463,0)
(0,0)
(-0.00078068,0)
(0,0)
(0.0002756,-0)
(0,0)
(-0.00177758,-0)
(0,0)
(-5.99057e-05,-0)
(0,0)
(-0.00487675,-0)
(0,0)
(0.00995094,-0)
(0,0)
(-0.00689218,-0)
(0,0)
(-0.00353461,0)
(0,0)
(0.00155786,-0)
(0,0)
(0.00145606,-0)
(0,0)
(-0.000462903,-0)
(0,0)
(-0.00175746,0)
(0,0)
(0.000751869,0)
(0,0)
(0.00406947,-0)
(0,0)
(0.00219227,-0)
(0,0)
(0.017395,-0)
(0,0)
(-0.00622066,-0)
(0,0)
(0.00131185,0)
(0,0)
(0.00152827,-0)
(0,0)
(6.32203e-05,-0)
(0,0)
(0.000314526,-0)
(0,0)
(0.00773506,0)
(0,0)
(0.00559634,0)
(0,0)
(0.00164469,-0)
(0,0)
(0.00399221,-0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(-0.00391573,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(-0.0158302,-0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(-0.0121247,-0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(-0.00148656,0)
(0,0)
(0,0)
(0,0)
(-0.00550949,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
