frequency,beta,direction,flux,type
3.055555555555556,29.999999999999996,X2,-6.133008544303743e-21,incident
3.3333333333333335,29.999999999999996,X2,-1.7542570667852702e-20,incident
1.6666666666666665,29.999999999999996,Y1,1.0327778678506557e-21,incident
1.9444444444444444,29.999999999999996,Y1,9.699295006196016e-21,incident
2.2222222222222223,29.999999999999996,Y1,5.142313465710618e-20,incident
2.5,29.999999999999996,Y1,-5.679815302937209e-19,incident
2.7777777777777777,29.999999999999996,Y1,-2.631902484017632e-19,incident
3.055555555555556,29.999999999999996,Y1,7.846732966009209e-20,incident
3.3333333333333335,29.999999999999996,Y1,1.26874145640832e-19,incident
1.6666666666666665,29.999999999999996,Y2,6.883668128716088e-22,incident
1.9444444444444444,29.999999999999996,Y2,-2.911928811176161e-20,incident
2.2222222222222223,29.999999999999996,Y2,-1.8656650161740257e-20,incident
2.5,29.999999999999996,Y2,5.468755517656516e-19,incident
2.7777777777777777,29.999999999999996,Y2,9.313541759827046e-20,incident
3.055555555555556,29.999999999999996,Y2,3.253290747279769e-20,incident
3.3333333333333335,29.999999999999996,Y2,-8.818431770330847e-20,incident
1.6666666666666665,29.999999999999996,Z1,-6.05779281047316e-07,incident
1.9444444444444444,29.999999999999996,Z1,-0.00020529449441227665,incident
2.2222222222222223,29.999999999999996,Z1,-0.0078117607789464395,incident
2.5,29.999999999999996,Z1,-0.03317100460478187,incident
2.7777777777777777,29.999999999999996,Z1,-0.01632794285385266,incident
3.055555555555556,29.999999999999996,Z1,-0.0010021168728754765,incident
3.3333333333333335,29.999999999999996,Z1,-1.787767360725716e-05,incident
1.6666666666666665,29.999999999999996,Z2,-5.991711475023183e-07,incident
1.9444444444444444,29.999999999999996,Z2,-0.0002056734485099209,incident
2.2222222222222223,29.999999999999996,Z2,-0.007816649201089619,incident
2.5,29.999999999999996,Z2,-0.03316761779243275,incident
2.7777777777777777,29.999999999999996,Z2,-0.01631064521657962,incident
3.055555555555556,29.999999999999996,Z2,-0.0010024731434632912,incident
3.3333333333333335,29.999999999999996,Z2,-2.023967967544624e-05,incident
1.6666666666666665,45.0,X1,8.834562230851363e-22,incident
1.9444444444444444,45.0,X1,2.342298436077983e-20,incident
2.2222222222222223,45.0,X1,-1.7409138352558895e-20,incident
2.5,45.0,X1,-3.806943399534469e-19,incident
2.7777777777777777,45.0,X1,1.5645021981381623e-19,incident
3.055555555555556,45.0,X1,-5.521874026485906e-20,incident
3.3333333333333335,45.0,X1,3.5946558789602977e-20,incident
1.6666666666666665,45.0,X2,8.3904011620795825e-22,incident
1.9444444444444444,45.0,X2,-1.764340679695275e-20,incident
2.2222222222222223,45.0,X2,-1.0611918072325609e-19,incident
2.5,45.0,X2,1.9938840776087115e-19,incident
2.7777777777777777,45.0,X2,3.79050093712958e-20,incident
3.055555555555556,45.0,X2,-1.0423492192528928e-20,incident
3.3333333333333335,45.0,X2,-3.5450031701456727e-20,incident
1.6666666666666665,45.0,Y1,7.055324497418821e-22,incident
1.9444444444444444,45.0,Y1,5.475883199029674e-21,incident
2.2222222222222223,45.0,Y1,2.6773471982573877e-20,incident
2.5,45.0,Y1,-5.209702771657453e-19,incident
2.7777777777777777,45.0,Y1,-1.8904652055036896e-19,incident
3.055555555555556,45.0,Y1,5.314264561612323e-20,incident
3.3333333333333335,45.0,Y1,8.456947472708329e-20,incident
1.6666666666666665,45.0,Y2,3.6309345979550807e-22,incident
1.9444444444444444,45.0,Y2,-2.4186704115322865e-20,incident
2.2222222222222223,45.0,Y2,9.370455993936631e-21,incident
2.5,45.0,Y2,4.043170841567006e-19,incident
2.7777777777777777,45.0,Y2,2.7053394376123643e-20,incident
3.055555555555556,45.0,Y2,2.2663653370193178e-20,incident
3.3333333333333335,45.0,Y2,-5.879508805470078e-20,incident
1.6666666666666665,45.0,Z1,-6.057792810473177e-07,incident
1.9444444444444444,45.0,Z1,-0.00020529449441227682,incident
2.2222222222222223,45.0,Z1,-0.007811760778946444,incident
2.5,45.0,Z1,-0.03317100460478188,incident
2.7777777777777777,45.0,Z1,-0.016327942853852674,incident
3.055555555555556,45.0,Z1,-0.001002116872875477,incident
3.3333333333333335,45.0,Z1,-1.7877673607257116e-05,incident
1.6666666666666665,45.0,Z2,-5.991711475023189e-07,incident
1.9444444444444444,45.0,Z2,-0.00020567344850992104,incident
2.2222222222222223,45.0,Z2,-0.007816649201089623,incident
2.5,45.0,Z2,-0.03316761779243277,incident
2.7777777777777777,45.0,Z2,-0.01631064521657963,incident
3.055555555555556,45.0,Z2,-0.0010024731434632918,incident
3.3333333333333335,45.0,Z2,-2.023967967544625e-05,incident
1.6666666666666665,59.99999999999999,X1,1.0736341496590491e-21,incident
1.9444444444444444,59.99999999999999,X1,3.109444610123348e-20,incident
2.2222222222222223,59.99999999999999,X1,-4.826880985106364e-20,incident
2.5,59.99999999999999,X1,-2.7435739310420666e-19,incident
2.7777777777777777,59.99999999999999,X1,1.4703974563030966e-19,incident
3.055555555555556,59.99999999999999,X1,-8.232522148936135e-20,incident
3.3333333333333335,59.99999999999999,X1,5.3744561665224693e-20,incident
1.6666666666666665,59.99999999999999,X2,5.947921744248188e-22,incident
1.9444444444444444,59.99999999999999,X2,-1.4901037236011078e-20,incident
2.2222222222222223,59.99999999999999,X2,-4.678590125803219e-20,incident
2.5,59.99999999999999,X2,1.6626406834385462e-19,incident
2.7777777777777777,59.99999999999999,X2,4.936560895775576e-20,incident
3.055555555555556,59.99999999999999,X2,-1.4713975840754102e-20,incident
3.3333333333333335,59.99999999999999,X2,-5.33574927350607e-20,incident
1.6666666666666665,59.99999999999999,Y1,3.7828703163310793e-22,incident
1.9444444444444444,59.99999999999999,Y1,1.2524713918633276e-21,incident
2.2222222222222223,59.99999999999999,Y1,2.12380930804156e-21,incident
2.5,59.99999999999999,Y1,-4.739590240377692e-19,incident
2.7777777777777777,59.99999999999999,Y1,-1.1490279269897456e-19,incident
3.055555555555556,59.99999999999999,Y1,2.7817961572154333e-20,incident
3.3333333333333335,59.99999999999999,Y1,4.2264803813334495e-20,incident
1.6666666666666665,59.99999999999999,Y2,3.782010671940724e-23,incident
1.9444444444444444,59.99999999999999,Y2,-1.9254120118884086e-20,incident
2.2222222222222223,59.99999999999999,Y2,3.7397562149613495e-20,incident
2.5,59.99999999999999,Y2,2.6175861654774906e-19,incident
2.7777777777777777,59.99999999999999,Y2,-3.902862884602317e-20,incident
3.055555555555556,59.99999999999999,Y2,1.2794399267588646e-20,incident
3.3333333333333335,59.99999999999999,Y2,-2.9405858406093046e-20,incident
1.6666666666666665,59.99999999999999,Z1,-6.057792810473185e-07,incident
1.9444444444444444,59.99999999999999,Z1,-0.00020529449441227673,incident
2.2222222222222223,59.99999999999999,Z1,-0.0078117607789464395,incident
2.5,59.99999999999999,Z1,-0.03317100460478187,incident
2.7777777777777777,59.99999999999999,Z1,-0.016327942853852664,incident
3.055555555555556,59.99999999999999,Z1,-0.0010021168728754763,incident
3.3333333333333335,59.99999999999999,Z1,-1.787767360725705e-05,incident
1.6666666666666665,59.99999999999999,Z2,-5.991711475023188e-07,incident
1.9444444444444444,59.99999999999999,Z2,-0.00020567344850992093,incident
2.2222222222222223,59.99999999999999,Z2,-0.007816649201089619,incident
2.5,59.99999999999999,Z2,-0.03316761779243275,incident
2.7777777777777777,59.99999999999999,Z2,-0.016310645216579624,incident
3.055555555555556,59.99999999999999,Z2,-0.0010024731434632914,incident
3.3333333333333335,59.99999999999999,Z2,-2.0239679675446235e-05,incident
1.6666666666666665,74.99999999999999,X1,1.2128540543892578e-21,incident
1.9444444444444444,74.99999999999999,X1,3.6710345863566356e-20,incident
2.2222222222222223,74.99999999999999,X1,-7.085965729285437e-20,incident
2.5,74.99999999999999,X1,-1.965133452888117e-19,incident
2.7777777777777777,74.99999999999999,X1,1.4015080040466775e-19,incident
3.055555555555556,74.99999999999999,X1,-1.0216854296010896e-19,incident
3.3333333333333335,74.99999999999999,X1,6.677360404343684e-20,incident
1.6666666666666665,74.99999999999999,X2,4.159902713954359e-22,incident
1.9444444444444444,74.99999999999999,X2,-1.289348338427143e-20,incident
2.2222222222222223,74.99999999999999,X2,-3.3509261098051496e-21,incident
2.5,74.99999999999999,X2,1.4201536892344227e-19,incident
2.7777777777777777,74.99999999999999,X2,5.775535014024738e-20,incident
3.055555555555556,74.99999999999999,X2,-1.785482786029842e-20,incident
3.3333333333333335,74.99999999999999,X2,-6.646666404621877e-20,incident
1.6666666666666665,74.99999999999999,Y1,1.3872675903336497e-22,incident
1.9444444444444444,74.99999999999999,Y1,-1.8392806322687294e-21,incident
2.2222222222222223,74.99999999999999,Y1,-1.5920996159150248e-20,incident
2.5,74.99999999999999,Y1,-4.395443982206099e-19,incident
2.7777777777777777,74.99999999999999,Y1,-6.062581684919429e-20,incident
3.055555555555556,74.99999999999999,Y1,9.279006166340248e-21,incident
3.3333333333333335,74.99999999999999,Y1,1.1295635306989112e-20,incident
1.6666666666666665,74.99999999999999,Y2,-2.002965140805892e-22,incident
1.9444444444444444,74.99999999999999,Y2,-1.5643218020889777e-20,incident
2.2222222222222223,74.99999999999999,Y2,5.791482784469545e-20,incident
2.5,74.99999999999999,Y2,1.5739857520883466e-19,incident
2.7777777777777777,74.99999999999999,Y2,-8.740402731158115e-20,incident
3.055555555555556,74.99999999999999,Y2,5.5696038316745485e-21,incident
3.3333333333333335,74.99999999999999,Y2,-7.891449108002564e-21,incident
1.6666666666666665,74.99999999999999,Z1,-6.057792810473199e-07,incident
1.9444444444444444,74.99999999999999,Z1,-0.00020529449441227692,incident
2.2222222222222223,74.99999999999999,Z1,-0.007811760778946445,incident
2.5,74.99999999999999,Z1,-0.03317100460478189,incident
2.7777777777777777,74.99999999999999,Z1,-0.016327942853852678,incident
3.055555555555556,74.99999999999999,Z1,-0.001002116872875477,incident
3.3333333333333335,74.99999999999999,Z1,-1.787767360725702e-05,incident
1.6666666666666665,74.99999999999999,Z2,-5.991711475023193e-07,incident
1.9444444444444444,74.99999999999999,Z2,-0.0002056734485099211,incident
2.2222222222222223,74.99999999999999,Z2,-0.007816649201089624,incident
2.5,74.99999999999999,Z2,-0.03316761779243277,incident
2.7777777777777777,74.99999999999999,Z2,-0.016310645216579635,incident
3.055555555555556,74.99999999999999,Z2,-0.001002473143463292,incident
3.3333333333333335,74.99999999999999,Z2,-2.0239679675446242e-05,incident
1.6666666666666665,90.0,X1,1.2638120762329628e-21,incident
1.9444444444444444,90.0,X1,3.876590784168716e-20,incident
2.2222222222222223,90.0,X1,-7.912848134956845e-20,incident
2.5,90.0,X1,-1.680204462549665e-19,incident
2.7777777777777777,90.0,X1,1.376292714468032e-19,incident
3.055555555555556,90.0,X1,-1.0943170271386372e-19,incident
3.3333333333333335,90.0,X1,7.154256454084646e-20,incident
1.6666666666666665,90.0,X2,3.5054423264167965e-22,incident
1.9444444444444444,90.0,X2,-1.2158667675069413e-20,incident
2.2222222222222223,90.0,X2,1.2547378207191727e-20,incident
2.5,90.0,X2,1.3313972892683825e-19,incident
2.7777777777777777,90.0,X2,6.082620854421577e-20,incident
3.055555555555556,90.0,X2,-1.900445948897929e-20,incident
3.3333333333333335,90.0,X2,-7.126495376866473e-20,incident
1.6666666666666665,90.0,Y1,5.1041613524333685e-23,incident
1.9444444444444444,90.0,Y1,-2.9709404153030212e-21,incident
2.2222222222222223,90.0,Y1,-2.2525853366490774e-20,incident
2.5,90.0,Y1,-4.269477709097935e-19,incident
2.7777777777777777,90.0,Y1,-4.0759064847580177e-20,incident
3.055555555555556,90.0,Y1,2.493277528185433e-21,incident
3.3333333333333335,90.0,Y1,-3.9867100414294685e-23,incident
1.6666666666666665,90.0,Y2,-2.874532463566939e-22,incident
1.9444444444444444,90.0,Y2,-1.432153612244532e-20,incident
2.2222222222222223,90.0,Y2,6.542466830529041e-20,incident
2.5,90.0,Y2,1.1920014893879768e-19,incident
2.7777777777777777,90.0,Y2,-1.0511065206817007e-19,incident
3.055555555555556,90.0,Y2,2.925145164984116e-21,incident
3.3333333333333335,90.0,Y2,-1.6628757485302467e-23,incident
1.6666666666666665,90.0,Z1,-6.0577928104732e-07,incident
1.9444444444444444,90.0,Z1,-0.00020529449441227684,incident
2.2222222222222223,90.0,Z1,-0.007811760778946441,incident
2.5,90.0,Z1,-0.033171004604781874,incident
2.7777777777777777,90.0,Z1,-0.01632794285385267,incident
3.055555555555556,90.0,Z1,-0.0010021168728754765,incident
3.3333333333333335,90.0,Z1,-1.7877673607257e-05,incident
1.6666666666666665,90.0,Z2,-5.991711475023191e-07,incident
1.9444444444444444,90.0,Z2,-0.000205673448509921,incident
2.2222222222222223,90.0,Z2,-0.00781664920108962,incident
2.5,90.0,Z2,-0.033167617792432755,incident
2.7777777777777777,90.0,Z2,-0.016310645216579628,incident
3.055555555555556,90.0,Z2,-0.0010024731434632916,incident
3.3333333333333335,90.0,Z2,-2.0239679675446235e-05,incident
