0.251928+0.963101i
0.524745+0.843267i
0.614959+0.777689i
0.533248+0.835323i
0.283972+0.950531i
-0.0856753+0.990281i
-0.457324+0.884872i
-0.729534+0.680659i
-0.88424+0.46463i
0.424308+0.901716i
0.703727+0.702507i
0.796083+0.592354i
0.739304+0.66029i
0.520425+0.844152i
0.143587+0.982891i
-0.282607+0.95445i
-0.623965+0.777956i
-0.831789+0.552545i
0.560146+0.825538i
0.833237+0.54485i
0.917342+0.38055i
0.888491+0.439804i
0.725095+0.675762i
0.376448+0.918346i
-0.0831023+0.991168i
-0.493162+0.866172i
-0.763011+0.643705i
0.659944+0.749347i
0.91834+0.386974i
0.980896+0.158898i
0.973112+0.187852i
0.882105+0.449786i
0.599386+0.789573i
0.136415+0.98426i
-0.336189+0.937655i
-0.675855+0.734231i
0.730122+0.682017i
0.968889+0.235549i
0.991379+-0.0661284i
0.986032+-0.0871423i
0.973552+0.16961i
0.795024+0.588976i
0.368159+0.921532i
-0.153699+0.98344i
-0.56912+0.819335i
0.779946+0.624911i
0.99339+0.0867194i
0.947263+-0.296301i
0.911926+-0.378249i
0.972003+-0.158416i
0.936512+0.310156i
0.59847+0.789353i
0.0510472+0.993237i
-0.442958+0.89352i
0.819038+0.572848i
0.994127+-0.0705472i
0.834653+-0.532707i
0.722882+-0.665696i
0.836281+-0.510033i
0.981502+-0.0426978i
0.803425+0.575575i
0.270537+0.956117i
-0.299461+0.951012i
0.855469+0.516638i
0.964006+-0.248015i
0.6281+-0.760432i
0.389627+-0.894855i
0.524436+-0.818756i
0.87486+-0.435479i
0.945816+0.277798i
0.491256+0.862769i
-0.143249+0.986578i
0.893829+0.446332i
0.886276+-0.449068i
0.305995+-0.932304i
-0.0789817+-0.9646i
0.0395478+-0.96323i
0.574274+-0.78399i
0.979887+-0.0835198i
0.693359+0.709856i
0.0182058+0.996828i
0.933475+0.354876i
0.740747+-0.659167i
-0.115484+-0.969459i
-0.57969+-0.765521i
-0.505891+-0.812223i
0.101345+-0.962437i
0.870171+-0.455523i
0.854001+0.505431i
0.174916+0.981863i
0.968542+0.24208i
0.519346+-0.843301i
-0.550836+-0.802925i
-0.912564+-0.286227i
-0.88921+-0.345373i
-0.42115+-0.870623i
0.620018+-0.762744i
0.955307+0.272039i
0.315632+0.946688i
0.991423+0.117818i
0.244133+-0.96048i
-0.867862+-0.445508i
-0.909434+0.305349i
-0.922286+0.258889i
-0.815455+-0.528049i
0.287228+-0.943465i
0.994134+0.0435545i
0.429779+0.901499i
0.998958+0.00209403i
-0.0306358+-0.993246i
-0.982159+-0.0174588i
-0.603497+0.759397i
-0.634527+0.733066i
-0.976638+-0.088006i
-0.0365773+-0.990765i
0.986856+-0.144422i
0.509133+0.860084i
0.996568+-0.0793151i
-0.24161+-0.967715i
-0.935309+0.329954i
-0.215306+0.961566i
-0.253624+0.952239i
-0.953712+0.271216i
-0.271598+-0.959127i
0.9637+-0.264433i
0.548116+0.836351i
0.994828+-0.101259i
-0.343094+-0.939172i
-0.858359+0.511151i
0.037726+0.99712i
-0.00417181+0.997916i
-0.889474+0.455049i
-0.376764+-0.926183i
0.953964+-0.299868i
0.542532+0.839872i
0.997955+-0.0440132i
-0.308925+-0.949719i
-0.861292+0.505115i
0.0503406+0.996968i
0.0052541+0.998157i
-0.895047+0.442129i
-0.336286+-0.940111i
0.969259+-0.240658i
0.488103+0.871722i
0.990995+0.102187i
-0.120022+-0.985519i
-0.944386+0.289458i
-0.201318+0.961918i
-0.246531+0.951361i
-0.963745+0.214929i
-0.137799+-0.982458i
0.99211+-0.0815324i
0.38108+0.92205i
0.936667+0.327793i
0.219094+-0.958576i
-0.958194+-0.148697i
-0.63226+0.718128i
-0.665391+0.688218i
-0.943563+-0.224025i
0.209795+-0.959766i
0.976713+0.168227i
0.221998+0.971033i
1.54327e-17+5.89982e-17i
3.23068e-17+5.1917e-17i
3.79632e-17+4.8009e-17i
3.29093e-17+5.15518e-17i
1.79641e-17+6.01306e-17i
-5.2534e-18+6.07216e-17i
-2.87931e-17+5.57115e-17i
-4.52793e-17+4.22458e-17i
-5.45044e-17+2.86397e-17i
2.59354e-17+5.51164e-17i
4.38652e-17+4.37892e-17i
4.90369e-17+3.64876e-17i
4.56159e-17+4.07406e-17i
3.2009e-17+5.192e-17i
8.55133e-18+5.8536e-17i
-1.72939e-17+5.84067e-17i
-3.76275e-17+4.69137e-17i
-5.0535e-17+3.35697e-17i
3.367e-17+4.96225e-17i
5.11097e-17+3.34204e-17i
5.63522e-17+2.33771e-17i
5.48198e-17+2.71359e-17i
4.46074e-17+4.15725e-17i
2.30753e-17+5.62922e-17i
-5.08343e-18+6.06304e-17i
-2.9725e-17+5.22079e-17i
-4.66698e-17+3.93724e-17i
3.95734e-17+4.49345e-17i
5.54143e-17+2.33507e-17i
5.99955e-17+9.71883e-18i
6.00746e-17+1.15969e-17i
5.4316e-17+2.76958e-17i
3.46561e-17+4.56527e-17i
8.58017e-18+6.19075e-17i
-2.05438e-17+5.72982e-17i
-4.13165e-17+4.48851e-17i
4.3676e-17+4.07984e-17i
5.91817e-17+1.43878e-17i
6.10443e-17+-4.07186e-18i
6.09659e-17+-5.38796e-18i
6.00677e-17+1.04649e-17i
4.6011e-17+3.40862e-17i
2.12214e-17+5.31189e-17i
-9.38481e-18+6.00487e-17i
-3.47649e-17+5.00494e-17i
4.72112e-17+3.78267e-17i
6.05354e-17+5.28452e-18i
