0.251928+0.963101i
5.75035e-17+-1.79869e-17i
5.65506e-17+-2.34561e-17i
6.18984e-17+-1.00881e-17i
5.75867e-17+1.90717e-17i
3.65813e-17+4.8249e-17i
3.11342e-18+6.05785e-17i
-2.70288e-17+5.45217e-17i
4.87122e-17+3.40701e-17i
6.04061e-17+-4.28666e-18i
5.14258e-17+-3.28219e-17i
4.49628e-17+-4.14059e-17i
5.20678e-17+-3.17553e-17i
5.70431e-17+-2.48152e-18i
4.90848e-17+3.51644e-17i
1.55272e-17+5.48753e-17i
-1.77235e-17+5.62853e-17i
5.21557e-17+3.14981e-17i
6.17132e-17+-1.58773e-17i
3.65242e-17+-4.42193e-17i
2.44416e-17+-5.61348e-17i
3.47658e-17+-5.42768e-17i
5.40922e-17+-2.69255e-17i
5.10474e-17+1.49932e-17i
2.98284e-17+5.23863e-17i
-8.45908e-18+5.82589e-17i
5.34327e-17+2.66815e-17i
5.3362e-17+-2.7038e-17i
1.88786e-17+-5.75191e-17i
-5.13543e-18+-6.27189e-17i
2.50131e-18+-6.09221e-17i
3.55799e-17+-4.85731e-17i
5.95912e-17+-5.07921e-18i
3.94958e-17+4.04355e-17i
1.13513e-18+6.21521e-17i
5.54149e-17+2.10669e-17i
4.94384e-17+-4.39937e-17i
-7.11321e-18+-5.97135e-17i
-3.48126e-17+-4.59724e-17i
-3.4053e-17+-5.46732e-17i
6.27361e-18+-5.95783e-17i
5.25844e-17+-2.75272e-17i
5.13061e-17+3.03649e-17i
1.05603e-17+5.92789e-17i
5.53094e-17+1.38242e-17i
3.0684e-17+-4.9824e-17i
-3.37262e-17+-4.91609e-17i
-5.82533e-17+-1.82712e-17i
-5.67571e-17+-2.20447e-17i
-2.59126e-17+-5.35679e-17i
3.70761e-17+-4.56109e-17i
5.35631e-17+1.5253e-17i
1.84173e-17+5.52399e-17i
5.77341e-17+6.86094e-18i
1.42121e-17+-5.5914e-17i
-5.25033e-17+-2.6952e-17i
-6.10695e-17+2.05045e-17i
-5.18691e-17+1.45598e-17i
-4.95408e-17+-3.20802e-17i
1.69253e-17+-5.55949e-17i
5.85959e-17+2.56717e-18i
2.49449e-17+5.23241e-17i
5.75346e-17+1.20605e-19i
-1.96699e-18+-6.37721e-17i
-5.83929e-17+-1.03799e-18i
-3.78566e-17+4.7636e-17i
-3.97405e-17+4.5912e-17i
-6.51737e-17+-5.87288e-18i
-1.86275e-18+-5.04562e-17i
6.09647e-17+-8.9219e-18i
2.98434e-17+5.04147e-17i
5.51109e-17+-4.38618e-18i
-1.27613e-17+-5.11127e-17i
-4.80256e-17+1.69422e-17i
-1.40336e-17+6.26747e-17i
-1.47119e-17+5.52363e-17i
-5.58076e-17+1.58705e-17i
-1.64285e-17+-5.80159e-17i
5.73319e-17+-1.57315e-17i
3.24823e-17+4.95637e-17i
5.59691e-17+-5.69683e-18i
-1.88074e-17+-5.14826e-17i
-4.94042e-17+2.94201e-17i
2.36047e-18+6.23886e-17i
-2.53168e-19+6.0559e-17i
-5.28923e-17+2.70593e-17i
-2.09326e-17+-5.14578e-17i
5.50109e-17+-1.72921e-17i
3.20997e-17+4.96923e-17i
5.65704e-17+-2.49495e-18i
-1.71789e-17+-5.28127e-17i
-4.94957e-17+2.90273e-17i
3.06012e-18+6.06039e-17i
3.18599e-19+6.05265e-17i
-5.15975e-17+2.54878e-17i
-2.01292e-17+-5.62726e-17i
5.57096e-17+-1.38322e-17i
2.89115e-17+5.16342e-17i
6.00022e-17+6.18715e-18i
-6.74168e-18+-5.53569e-17i
-6.16381e-17+1.88923e-17i
-1.10144e-17+5.2628e-17i
-1.4318e-17+5.5253e-17i
-5.6294e-17+1.25544e-17i
-6.88321e-18+-4.90749e-17i
5.74066e-17+-4.71772e-18i
2.26587e-17+5.48244e-17i
5.41254e-17+1.89416e-17i
1.25532e-17+-5.49225e-17i
-5.72411e-17+-8.88294e-18i
-4.0157e-17+4.56108e-17i
-4.69587e-17+4.85696e-17i
-5.64774e-17+-1.34091e-17i
1.36532e-17+-6.24605e-17i
6.40175e-17+1.10263e-17i
1.32772e-17+5.80754e-17i
-0.00215964+-0.00825614i
-0.00322178+-0.00517741i
-9.74778e-05+-0.000123272i
0.0034839+0.00545746i
0.00298478+0.00999085i
-0.000908347+0.0104992i
-0.00370934+0.00717716i
-0.00367673+0.0034304i
-0.00233476+0.00122682i
-0.00359675+-0.0076436i
-0.00467121+-0.00466311i
-0.000673829+-0.000501387i
0.00477068+0.00426081i
0.00595423+0.00965802i
0.00175576+0.0120186i
-0.00277034+0.00935627i
-0.0039636+0.0049418i
-0.00287947+0.00191279i
-0.00439143+-0.00647204i
-0.00579173+-0.00378719i
-0.00160901+-0.000667483i
0.00536389+0.00265513i
0.00886478+0.00826165i
0.00524925+0.0128056i
-0.00097194+0.0115924i
-0.00387587+0.00680745i
-0.00337478+0.0028471i
-0.00452863+-0.00514213i
-0.0066561+-0.00280478i
-0.00290292+-0.00047025i
0.00521512+0.00100674i
0.0115376+0.00588305i
0.00958573+0.0126273i
0.00190286+0.0137295i
-0.00323464+0.00902164i
-0.00373703+0.00405981i
-0.00429065+-0.00400796i
-0.00761611+-0.00185158i
-0.00466674+0.000311287i
0.00434026+-0.000383578i
0.0138786+0.00241791i
0.0148861+0.011028i
0.0061895+0.0154928i
-0.00180386+0.011542i
-0.00386207+0.00556003i
-0.00412802+-0.00330747i
-0.00923284+-0.000805994i
-0.00710532+0.00222252i
0.00268113+-0.00111208i
0.0155222+-0.00252979i
0.0211292+0.00699763i
0.0123285+0.0162607i
0.000731036+0.0142239i
-0.00362742+0.00731712i
-0.00452591+-0.00316549i
-0.0121154+0.000859759i
-0.0101029+0.00644806i
0.000370457+-0.000341151i
0.0153544+-0.00936436i
0.0274224+-0.00119294i
0.0205867+0.0147483i
0.00472421+0.0166961i
-0.00290597+0.00922863i
-0.00590616+-0.00356687i
-0.0165257+0.00425167i
-0.0121405+0.0146983i
-0.00133774+0.00307237i
0.0112716+-0.0175974i
0.0307656+-0.0153142i
0.0302953+0.0088981i
0.0103768+0.0182243i
-0.00160867+0.0110792i
-0.00850534+-0.00424713i
-0.021587+0.0109379i
-0.00902961+0.0275114i
0.000725844+0.00886471i
0.00100156+-0.0243942i
0.025345+-0.0346006i
0.0387322+-0.0033013i
0.017331+0.0177434i
0.000228594+0.0125162i
-0.0121245+-0.00460933i
-0.0244962+0.0217984i
0.0048219+0.0404786i
0.0094722+0.0125087i
-0.0149502+-0.024003i
0.00545694+-0.0518226i
0.0409158+-0.0214189i
0.0242175+0.0143328i
0.00233191+0.0130898i
-0.0157791+-0.00394389i
-0.021365+0.034692i
0.0293993+0.0428538i
0.0214005+0.00671228i
-0.0296256+-0.0115067i
-0.0261043+-0.0539642i
0.0324947+-0.0399749i
0.0286871+0.00816913i
0.00412983+0.0123868i
-0.0176216+-0.00209409i
-0.0110377+0.0434251i
0.0521359+0.0267634i
0.0256487+-0.00861173i
-0.0322927+0.00906468i
-0.0529976+-0.0343187i
0.0151808+-0.0498646i
0.0284081+0.0012446i
0.00486632+0.0102075i
-0.015604+-3.27094e-05i
0.00127982+0.0414933i
0.0562586+0.00100005i
0.0169518+-0.0213309i
-0.0206423+0.023848i
-0.0576859+-0.00519814i
-0.00167105+-0.0452635i
0.0224934+-0.00329181i
0.00393198+0.00664233i
-0.00860428+0.0006848i
0.00693517+0.0277773i
0.039408+-0.0139022i
0.00462914+-0.020674i
-0.0061166+0.0229649i
-0.0399364+0.0113571i
-0.00805955+-0.0284617i
0.0118699+-0.00325704i
0.00128164+0.00195561i
0.00302268+-0.000307664i
0.00222711+0.00609639i
0.0130209+-0.00775393i
-0.000327758+-0.00866282i
-3.97988e-05+0.00952006i
-0.0125624+0.00642683i
-0.00223991+-0.00550628i
-0.00185955+0.000584528i
-0.00231646+-0.00358601i
0.0176187+-0.000777043i
-0.00664154+-0.0204179i
-0.0165938+0.00973164i
0.000400605+0.00793375i
-4.81503e-05+-0.00914745i
0.0178935+-0.00883892i
0.00738111+0.0206344i
-0.017299+0.00429519i
-0.00540756+-0.00965755i
0.0319699+0.00329659i
-0.00598061+-0.0491076i
-0.0510937+0.0156604i
-0.00495018+0.0236525i
0.00691255+-0.0266755i
0.0518216+-0.011557i
0.00673178+0.0479953i
-0.0322035+0.00264651i
-0.00642189+-0.0155382i
0.0408169+0.0142841i
0.0158868+-0.0695076i
-0.0782989+-0.0121508i
-0.0235791+0.0267814i
0.0283668+-0.02934i
0.0755452+0.0179363i
-0.0145667+0.0666396i
-0.0419378+-0.00722328i
-0.00455376+-0.0199184i
0.252036+0.963514i
0.527609+0.847869i
0.620261+0.784394i
0.537449+0.841905i
0.285266+0.954863i
-0.0857945+0.991659i
-0.45722+0.884671i
-0.72911+0.680263i
-0.883855+0.464428i
0.423557+0.900119i
0.706349+0.705124i
0.802253+0.596945i
0.744964+0.665345i
0.522747+0.847918i
0.143749+0.983997i
-0.282431+0.953854i
-0.623366+0.777209i
-0.831199+0.552153i
0.557826+0.822119i
0.834684+0.545796i
0.923572+0.383135i
0.895276+0.443163i
0.728494+0.67893i
0.376848+0.919322i
-0.0830187+0.99017i
-0.492454+0.864929i
-0.762176+0.643i
0.655645+0.744466i
0.918037+0.386847i
0.986793+0.159853i
0.981092+0.189392i
0.887048+0.452306i
0.600236+0.790694i
0.136235+0.982965i
-0.335506+0.935751i
-0.674749+0.733029i
0.723635+0.675957i
0.96651+0.234971i
0.996929+-0.0664986i
0.995648+-0.0879921i
0.980979+0.170904i
0.796945+0.590398i
0.367592+0.920115i
-0.153266+0.980669i
-0.567754+0.817368i
0.771017+0.617757i
0.988618+0.0863028i
0.952622+-0.297977i
0.923541+-0.383066i
0.982916+-0.160194i
0.940462+0.311465i
0.597418+0.787966i
0.050846+0.989322i
-0.441415+0.890407i
0.807138+0.564525i
0.986507+-0.0700065i
0.839847+-0.536022i
0.735601+-0.677409i
0.850332+-0.518603i
0.988191+-0.0429888i
0.801615+0.574278i
0.269005+0.950702i
-0.297955+0.946231i
0.839642+0.50708i
0.95298+-0.245178i
0.632568+-0.765841i
0.399161+-0.916752i
0.537208+-0.838695i
0.883393+-0.439726i
0.942395+0.276793i
0.487136+0.855533i
-0.142218+0.979476i
0.872622+0.435742i
0.871467+-0.441565i
0.30831+-0.939358i
-0.0815561+-0.996042i
0.0408495+-0.994933i
0.581064+-0.79326i
0.973198+-0.0829498i
0.684606+0.700895i
0.0180208+0.986695i
0.904993+0.344048i
0.722735+-0.643139i
-0.116168+-0.975196i
-0.602738+-0.795957i
-0.526173+-0.844787i
0.102456+-0.972987i
0.858768+-0.449554i
0.837892+0.495897i
0.172464+0.968097i
0.930755+0.232636i
0.501108+-0.813687i
-0.550791+-0.802859i
-0.951349+-0.298392i
-0.926913+-0.360017i
-0.423185+-0.87483i
0.605499+-0.744883i
0.929246+0.264618i
0.309738+0.929012i
0.94287+0.112048i
0.232102+-0.913144i
-0.857444+-0.44016i
-0.943628+0.31683i
-0.95619+0.268406i
-0.809062+-0.523909i
0.276411+-0.907934i
0.956944+0.0419251i
0.419573+0.880091i
0.939611+0.00196963i
-0.0286298+-0.928211i
-0.953629+-0.0169517i
-0.618245+0.777955i
-0.649012+0.7498i
-0.951505+-0.0857411i
-0.0346018+-0.937256i
0.939566+-0.137501i
0.494595+0.835525i
0.928271+-0.0738794i
-0.222134+-0.889706i
-0.891183+0.314387i
-0.216806+0.968265i
-0.254847+0.956828i
-0.911407+0.259186i
-0.25286+-0.892955i
0.908981+-0.249419i
0.530477+0.809436i
0.921091+-0.0937535i
-0.312008+-0.854079i
-0.806833+0.480467i
0.0374783+0.990573i
-0.00413455+0.989004i
-0.838575+0.429009i
-0.347193+-0.853491i
0.895018+-0.281339i
0.524228+0.811536i
0.923865+-0.0407456i
-0.280553+-0.862496i
-0.808325+0.474052i
0.0499755+0.989737i
0.00520312+0.988472i
-0.842651+0.416247i
-0.309652+-0.865652i
0.909807+-0.225897i
0.472161+0.84325i
0.923549+0.0952322i
-0.1101+-0.904047i
-0.898281+0.275327i
-0.203092+0.970398i
-0.248044+0.957198i
-0.919351+0.205029i
-0.128152+-0.913676i
0.937521+-0.0770463i
0.370045+0.89535i
0.883935+0.309339i
0.205009+-0.896953i
-0.934817+-0.145069i
-0.655814+0.744881i
-0.688126+0.711733i
-0.922346+-0.218988i
0.198775+-0.90935i
0.933808+0.160838i
0.216834+0.948443i
