-0.05242+-5.2972i,-0.051444+1.0445i,-0.0488602+0.307133i,-0.044905+0.118219i,-2.37716e-21+-3.2487e-19i,-1.60097e-05+-0.00597359i,-1.57977e-06+-0.00256177i,2.49075e-05+-0.000816203i,-0.0823084+-1.98558i,-0.0786509+0.477985i,-0.0691046+0.143474i,-0.0555668+0.0456619i,-0.0823084+-1.98558i,-0.0786509+0.477985i,-0.0691046+0.143474i,-0.0555668+0.0456619i
-0.0452234+-0.107757i,-0.0438783+-0.0234208i,-0.0413695+0.0410525i,-0.0378316+0.0374087i,0.000803578+0.014964i,0.00199863+-0.114821i,0.00332889+-0.0872198i,0.00462967+-0.0465584i,-0.0567598+-0.0590733i,-0.0531426+-0.0155139i,-0.0459154+0.00595304i,-0.0362695+-0.000283657i,-0.0567598+-0.0590733i,-0.0531426+-0.0155139i,-0.0459154+0.00595304i,-0.0362695+-0.000283657i
-0.0514893+1.11234i,-0.05242+-5.2972i,-0.0515409+1.01075i,-0.049022+0.299532i,-0.000126319+-0.00512683i,-6.69969e-20+-7.67376e-18i,3.36539e-05+-0.0139496i,-2.10301e-05+-0.00262432i,-0.0784709+0.452957i,-0.0823084+-1.98558i,-0.0789791+0.490298i,-0.0696602+0.146792i,-0.0784709+0.452957i,-0.0823084+-1.98558i,-0.0789791+0.490298i,-0.0696602+0.146792i
-0.0447468+-0.0187404i,-0.0453773+-0.102701i,-0.0444134+-0.0212069i,-0.0420228+0.0374827i,-0.00149307+0.117592i,1.3036e-05+0.00874367i,0.00159261+-0.1094i,0.00310796+-0.0824723i,-0.0553483+-0.0197542i,-0.0575101+-0.0599465i,-0.0545818+-0.0180297i,-0.0476015+0.00525271i,-0.0553483+-0.0197542i,-0.0575101+-0.0599465i,-0.0545818+-0.0180297i,-0.0476015+0.00525271i
-0.0490707+0.333467i,-0.0516044+1.10031i,-0.05242+-5.2972i,-0.0515474+1.02453i,-0.000181076+-0.00182113i,-2.9868e-05+-0.0145009i,-1.17083e-20+-1.44703e-18i,-9.29156e-05+-0.0114894i,-0.0683153+0.132179i,-0.0787265+0.454075i,-0.0823084+-1.98558i,-0.0790006+0.485865i,-0.0683153+0.132179i,-0.0787265+0.454075i,-0.0823084+-1.98558i,-0.0790006+0.485865i
-0.042208+0.0424139i,-0.0447418+-0.0197759i,-0.0454937+-0.103632i,-0.0445244+-0.0165775i,-0.00385649+0.087943i,-0.00231569+0.117928i,-0.000708795+-0.00429318i,0.000815997+-0.118259i,-0.0476257+0.00689393i,-0.0551522+-0.0178997i,-0.0574872+-0.0599061i,-0.054756+-0.0215246i,-0.0476257+0.00689393i,-0.0551522+-0.0178997i,-0.0574872+-0.0599061i,-0.054756+-0.0215246i
-0.045382+0.129477i,-0.0491895+0.319048i,-0.0515706+1.05622i,-0.05242+-5.2972i,-4.64464e-05+-0.000639993i,6.92632e-05+-0.00308865i,8.57603e-05+-0.0126075i,3.31778e-21+-3.77317e-18i,-0.0539449+0.039667i,-0.0690295+0.137388i,-0.078908+0.472082i,-0.0823084+-1.98558i,-0.0539449+0.039667i,-0.0690295+0.137388i,-0.078908+0.472082i,-0.0823084+-1.98558i
-0.0388312+0.0420447i,-0.0426569+0.0451963i,-0.0449311+-0.0200123i,-0.0455385+-0.107704i,-0.00446481+0.050015i,-0.00305553+0.0918328i,-0.00154538+0.122997i,-9.45383e-05+-0.0124087i,-0.0361538+-0.00138663i,-0.0473336+0.00481035i,-0.0546697+-0.0189547i,-0.0571451+-0.0594533i,-0.0361538+-0.00138663i,-0.0473336+0.00481035i,-0.0546697+-0.0189547i,-0.0571451+-0.0594533i
-2.84156e-21+-7.20829e-19i,-0.00014501+0.0369139i,-0.000224023+0.00416197i,-7.85359e-05+0.000183339i,-0.05242+-5.2972i,-0.0507664+-0.728081i,-0.0459193+-0.113307i,-0.0382836+-0.0423458i,-1.1238e-20+-3.24473e-19i,-0.000108218+-0.0172799i,-3.1986e-05+-0.00348946i,0.000134785+-0.000836967i,-1.1238e-20+-3.24473e-19i,-0.000108218+-0.0172799i,-3.1986e-05+-0.00348946i,0.000134785+-0.000836967i
-5.43547e-05+-3.73164e-05i,0.001881+-0.135549i,0.00345072+-0.0980679i,0.00478948+-0.0519612i,-0.0488085+0.313851i,-0.0475447+0.19035i,-0.0429845+0.0516499i,-0.035565+0.00147171i,-6.98457e-05+-2.73303e-05i,0.00603763+-0.0609296i,0.0108356+-0.0489226i,0.0137463+-0.028896i,-6.98457e-05+-2.73303e-05i,0.00603763+-0.0609296i,0.0108356+-0.0489226i,0.0137463+-0.028896i
-3.48028e-05+0.0376309i,-8.8477e-21+-2.35488e-18i,-3.36875e-05+-0.00563988i,8.2186e-05+-0.00456812i,-0.0508116+-0.751976i,-0.05242+-5.2972i,-0.0507241+-0.690782i,-0.0457735+-0.108754i,5.86027e-05+-0.0170088i,-3.71935e-20+-1.64773e-20i,-1.22708e-05+-0.00919509i,9.81564e-05+-0.000640036i,5.86027e-05+-0.0170088i,-3.71935e-20+-1.64773e-20i,-1.22708e-05+-0.00919509i,9.81564e-05+-0.000640036i
-0.0017873+0.124691i,0.000556512+-0.000514539i,0.00240122+-0.123639i,0.0039077+-0.0909952i,-0.0463565+0.174906i,-0.0482472+0.295832i,-0.0467064+0.173754i,-0.0418195+0.0478352i,-0.00567635+0.0642212i,0.00073763+-0.000170372i,0.00660334+-0.063062i,0.0111067+-0.050623i,-0.00567635+0.0642212i,0.00073763+-0.000170372i,0.00660334+-0.063062i,0.0111067+-0.050623i
-4.52516e-05+0.00352155i,2.98298e-05+-0.00648081i,-7.20823e-20+-1.16665e-17i,9.63755e-05+-0.0336378i,-0.0461257+-0.118734i,-0.0507872+-0.721873i,-0.05242+-5.2972i,-0.0506935+-0.680596i,0.000213753+-0.00363694i,8.37312e-05+-0.00883064i,-1.83085e-19+-3.96519e-20i,0.000101484+0.00406583i,0.000213753+-0.00363694i,8.37312e-05+-0.00883064i,-1.83085e-19+-3.96519e-20i,0.000101484+0.00406583i
-0.00327458+0.0962532i,-0.00128228+0.126284i,0.000490359+-0.000950645i,0.00214267+-0.120252i,-0.0424334+0.0501704i,-0.0470895+0.175001i,-0.0486539+0.293543i,-0.0468093+0.16605i,-0.0103069+0.0498301i,-0.00526518+0.0652063i,0.000659244+-0.000426737i,0.00640489+-0.065942i,-0.0103069+0.0498301i,-0.00526518+0.0652063i,0.000659244+-0.000426737i,0.00640489+-0.065942i
-7.76427e-06+-4.44821e-05i,-8.02813e-06+-0.00451731i,-8.23033e-05+-0.0336471i,-5.42101e-20+-3.46945e-18i,-0.0387367+-0.0436481i,-0.0459371+-0.112727i,-0.0507166+-0.691425i,-0.05242+-5.2972i,0.000223089+-0.000867356i,-2.4318e-05+-0.000477195i,-0.00016882+0.00444662i,-5.42101e-20+-1.73472e-18i,0.000223089+-0.000867356i,-2.4318e-05+-0.000477195i,-0.00016882+0.00444662i,-5.42101e-20+-1.73472e-18i
-0.00442055+0.0528175i,-0.00306041+0.0953819i,-0.00158866+0.129789i,8.8906e-05+-0.000549669i,-0.0359684+0.00115479i,-0.0429391+0.04715i,-0.0475028+0.176764i,-0.0490155+0.300663i,-0.0134704+0.0286002i,-0.0107217+0.0516568i,-0.00592366+0.0656379i,0.000126382+-0.000267798i,-0.0134704+0.0286002i,-0.0107217+0.0516568i,-0.00592366+0.0656379i,0.000126382+-0.000267798i
1.0851e-19+4.2395e-22i,1.31364e-05+3.86591e-07i,6.9149e-05+9.6231e-06i,2.89335e-05+1.02573e-05i,1.37172+0.00644363i,0.232559+0.006844i,0.0542659+0.0075519i,0.0221568+0.00785485i,1.08325e-19+1.69225e-21i,0.000179689+1.98462e-05i,0.000123089+5.45193e-05i,3.4813e-05+4.08111e-05i,1.08325e-19+1.69225e-21i,0.000179689+1.98462e-05i,0.000123089+5.45193e-05i,3.4813e-05+4.08111e-05i
0.0223374+0.00320826i,0.0256783+0.00461616i,0.0157987+0.00484262i,0.00770624+0.00417248i,0.0444322+0.00638168i,0.0416557+0.00748841i,0.0305546+0.00936558i,0.0205206+0.0111107i,0.0253545+0.010891i,0.0278469+0.0157731i,0.0150323+0.0152386i,0.00457411+0.0111978i,0.0253545+0.010891i,0.0278469+0.0157731i,0.0150323+0.0152386i,0.00457411+0.0111978i
-0.000462674+-1.32332e-05i,8.1742e-19+-2.34102e-22i,0.000177859+5.48375e-06i,-3.43389e-05+-4.94389e-06i,0.231295+0.00661543i,1.37172+0.00644363i,0.214899+0.00662576i,0.0452674+0.00651731i,0.000649648+7.35181e-05i,1.78467e-18+5.50841e-20i,-4.35477e-05+-4.67764e-06i,4.98869e-05+2.1583e-05i,0.000649648+7.35181e-05i,1.78467e-18+5.50841e-20i,-4.35477e-05+-4.67764e-06i,4.98869e-05+2.1583e-05i
0.00016694+3.20417e-05i,0.0104456+0.00157345i,0.0104731+0.00202819i,0.00485928+0.00159681i,0.0385985+0.00740844i,0.048326+0.00727948i,0.0414239+0.00802206i,0.0271724+0.00892912i,3.17535e-05+1.70949e-05i,0.0134329+0.00571136i,0.0129326+0.00717448i,0.00529149+0.00518872i,3.17535e-05+1.70949e-05i,0.0134329+0.00571136i,0.0129326+0.00717448i,0.00529149+0.00518872i
-9.44227e-05+-1.26454e-05i,-8.00627e-05+-2.37485e-06i,-3.34418e-18+-1.29769e-20i,-0.000437246+-1.36527e-05i,0.0485627+0.00650369i,0.212605+0.00630635i,1.37172+0.00644363i,0.201908+0.00630444i,0.000294042+0.000134767i,0.000237091+2.63668e-05i,3.35155e-18+2.49176e-20i,0.000405537+4.29485e-05i,0.000294042+0.000134767i,0.000237091+2.63668e-05i,3.35155e-18+2.49176e-20i,0.000405537+4.29485e-05i
-0.00936555+-0.00292137i,-0.00827837+-0.00155694i,-0.00736161+-0.00110179i,-0.00742668+-0.00145535i,0.0281583+0.00878336i,0.0403322+0.00758541i,0.047456+0.00710261i,0.0350146+0.00686153i,-0.00896541+-0.00875298i,-0.00892188+-0.00484873i,-0.00781681+-0.00334256i,-0.00808904+-0.00441764i,-0.00896541+-0.00875298i,-0.00892188+-0.00484873i,-0.00781681+-0.00334256i,-0.00808904+-0.00441764i
5.14558e-06+1.75306e-06i,4.59066e-05+6.41749e-06i,0.000275432+8.4815e-06i,-1.69638e-18+1.87212e-22i,0.0162745+0.0055446i,0.0406764+0.00568634i,0.200923+0.00618711i,1.37172+0.00644363i,5.40799e-05+6.6827e-05i,-4.47618e-05+-1.99101e-05i,-0.000416289+-4.46638e-05i,8.26625e-19+-7.48846e-22i,5.40799e-05+6.6827e-05i,-4.47618e-05+-1.99101e-05i,-0.000416289+-4.46638e-05i,8.26625e-19+-7.48846e-22i
-0.00588769+-0.00309886i,-0.00624035+-0.00191627i,-0.00844758+-0.00154093i,-0.0134535+-0.00194516i,0.0159739+0.0084075i,0.0237834+0.00730333i,0.0372426+0.00679344i,0.0448312+0.00648185i,-0.00336181+-0.0083452i,-0.0062638+-0.00618425i,-0.00987094+-0.00546292i,-0.0161344+-0.00694905i,-0.00336181+-0.0083452i,-0.0062638+-0.00618425i,-0.00987094+-0.00546292i,-0.0161344+-0.00694905i
-1.37172+-0.00644363i,-0.205662+-0.00605245i,-0.0399564+-0.00556053i,-0.0157252+-0.00557478i,7.43575e-20+3.49293e-22i,-0.0125239+-0.000368566i,-0.00618628+-0.000860912i,-0.0018032+-0.000639257i,1.43052+0.0261476i,0.23693+0.0261682i,0.0535792+0.0237316i,0.0149707+0.01755i,1.43052+0.0261476i,0.23693+0.0261682i,0.0535792+0.0237316i,0.0149707+0.01755i
-0.0283365+-0.0040699i,-0.0209442+-0.00376513i,-0.0110599+-0.00339008i,-0.00650155+-0.00352021i,4.92032e-05+7.06692e-06i,0.00424338+0.00076283i,0.00434875+0.00133298i,0.00439871+0.00238165i,0.0675383+0.0290109i,0.0505588+0.0286376i,0.0252382+0.0255845i,0.00776567+0.0190111i,0.0675383+0.0290109i,0.0505588+0.0286376i,0.0252382+0.0255845i,0.00776567+0.0190111i
-0.203608+-0.00582353i,-1.37172+-0.00644363i,-0.206754+-0.00637463i,-0.0443616+-0.0063869i,-0.013368+-0.000382348i,-3.19675e-19+-5.57609e-21i,-0.00246189+-7.59049e-05i,0.00177485+0.000255532i,0.239043+0.0270515i,1.43052+0.0261476i,0.232204+0.024942i,0.0480661+0.0207953i,0.239043+0.0270515i,1.43052+0.0261476i,0.232204+0.024942i,0.0480661+0.0207953i
-0.0163005+-0.00312865i,-0.0246105+-0.00370715i,-0.0189722+-0.00367411i,-0.0114107+-0.00374967i,-0.0106187+-0.00203811i,-0.000475082+-7.1563e-05i,0.00791184+0.00153219i,0.0102915+0.0033819i,0.0563254+0.0303235i,0.0705066+0.0299778i,0.0514624+0.0285492i,0.0244476+0.0239728i,0.0563254+0.0303235i,0.0705066+0.0299778i,0.0514624+0.0285492i,0.0244476+0.0239728i
-0.0336614+-0.00450806i,-0.204133+-0.00605506i,-1.37172+-0.00644363i,-0.207801+-0.00648844i,-0.00660857+-0.000885044i,-0.00282558+-8.38134e-05i,-6.34724e-19+1.59746e-20i,0.00665785+0.000207886i,0.0598789+0.0274441i,0.235407+0.0261795i,1.43052+0.0261476i,0.231267+0.0244924i,0.0598789+0.0274441i,0.235407+0.0261795i,1.43052+0.0261476i,0.231267+0.0244924i
-0.00989641+-0.00308696i,-0.0239249+-0.00449963i,-0.0323383+-0.00483998i,-0.0248403+-0.00486775i,-0.0092851+-0.00289628i,-0.00647137+-0.00121709i,-0.00041753+-6.24906e-05i,0.00629397+0.00123338i,0.0270982+0.0264561i,0.0478931+0.0260282i,0.0612524+0.0261923i,0.044972+0.0245604i,0.0270982+0.0264561i,0.0478931+0.0260282i,0.0612524+0.0261923i,0.044972+0.0245604i
-0.00954677+-0.00325252i,-0.0397419+-0.00555571i,-0.2069+-0.00637116i,-1.37172+-0.00644363i,-0.00191135+-0.000651184i,0.00191235+0.000267336i,0.0074714+0.00023007i,0+0i,0.019913+0.0246067i,0.0534346+0.0237678i,0.232528+0.024948i,1.43052+0.0261476i,0.019913+0.0246067i,0.0534346+0.0237678i,0.232528+0.024948i,1.43052+0.0261476i
-0.00577288+-0.00303844i,-0.0169598+-0.00520798i,-0.032757+-0.0059752i,-0.0417184+-0.00603179i,-0.002339+-0.00123108i,-0.000687144+-0.000211006i,-0.000192044+-3.50307e-05i,-7.56023e-05+-1.09308e-05i,0.00823132+0.0204331i,0.0201861+0.0199297i,0.0379913+0.0210257i,0.0513062+0.0220974i,0.00823132+0.0204331i,0.0201861+0.0199297i,0.0379913+0.0210257i,0.0513062+0.0220974i
