pair,RMSE position,mean angle tau1 (deg),mean angle tau2 (deg),mean angle normal (deg)
surface_data,1.7568065057538262,12.706228169818019,9.222182126338478,14.687445650880193
surface_data_outeraux,15.176353572165741,12.867049519818032,9.297826465730617,14.872096498074988
surface_data_inneraux,15.160040043868936,12.867049519818032,9.297826465730617,14.872096498074988
