x,y,z,Ex,Ey,Ez,|E|
-1.25,-1.25,-2.5,-1.0187150960274043e-07,-2.909140552782954e-07,-1.7415903442857343e-08,3.087265873227236e-07
-1.25,-1.25,-1.25,0.01821126769983358,0.0536280469278462,-0.0014057555350673922,0.05665327737346401
-1.25,-1.25,0.0,-0.05372868721385811,-0.15979946243126641,0.010088484915001538,0.16889173322257825
-1.25,-1.25,1.25,0.00552714197368142,0.01610191581658095,-0.00026461151224341185,0.017026186026644442
-1.25,-1.25,2.5,0.001517477648754847,0.0044745785947236435,-0.00026846537049387425,0.004732511560470188
-1.25,0.0,-2.5,-1.2980364284131867e-07,-2.1763027808255448e-07,-1.709728108940457e-07,3.0568550128878817e-07
-1.25,0.0,-1.25,0.023919820145640452,0.04591107745065652,-0.0008830357835577899,0.0517761004776819
-1.25,0.0,0.0,-0.07087651864409403,-0.03927262358359504,0.008706623959509394,0.08149616652958382
-1.25,0.0,1.25,0.0068965589556171155,0.023390746089814965,-5.5450097748639714e-05,0.024386319992566265
-1.25,0.0,2.5,0.002037724865157811,0.006955039559629252,-0.00026677589303934204,0.007252314615293329
-1.25,1.25,-2.5,-1.4654405647913801e-07,-2.6823853379796946e-07,1.5949097908368814e-07,3.4476723149469794e-07
-1.25,1.25,-1.25,0.02525063458771041,0.04574066025077177,-0.0002605686127795657,0.05224816210414081
-1.25,1.25,0.0,-0.07461243040243593,-0.03886211046258141,-0.0006350930405271329,0.08412895900541234
-1.25,1.25,1.25,0.0075746410789133654,0.022811945974721266,-0.0004504059997181757,0.024040859639217267
-1.25,1.25,2.5,0.00213311435267384,0.006548804678344273,0.0001745431309451955,0.006889665076130125
-1.25,2.5,-2.5,-1.0681264321725007e-07,-3.0168700659469573e-07,-9.15914612210535e-09,3.201685191532884e-07
-1.25,2.5,-1.25,0.020010873613583648,0.05608172954827849,0.0006079669812607746,0.05954800648011128
-1.25,2.5,0.0,-0.05993969990855222,-0.17544427648857952,-0.003880239800481056,0.18544141403321338
-1.25,2.5,1.25,0.006052987833246094,0.01630101671598479,-7.347380517465187e-05,0.01738870915520435
-1.25,2.5,2.5,0.0017674182887581743,0.004739381551043799,6.725978480434318e-05,0.005058658791860064
0.0,-2.5,-2.5,-5.050968788698355e-09,-5.703334842715863e-07,-2.486013925282247e-09,5.703612678226923e-07
0.0,-2.5,-1.25,0.0013128745395219485,0.096481917508835,-0.00016786414866955767,0.09649099555974419
0.0,-2.5,0.0,-0.004500143314163265,-0.4583256905058042,0.002401088288822149,0.45835407175287635
0.0,-2.5,1.25,0.0008041317354570177,0.011678565584953981,-0.00015073290173973935,0.011707187637417774
0.0,-2.5,2.5,0.00014943395312584103,0.003440803811984303,-1.2528889181226424e-05,0.003444070027159239
0.0,-1.25,-2.5,-8.468246562308954e-08,-3.8832002079442134e-07,2.057919290447144e-08,3.9797872017783185e-07
0.0,-1.25,-1.25,0.016532020470713654,0.06962917991791033,-0.0019507029653908453,0.07159144948207158
0.0,-1.25,0.0,-0.013920702552822194,-0.20625437264861157,0.013492456703592004,0.20716345861211813
0.0,-1.25,1.25,0.008371585534400885,0.020242509417660072,-0.0014886484198343697,0.0219558353519451
0.0,-1.25,2.5,0.002525564719490612,0.006081397538423344,-0.0005876397887175009,0.00661114163317964
0.0,0.0,-2.5,-1.1099004776885144e-07,-3.1582331415612224e-07,-1.5544209004637784e-07,3.6908725232155453e-07
0.0,0.0,-1.25,0.020617598390966496,0.05835693880987638,-0.00037289794570145765,0.06189310723779142
0.0,0.0,0.0,-0.01547949974390141,-0.044255269760410276,0.0074626947375038945,0.04747457874097775
0.0,0.0,1.25,0.00953982993892755,0.027157713901082937,-0.00170657591345862,0.02883508593614954
0.0,0.0,2.5,0.0034008091682733565,0.009541801017713174,1.5464264631630485e-05,0.010129743767940277
0.0,1.25,-2.5,-9.661452486240357e-08,-3.2427507227744935e-07,-1.5410781627401115e-07,3.718035878682149e-07
0.0,1.25,-1.25,0.019771455904395545,0.0572106927506674,-0.00010922822000860644,0.06053086621216295
0.0,1.25,0.0,-0.011719975386044336,-0.04078236185024128,0.00012407309004075197,0.04243317399470811
0.0,1.25,1.25,0.00376535712217346,0.012875187065217937,-0.0070014273954792355,0.015131699897765116
0.0,1.25,2.5,0.002769854062560573,0.00756644085213185,-0.0013345278288909483,0.008167256774632316
0.0,2.5,-2.5,-8.44031965658365e-08,-4.1048886550135994e-07,-2.2822442022797554e-08,4.1969735780799095e-07
0.0,2.5,-1.25,0.016181195686740663,0.07265298469586387,0.0019141390133651367,0.0744577142224532
0.0,2.5,0.0,-0.013337726649920497,-0.22309447370146196,-0.010386533409949121,0.22373403680396126
0.0,2.5,1.25,0.006578378452001673,0.01009550586740636,0.003530607986352635,0.012556253204276073
0.0,2.5,2.5,0.0016917032485095772,0.0025096444018590275,0.0015034459456214507,0.003379426669748256
1.25,-2.5,-2.5,-5.313680736891713e-09,-5.830732912220727e-07,2.6676401665088853e-09,5.831036052397306e-07
1.25,-2.5,-1.25,0.0012323601470984218,0.0982657696645699,-0.00016645990786906813,0.0982736379107001
1.25,-2.5,0.0,-0.004191733145830403,-0.46540277255133367,0.0021551774730971286,0.4654266388112898
1.25,-2.5,1.25,0.0007545689015438146,0.011557368927907605,-0.00013176254906583759,0.011582724728330444
1.25,-2.5,2.5,0.00014274194936778571,0.0035415439552375027,-5.46416560919634e-06,0.003544423607315358
1.25,-1.25,-2.5,-9.290914874752016e-08,-3.86914510502025e-07,-1.171467359825853e-07,4.147991153671666e-07
1.25,-1.25,-1.25,0.016333271001943435,0.07019554798658062,-0.0010868232945610244,0.07207892815263604
1.25,-1.25,0.0,-0.013478838329136305,-0.2066971173416746,0.005883673780455128,0.20721967816116257
1.25,-1.25,1.25,0.008544524289904803,0.022627661947666525,0.00012404234599241448,0.024187504357875537
1.25,-1.25,2.5,0.002462738827766639,0.006565793451846868,7.568755156049645e-06,0.007012473420424438
1.25,0.0,-2.5,-1.0316674371266908e-07,-2.819995549313861e-07,-2.7587886612021173e-08,3.0154306073510154e-07
1.25,0.0,-1.25,0.020558905683733267,0.058171906816359295,-0.0003059722043673396,0.06169872741437764
1.25,0.0,0.0,-0.016346476539931813,-0.045838516308402216,0.002953211175522255,0.048755495371018705
1.25,0.0,1.25,0.010693364829069253,0.03026420399733321,-0.001045327539391678,0.03211483776425447
1.25,0.0,2.5,0.0032649769566743285,0.008715716392357608,0.00026393336592938775,0.009310931617259162
1.25,1.25,-2.5,-9.087188558317939e-08,-3.152829780619148e-07,-1.377304250729737e-10,3.2811747105983593e-07
1.25,1.25,-1.25,0.0193960585235448,0.05928222518116166,0.0008665138281024054,0.062380607202022535
1.25,1.25,0.0,-0.013222073084867942,-0.04194152441982964,-0.007154483010184347,0.0445544758073055
1.25,1.25,1.25,0.008334641435741719,0.025750992355651776,0.0013904836189745319,0.027101905834421597
1.25,1.25,2.5,0.0021377763703643708,0.006378861701764006,0.0005894133252983462,0.006753323070012207
1.25,2.5,-2.5,-9.68998697803506e-08,-3.9603855592080506e-07,2.371298067145398e-09,4.0772753842953605e-07
1.25,2.5,-1.25,0.014401894507599069,0.07208805914711514,0.0017965931355794526,0.07353455367309163
1.25,2.5,0.0,-0.012873126255654758,-0.22269536607527396,-0.012840154862936253,0.22343637355609422
1.25,2.5,1.25,0.006797511671695867,0.017477329747594784,0.002277532279580494,0.018890483670820454
1.25,2.5,2.5,0.0016289609449145993,0.003601284974521474,0.0010990648350373774,0.004102524922457746
2.5,-2.5,-2.5,-5.729452072439704e-09,-4.343155933029436e-07,3.6831747700981185e-10,4.343535390265655e-07
2.5,-2.5,-1.25,0.001272425189148287,0.07516063396026432,-0.00010742028948804923,0.07517148064451977
2.5,-2.5,0.0,-0.007946364559648509,-0.3650008342888585,0.0015852806535471033,0.3650907652297276
2.5,-2.5,1.25,0.0005103628538925045,0.008185512063042138,-0.00010551611253452568,0.008202085809527115
2.5,-2.5,2.5,8.225822333509979e-05,0.0021831199717306776,-5.430169870160487e-06,0.002184675882830316
2.5,-1.25,-2.5,-1.1269700550229207e-07,-3.0574433228258134e-07,3.776011116956942e-09,3.258749300453481e-07
2.5,-1.25,-1.25,0.018559977606647057,0.05380042422310012,-0.0005623213539274828,0.0569146257182621
2.5,-1.25,0.0,-0.058102253138883335,-0.16062924299810263,0.0036004635972429924,0.17085253543355292
2.5,-1.25,1.25,0.005420867599567905,0.016524082155406124,7.648911417695044e-05,0.017390714395770054
2.5,-1.25,2.5,0.0016504248464229787,0.0050008263862017675,-2.9340572616188925e-05,0.005266215679956869
2.5,0.0,-2.5,-1.467354860042445e-07,-2.4003317241644606e-07,-1.856804951697841e-07,3.370822941059073e-07
2.5,0.0,-1.25,0.024670505491721187,0.04454271374031514,0.00023603302930236253,0.05091898369134665
2.5,0.0,0.0,-0.07631525642654549,-0.03772420186823916,0.00046736405347901094,0.08513138198809847
2.5,0.0,1.25,0.007613255114301004,0.023484147449641564,-0.00018567028001886509,0.024688080288366266
2.5,0.0,2.5,0.0022380440026955576,0.006842509651957549,-0.00010334287269780963,0.007199962433545831
2.5,1.25,-2.5,-1.2820898441599538e-07,-2.1963397602720848e-07,2.0166799122561977e-07,3.245714186361424e-07
2.5,1.25,-1.25,0.023543591867190326,0.04490037123620791,0.0006476880701938424,0.0507026977092382
2.5,1.25,0.0,-0.0724132518390853,-0.03745992161743402,-0.005933566823873854,0.08174430857710198
2.5,1.25,1.25,0.007176837936146083,0.023410426378971592,9.660239638800724e-05,0.024486004125417085
2.5,1.25,2.5,0.0020804963775401084,0.006957252726878337,0.0001864977101576814,0.007264063055790996
2.5,2.5,-2.5,-9.720217350418529e-08,-3.0681348293336796e-07,-1.3078136856788434e-08,3.2210838782510257e-07
2.5,2.5,-1.25,0.01779143832468371,0.055385890443302825,0.0010346556399005696,0.058182494361721425
2.5,2.5,0.0,-0.055629769293494793,-0.17382708692931328,-0.007113017135437072,0.18265027345927384
2.5,2.5,1.25,0.005303593078666482,0.016628634622496304,-0.00036847307713360465,0.017457816626403604
2.5,2.5,2.5,0.0015408753939428028,0.004738431918350038,0.00019433206919836085,0.004986461568849772
