(0.012873871921733488-0.01239614106625273j),(-0.000917115925120509+0.000998633087261517j),(-7.159345959150613e-05-0.0021183564756032756j)
(0.018347638496185193-0.011428988119789093j),(-0.001097274242746746+0.0008876706430707025j),(0.0004151118129530137-0.002096130642011275j)
(0.023533598198424367-0.009434327098713885j),(-0.0012394210456988415+0.000709720240090016j),(0.0007786968929976946-0.001944884409939307j)
(0.02820306896030589-0.006747489250135927j),(-0.0013212134622879396+0.0004780286464825263j),(0.000991511056130863-0.0017215785143949443j)
(0.03225192657500595-0.0037395011072177747j),(-0.0013300893576783685+0.00020950197934276898j),(0.0010481869668423007-0.0014757563976420048j)
(0.035675344118139274-0.0007741119362572721j),(-0.0012631734974805791-7.994910153692582e-05j),(0.000958568267875857-0.001243017088567843j)
(0.038532101692891285+0.0018194272652195267j),(-0.001125937196538091-0.00037870717654092895j),(0.0007409893098098144-0.0010423668274969998j)
(0.040906103173412006+0.003760185698747092j),(-0.0009304712653313775-0.0006811878375031444j),(0.0004172609589712026-0.0008764123363909106j)
(0.042870412768167235+0.004820537647654415j),(-0.0006940022602231221-0.000988105814107001j),(9.9503322817884e-06-0.0007333551755653136j)
(0.04445710365841737+0.004827559255388574j),(-0.00043798744532153603-0.0013054687151543196j),(-0.00045804166275593397-0.0005900263423214547j)
(0.04563493672986685+0.0036656522894508727j),(-0.00018782921446481188-0.0016424992005936948j),(-0.0009620008023801507-0.00041558758686273867j)
(0.046296451268109204+0.0012839999867965035j),(2.701497322534337e-05-0.002008636416509795j),(-0.0014726855896291227-0.00017588359481644257j)
(0.04625627434627931-0.002289318265394077j),(0.00017297594637807515-0.0024097362725505464j),(-0.001953258595995416+0.00016134192043413187j)
(0.045262967457890525-0.006926989372772681j),(0.00021299543555647414-0.002843637013364094j),(-0.0023569397335278307+0.0006201245553030749j)
(0.04302701017948069-0.012379045853239937j),(0.00010856089078672927-0.0032954248599388583j),(-0.0026266344602676943+0.0012088331456700675j)
(0.03926696303001216-0.018252514681213857j),(-0.00017612627361540678-0.0037330416820673864j),(-0.0026978763335268074+0.0019120801712466848j)
(0.03377384219507401-0.024003242037659755j),(-0.0006673342473044754-0.004104298719560948j),(-0.0025062854258445346+0.0026832234033346324j)
(0.02648981495793229-0.02895116512206917j),(-0.0013723128658937927-0.004336811620260747j),(-0.002000203254035478+0.0034395933119368872j)
(0.017591420348186244-0.0323305449384528j),(-0.0022679576114730668-0.00434268655792341j),(-0.001158050248546252+0.004063391574729851j)
