(-0.002903791076523594+0.000987439591797759j),(-0.006693779257887811+0.008997974339547072j),(-0.0002731586282762209+0.0002451870593125651j)
(-0.002871802869860732+0.0006339174205668859j),(-0.010614910268825583+0.008562351047843371j),(-0.0004914427861311258+0.0001386224844296911j)
(-0.0028313033389863475+0.0003320245667808752j),(-0.014374721490701865+0.007263240918885602j),(-0.0006787424619401343-1.3037448346720248e-05j)
(-0.0027960681653898894+6.49384797879145e-05j),(-0.01776583945721327+0.0053307122780216955j),(-0.0008306601021047673-0.00018849887152772344j)
(-0.002773669768742463-0.00018155920108013353j),(-0.020680952977103508+0.00303366081837166j),(-0.0009496137468988465-0.00036752379265167474j)
(-0.0027686309777444807-0.00041752451872098875j),(-0.02309815278621714+0.0006428078733407883j),(-0.001042425103618111-0.0005324189221970125j)
(-0.00278501637730692-0.000648364215120823j),(-0.025056137586826968-0.0015939146732436515j),(-0.0011178017873804528-0.0006685249666429326j)
(-0.0028281704097523706-0.0008748483205469147j),(-0.02662574148196787-0.0034644824584074j),(-0.001184024113027986-0.0007640513681720628j)
(-0.0029055153153673234-0.0010931691211751985j),(-0.02788242489022674-0.004797424288259978j),(-0.0012469887793941147-0.0008096424138838128j)
(-0.003026416621496624-0.0012947761485260813j),(-0.028882604149356852-0.005461884510164889j),(-0.0013086660671527259-0.0007980347142943123j)
(-0.0032011394713591153-0.001465920807192674j),(-0.02964541856828408-0.005366902416875569j),(-0.001366001597305721-0.0007240994331594219j)
(-0.0034389011900372085-0.0015870475124221996j),(-0.03014090241437139-0.004462977481893038j),(-0.0014103294987815418-0.0005854683019998336j)
(-0.003745023907929716-0.0016323609655060638j),(-0.030285474652512887-0.002747829745963821j),(-0.0014274399765091808-0.000383820061597637j)
(-0.004117252631990281-0.00157007107275968j),(-0.02994595369028728-0.00027678217619455487j),(-0.0013985291443628382-0.00012674476272789953j)
(-0.004541466281533216-0.0013639447382008192j),(-0.028953609298609167+0.0028235738971929113j),(-0.001302310506839263+0.00017010111394827465j)
(-0.004987290859825244-0.0009768324761543555j),(-0.027129667678798045+0.006341759288533524j),(-0.001118534195979488+0.00048108160518804514j)
(-0.005404512122270031-0.00037671959473701823j),(-0.02432275400540215+0.009973195003987658j),(-0.0008329869182213592+0.0007697004299888944j)
(-0.005721617702327227+0.00045450431027396304j),(-0.020456622102359736+0.013324430810070714j),(-0.00044368788791464+0.0009897429455524738j)
(-0.005848148684826484+0.001510025787885487j),(-0.015583031845047305+0.01593747771543533j),(3.2555762281967666e-05+0.0010894637049981854j)
(-0.005682612035967434+0.0027462862297871196j),(-0.009930064007741723+0.017340584449055882j),(0.0005547574578693597+0.001019563376894423j)
(-0.003767075472351858-0.0009007403209009692j),(-0.007020274261535931+0.00891037515538975j),(-0.00036288190061224137-8.15071086411329e-05j)
(-0.003383995436049549-0.001517741955403094j),(-0.010706877938597021+0.008073628726137316j),(-0.0004425518608764297-0.0002566029244195499j)
(-0.002962797578804373-0.001998749825922897j),(-0.014148545584583437+0.006456608431730301j),(-0.00048420248155746414-0.00043542624152015033j)
(-0.00254696891575437-0.002364678138915113j),(-0.017183292073644975+0.004288364505878018j),(-0.0004976148981472482-0.0006033157386012174j)
(-0.002168758684904476-0.002641867862900775j),(-0.019742133764697096+0.0018236226402336916j),(-0.0004949229113028429-0.0007498219314556365j)
(-0.0018510024739734636-0.0028571556448217248j),(-0.021833055864562783-0.0006883310541840954j),(-0.0004884040927468365-0.0008680093353643221j)
(-0.0016097443032436543-0.003034262849762507j),(-0.023516916912837575-0.003023085669041446j),(-0.0004888097414050399-0.0009533197259366116j)
(-0.0014569049419567994-0.003191294787465056j),(-0.0248808129960678-0.0049900910169376885j),(-0.0005041702874222158-0.0010023733550922674j)
(-0.001402444274683312-0.0033390149851774053j),(-0.02601270536909799-0.006434204584611324j),(-0.0005389424578109742-0.0010119986267589866j)
(-0.0014556371108240555-0.003479576704265418j),(-0.026979516794562647-0.00723350171858083j),(-0.0005933682423887062-0.0009787009735017394j)
(-0.0016252072746412044-0.00360551481123328j),(-0.02780980507272173-0.007296946612598203j),(-0.0006629752770186862-0.0008987171900100638j)
(-0.0019181573685370654-0.0036989895322701552j),(-0.028481657871083886-0.006564896260725304j),(-0.0007382453405042222-0.0007687450153301945j)
(-0.002337225465371875-0.0037314977269217236j),(-0.028916561575215213-0.005014433715551704j),(-0.0008045936161400216-0.0005873714535854169j)
(-0.0028770392365220078-0.0036644937636788884j),(-0.02898048099569305-0.002670257245625607j),(-0.0008429139863116957-0.00035712493423282495j)
(-0.003519264536258317-0.0034515469857769837j),(-0.028493943598925296+0.00037972892349649165j),(-0.0008310247302944387-8.692686584823103e-05j)
(-0.0042273842275839186-0.0030427440154540603j),(-0.02725316340956502+0.003966880703574204j),(-0.0007463536958897646+0.00020548881649507943j)
(-0.004942183892541035-0.0023919402525924196j),(-0.025063721569846827+0.007827225669392191j),(-0.0005700828495757895+0.0004918656070110084j)
(-0.00557949840287595-0.0014670858924532987j),(-0.021786609620264002+0.011596748694994758j),(-0.00029268143914965353+0.0007333320403326625j)
(-0.006032149421317654-0.00026312700685085j),(-0.017393248567226086+0.014824812055562608j),(7.972980769404322e-05+0.0008829522594181471j)
(-0.0061780668080000664+0.0011840933183881546j),(-0.01202148377154447+0.01701366883728355j),(0.0005193941418626167+0.0008918122690097355j)
(-0.004151137557590551-0.003068607803130181j),(-0.0070225737642730214+0.00899338057539183j),(-0.0003654173103332623-0.00044991402348200604j)
(-0.0033497125350323976-0.0038534575040246647j),(-0.010412711838158908+0.007951908023569097j),(-0.00029697158660709535-0.0006476117566571108j)
(-0.0025069885576885884-0.004411155327285087j),(-0.013523618336752514+0.006219987540557911j),(-0.00019617236519046195-0.0008094959520945033j)
(-0.0016943649857434704-0.0047753265116898475j),(-0.016228013590634967+0.004009303400962424j),(-8.357654504869594e-05-0.0009307486454110616j)
(-0.0009647653591749972-0.004991156804503764j),(-0.018481186910713904+0.0015496213824828494j),(2.2734628773838595e-05-0.00101234807340494j)
(-0.00035419030874271216-0.005106812800680458j),(-0.020306139092594065-0.0009370748664322097j),(0.00010860532032453245-0.0010585003327808736j)
(0.00011472293539048999-0.00516682566226028j),(-0.021772031133615085-0.0032521496239675844j),(0.0001642935286905782-0.0010742969696831057j)
(0.0004284333887330144-0.005207436877612896j),(-0.02297056279306242-0.005226719624945552j),(0.00018439748085894426-0.0010639068764762023j)
(0.0005785525457043938-0.005253549741111289j),(-0.023993406703644984-0.006721570683696638j),(0.0001675795673475875-0.001029434398777977j)
(0.000558960342294587-0.005316815734601235j),(-0.024912436504227843-0.007623882654127346j),(0.00011634211709895399-0.0009704729613674756j)
(0.000364460581925339-0.0053944615933595895j),(-0.025763548764561307-0.007844022057443037j),(3.697530480286642e-05-0.0008843415927550116j)
(-8.750128415706028e-06-0.005468671019609185j),(-0.026534516288269215-0.007315195880904912j),(-6.0343285303903625e-05-0.0007669830775686366j)
(-0.0005607066226620784-0.005506616719743733j),(-0.02715749146432702-0.0059980009954559545j),(-0.00016145310843289026-0.0006144946184181892j)
(-0.0012835029255774573-0.005461536745532806j),(-0.027507349168894184-0.003890876835851385j),(-0.000248393697241019-0.0004252235442941849j)
(-0.002155711492821602-0.005275500805000101j),(-0.027407766379613882-0.0010461210129867659j),(-0.000300226521503146-0.00020226701162106084j)
(-0.003136167514122942-0.004884639742994354j),(-0.026647434095453268+0.002410605645671059j),(-0.0002948797273220426+4.39458540229397e-05j)
