-3980.39,24568.6,66200,109759,143574,158584,150767
-29094,-25903.5,-21865.1,-18061,-15510.4,-14896.8,-16384.5
-19550.1,-16643.6,-12664.2,-8678.25,-5753.72,-4674.26,-5729.11
-2292.15,-990.805,201.289,964.707,1094.89,556.962,-504.946
-400.958,-317.647,-190.032,-52.305,58.6285,113.044,96.3618
-25.0058,-69.3083,-93.0753,-89.9386,-60.7385,-13.2993,39.6678
9.53368,4.15849,-4.70494,-14.6817,-23.0984,-27.7,-27.2533
