-0.0296059,-0.0296021,-0.0295968,-0.0295954
-0.0297368,-0.0297328,-0.0297274,-0.0297261
-0.0298553,-0.0298518,-0.0298456,-0.0298429
-0.0301326,-0.0301256,-0.0301175,-0.0301163
