31909.1,-19877.1,-83157.8,-140977,-177842,-183875,-157459
-34757.7,-89485.6,-145863,-188785,-206749,-194943,-156529
-26168.9,-23233.9,-17959.4,-11758.6,-6293.08,-3027.26,-2836.25
-1157.3,903.213,2720.53,3807.69,3873.4,2900.06,1148.46
-1089.32,-1151.88,-1234.29,-1314.46,-1370.91,-1388.52,-1362.57
-181.792,-295.127,-381.34,-417.329,-393.452,-316.106,-206.016
-1.09081,-13.2005,-13.9143,-3.04113,16.5057,39.4885,59.7492
