Ex_Re,Ex_Im,Ey_Re,Ey_Im,Ez_Re,Ez_Im,Hx_Re,Hx_Im,Hy_Re,Hy_Im,Hz_Re,Hz_Im
-0.004138927175172476,-0.002288214286990794,0.005499064729849366,0.004468890050921841,0.005151062173533255,0.0043323249519830334,0.0008202354515717207,0.0006346267081081128,0.006266923615650279,0.0048487993252963775,-0.006031246133770214,-0.004666452629339556
-8.479603406533849e-05,-7.176963217960826e-05,0.0007782951000510124,0.00022392576904571855,0.0032005203656620936,9.192790337698894e-05,-0.0031186800845860244,-0.0001372481483650941,-0.0010727276117043626,-4.720903536538176e-05,0.0001782356854553159,7.84386892462316e-06
0.000830330234783763,-0.0003283631348246088,7.300863210942671e-05,0.0002493328114886036,0.0007241356425792583,5.288927298388086e-05,-0.00048201892986213826,9.558563263554802e-05,-0.0007684803196591481,0.0001523916862426893,0.0006301866132684248,-0.00012496767735853046
-0.0023072199707762533,0.00026162353302106245,-0.00012682971137484376,0.0005824602461056084,0.00260716203386629,8.24089942621758e-05,-0.0024393035083644216,9.522363843823084e-05,0.001391502402748031,-5.432039155064113e-05,-0.0020909808636177083,8.162608919129468e-05
-0.0005888208826652227,-0.000483739744592639,-0.0009409647572096507,0.0002093083893476501,0.0025746859339529837,0.001944074276262684,-0.002705884257015959,-0.0018796743426377248,-0.00011513434985804869,-7.997943105782042e-05,-0.000660903335714503,-0.00045910427982467515
0.0004677815661071399,0.0022166717805651593,0.00045057374890918587,-1.978994142354945e-05,3.800499845643012e-05,-0.0015478298508257182,0.00017744421298239451,0.0012878504895481504,-0.0002058775675299323,-0.0014942134300920372,0.0002567529527438062,0.0018634556198057078
0.0005200729090768744,-2.394881373170819e-05,-0.002960320689395915,0.0007688190246723152,0.0005830313536516717,-0.0013482870830891782,-0.0029925122925996968,0.0011293195412287512,-0.0005804460881847812,0.0002190497635173947,-0.0002778272376899946,0.00010484693058231206
-9.807576243155021e-05,0.00015405107854261132,0.000180667243641647,-0.0013178378185256692,0.0005905587509748363,0.0006661845859448254,-0.0001117008681116888,-0.0014589192512608025,-1.9430130448003547e-05,-0.00025377592711953796,-1.2606298154743112e-05,-0.00016465020707537092
1.4737556806898784e-05,-0.00011371232893688519,3.145639365230218e-05,0.00031572511308430124,0.0003229400602372981,3.1645640446551545e-05,-0.00021996361656339384,0.00017698034420501153,-8.101978754855827e-05,6.518764381030376e-05,1.7930004165641603e-05,-1.442628721244908e-05
0.0006582383662417442,-0.00040233910725135194,-0.003686532937958847,0.0030033316986406325,-0.003729200782201979,0.003052321710057945,0.0003930894590596292,-0.0003194523318157432,0.0038123173702709627,-0.003098159071647811,-0.003699314624725699,0.0030063250381115935
