0.11215+-0.107816i
0.0988921+-0.147208i
0.065824+-0.153545i
0.0256726+-0.128033i
-0.0877117+0.0627524i
-0.055397+0.0678655i
-0.0364469+0.0799918i
-0.00963759+0.0982056i
0.0636996+-0.0562515i
0.0698936+-0.0673691i
0.0585148+-0.0737583i
0.0396449+-0.0690454i
0.0636996+-0.0562515i
0.0698936+-0.0673691i
0.0585148+-0.0737583i
0.0396449+-0.0690454i
