53.8939,54.6344,55.2469,55.715,56.0257,56.1706,56.1458,55.9519,55.5942,55.0825,54.4308,53.6567,52.7815,51.8289,50.8251,49.7973,48.7736,47.7819,46.8494,46.0013
54.2684,55.0062,55.6162,56.0818,56.3903,56.5332,56.5067,56.3115,55.953,55.4408,54.7891,54.0154,53.1411,52.1898,51.1876,50.1617,49.1403,48.1511,47.2211,46.3757
54.5569,55.3079,55.9315,56.4105,56.7321,56.8873,56.8719,56.6864,56.3359,55.8298,55.182,54.4102,53.5354,52.5815,51.5745,50.5418,49.5117,48.5122,47.5707,46.7127
54.1805,54.9135,55.5161,55.9719,56.2685,56.3976,56.3559,56.1445,55.769,55.2398,54.5714,53.7818,52.8927,51.9284,50.9151,49.8804,48.8526,47.8598,46.9289,46.0855
54.0742,54.7879,55.3727,55.8126,56.0957,56.2142,56.1649,55.9491,55.5728,55.0461,54.3835,53.603,52.726,51.7763,50.7798,49.7637,48.7558,47.7835,46.8734,46.0503
53.8286,54.5203,55.0847,55.5065,55.7741,55.8802,55.8219,55.6009,55.2231,54.6988,54.0424,53.2718,52.408,51.4745,50.4968,49.5016,48.516,47.5669,46.6802,45.8801
53.508,54.1948,54.7558,55.1756,55.4429,55.5502,55.4948,55.2781,54.906,54.3886,53.7402,52.9783,52.1238,51.1999,50.2319,49.2461,48.2696,47.3288,46.4494,45.6555
53.0136,53.6739,54.2102,54.6078,54.8559,54.9478,54.8809,54.6571,54.2824,53.7672,53.1253,52.3744,51.535,50.6298,49.6837,48.7224,47.7722,46.8589,46.0075,45.2412
52.4288,53.0633,53.5757,53.9519,54.1818,54.2589,54.1812,53.9509,53.5742,53.0613,52.4264,51.6866,50.8622,49.9757,49.0513,48.114,47.1897,46.3033,45.4792,44.7398
51.5866,52.1842,52.6556,52.988,53.1722,53.2033,53.0804,52.8068,52.3901,51.8415,51.1761,50.4119,49.5699,48.673,47.7457,46.8132,45.9011,45.0341,44.236,43.5284
50.9489,51.5287,51.9841,52.3027,52.4757,52.4986,52.3705,52.0951,51.6799,51.1361,50.4786,49.7254,48.8969,48.0159,47.1062,46.1928,45.3005,44.4538,43.6756,42.9872
50.3804,50.9735,51.4433,51.7769,51.9653,52.0032,51.8897,51.6278,51.2248,50.6915,50.0426,49.2956,48.4711,47.5916,46.6808,45.7639,44.8657,44.0107,43.2223,42.522
49.6684,50.2459,50.7018,51.0238,51.2032,51.2349,51.1181,50.8561,50.456,49.9286,49.2884,48.5528,47.7419,46.8779,45.9842,45.0853,44.2056,43.3693,42.599,41.9158
48.9583,49.5228,49.9676,50.2807,50.4535,50.4813,50.3633,50.1028,49.7068,49.1862,48.5552,47.8309,47.0332,46.1837,45.3057,44.4231,43.5601,42.74,41.9853,41.3166
48.2698,48.8244,49.2611,49.5682,49.7372,49.7635,49.6463,49.389,48.9984,48.4853,47.8637,47.1504,46.3651,45.529,44.665,43.7966,42.9476,42.1411,41.3991,40.7419
47.6211,48.1692,48.6013,48.9056,49.0737,49.101,48.9869,48.7344,48.3504,47.8455,47.2332,46.5305,45.7564,44.932,44.0799,43.2232,42.3854,41.5893,40.8566,40.2074
47.028,47.5736,48.0047,48.3096,48.48,48.5112,48.4023,48.1564,47.7801,47.2837,46.6808,45.9877,45.2234,44.4088,43.5661,42.7181,41.8882,41.0989,40.3717,39.7265
46.0566,46.5629,46.9586,47.2329,47.3784,47.391,47.2704,47.02,46.6464,46.16,45.574,44.9043,44.1693,43.389,42.5847,41.7783,40.9917,40.2466,39.5631,38.96
45.4641,46.0455,46.5096,46.8438,47.0389,47.0897,46.9948,46.7567,46.382,45.8808,45.2669,44.5569,43.7703,42.9285,42.0545,41.172,40.3053,39.4779,38.7123,38.0296
45.0861,45.68,46.1576,46.5057,46.715,46.7797,46.6979,46.4721,46.1082,45.6163,45.0097,44.3051,43.5215,42.6805,41.8049,40.9186,40.0459,39.2104,38.435,37.7409
44.7908,45.4016,45.8966,46.2624,46.4891,46.5704,46.5042,46.2921,45.9401,45.4577,44.8581,44.1576,43.3754,42.5327,41.6526,40.7591,39.8765,39.0289,38.2395,37.5297
44.5772,45.2087,45.725,46.1121,46.3594,46.46,46.4114,46.2148,45.8756,45.403,44.8099,44.1125,43.3299,42.4833,41.5959,40.6918,39.7958,38.9323,38.1247,37.3953
44.4416,45.0977,45.6389,46.0505,46.3214,46.444,46.415,46.2353,45.9098,45.4473,44.8604,44.1652,43.3805,42.5279,41.6306,40.713,39.8002,38.9171,38.0877,37.3347
44.3791,45.0631,45.6325,46.0717,46.3688,46.5157,46.5084,46.347,46.036,45.5838,45.0029,44.3089,43.5209,42.6604,41.7508,40.817,39.8844,38.9784,38.1238,37.3438
44.0558,44.7259,45.2819,45.7089,45.995,46.1326,46.1178,45.9511,45.6369,45.184,44.6046,43.9146,43.1327,42.2803,41.3806,40.4582,39.5383,38.6459,37.8053,37.0396
44.1339,44.8384,45.4291,45.8897,46.2078,46.3746,46.3856,46.2405,45.9433,45.502,44.9287,44.2391,43.4519,42.5886,41.6728,40.7295,39.7843,38.8631,37.991,37.1917
44.265,45.0064,45.6339,46.1304,46.4822,46.68,46.7182,46.5958,46.3161,45.8868,45.3196,44.6299,43.8366,42.9613,42.0279,41.0619,40.0895,39.1374,38.2314,37.3964
44.444,45.2241,45.8902,46.4242,46.8115,47.0415,47.108,47.0091,46.7476,46.3305,45.7693,45.0793,44.2793,43.391,42.4388,41.4486,40.4475,39.4626,38.521,37.6482
44.666,45.4864,46.1927,46.7656,47.1896,47.453,47.5487,47.4741,47.2311,46.8266,46.2713,45.5806,44.7733,43.8713,42.8993,41.8837,40.8524,39.8334,38.8545,37.9425
44.3215,45.2656,46.089,46.7691,47.2875,47.6299,47.787,47.7545,47.5334,47.1296,46.5542,45.8228,44.9555,43.9758,42.9106,41.7887,40.641,39.4986,38.3927,37.3535
44.5379,45.5252,46.3916,47.1134,47.6711,48.0494,48.238,48.2317,48.0307,47.6405,47.0717,46.3398,45.4649,44.4707,43.3845,42.2357,41.0558,39.877,38.7313,37.6501
44.7785,45.8089,46.7184,47.4821,48.0793,48.4935,48.7136,48.7335,48.5527,48.1761,47.614,46.8818,45.9993,44.9907,43.8834,42.7077,41.4957,40.2804,39.095,37.9717
45.0404,46.1139,47.0665,47.872,48.5086,48.9589,49.2106,49.2568,49.0962,48.7334,48.178,47.4454,46.5555,45.5325,44.4043,43.2018,41.9578,40.7061,39.4809,38.3156
45.3209,46.4376,47.4331,48.2805,48.9566,49.443,49.7263,49.7988,49.6587,49.3096,48.7612,48.0283,47.131,46.0938,44.9449,43.7157,42.4397,41.1517,39.8868,38.6796
46.2327,47.3776,48.3948,49.2568,49.9398,50.4254,50.7002,50.7568,50.5937,50.2152,49.6317,48.8591,47.9185,46.8356,45.6399,44.3639,43.0426,41.7119,40.4082,39.167
46.5488,47.734,48.7918,49.6931,50.4136,50.9334,51.2384,51.3203,51.1769,50.8121,50.2358,49.4637,48.517,47.4214,46.2067,44.9063,43.5554,42.1911,40.8504,39.5699
46.8813,48.1077,49.2066,50.1482,50.9068,51.4615,51.7974,51.9053,51.7822,51.4314,50.8626,50.0912,49.1383,48.03,46.7963,45.471,44.0903,42.6917,41.3135,39.9931
47.2301,48.4985,49.6396,50.6223,51.4199,52.0105,52.378,52.5125,52.4103,52.0741,51.5131,50.7426,49.7837,48.6624,47.4095,46.059,44.6477,43.2143,41.7978,40.4368
47.5951,48.9065,50.0908,51.1158,51.9534,52.5809,52.9811,53.143,53.0623,52.7412,52.1885,51.4191,50.4541,49.3199,48.0473,46.6711,45.2288,43.7597,42.304,40.9013
47.9762,49.3319,50.5606,51.6291,52.508,53.1734,53.6072,53.7976,53.7393,53.4339,52.8898,52.1219,51.1509,50.0035,48.711,47.3085,45.8344,44.3289,42.833,41.3875
48.3737,49.7748,51.0493,52.1625,53.084,53.7886,54.2572,54.477,54.4419,54.153,53.6181,52.8518,51.8749,50.7143,49.4014,47.9722,46.4655,44.9226,43.3855,41.896
48.7877,50.2355,51.557,52.7163,53.6816,54.4267,54.9313,55.1815,55.1706,54.8988,54.3736,53.6093,52.6267,51.4527,50.1193,48.6627,47.1229,45.5417,43.9623,42.4278
