53.8939,46.0013
31.1907,28.4634
31.5961,28.8446
32.008,29.2184
32.3988,29.5788
32.6884,29.4665
33.017,29.8039
33.2828,30.0676
33.4854,30.283
33.6181,30.4458
33.6805,30.6015
33.6556,30.6499
33.4414,30.1236
33.2667,30.0581
33.0211,29.9387
17.0726,17.8822
17.2949,18.0572
17.4522,18.1394
17.5834,18.1907
17.6885,18.2125
17.768,18.2066
17.8439,18.1834
17.6181,17.934
17.6273,17.8622
17.6161,17.7717
17.5861,17.6643
17.5391,17.5425
17.4665,17.3763
17.3836,17.2239
17.2919,17.0667
17.1947,16.9084
16.5944,16.3502
16.4978,16.2084
16.4032,16.0726
14.8541,15.3799
14.9564,15.4128
15.0688,15.4521
14.9221,15.2947
14.9788,15.2753
15.0212,15.2407
15.0497,15.1916
15.0645,15.1289
15.0663,15.0536
15.0714,14.9614
15.0468,14.8586
15.011,14.7465
14.965,14.6268
14.9101,14.5009
14.6422,14.2987
14.5808,14.176
14.5141,14.0506
14.4859,13.9274
14.4084,13.7974
14.3292,13.6696
14.2496,13.5456
14.1709,13.4267
14.0941,13.3142
14.0204,13.2091
13.9507,13.1123
13.8857,13.0245
13.826,12.9461
15.8931,14.8127
15.9763,14.895
16.0539,14.9728
16.1259,15.0458
16.192,15.114
16.2515,15.1894
16.3059,15.2488
16.3541,15.303
16.396,15.3517
16.4316,15.3949
16.461,15.4325
16.4842,15.4644
16.1648,15.1039
16.1713,15.1206
16.1729,15.1324
16.1699,15.1605
16.1623,15.1633
16.1504,15.1616
16.1341,15.1553
16.1138,15.1447
16.0897,15.13
16.0618,15.1114
16.0306,15.0892
15.9962,15.0635
15.9589,15.0347
15.919,15.0031
15.8768,14.969
15.8327,14.9327
15.7447,14.9087
15.4232,14.5181
15.3651,14.4663
15.3057,14.4128
15.2454,14.3579
15.1845,14.3022
15.1236,14.246
15.0631,14.1899
15.0032,14.1341
14.9444,14.0791
14.887,14.0253
